CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4
West Islip,Our Lady of Consolation Nursing & Rehab Care Center,Suffolk,NY,US,2020-05-10,some two dozen,24,,24,,,family members of residents,protest lack of protections for nursing home residents during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.newsday.com/news/health/coronavirus/west-islip-nursing-home-protest-1.44536272,,,,
Yakima,Jack Frost Fruit,,WA,US,2020-05-10,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Amherst,Center for Extended Care,Hampshire,MA,US,2020-05-11,NA,4,,4,,,family of residents,protest lack of protections for residents of extended care facility during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.gazettenet.com/Family-stages-protest-out-of-concern-for-residents-of-Amherst-nursing-home-34277287,,,,
Clearwater,Courthouse,Pinellas,FL,US,2020-05-11,,,,,,,general protestors,protest shutdown of gyms due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.cltampa.com/news-views/local-news/article/21132773/tampa-bay-protesters-do-pushups-in-front-of-courthouse-to-prove-they-need-gyms-to-do-pushups,,,,
Naches,Allan Brothers Fruit,,WA,US,2020-05-11,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Oakland,Fruitvale Station Shopping Center to Eastmont Mall,Alameda,CA,US,2020-05-11,at least 28,28,,28,,,general protestors,for emergency sick leave legislation during coronavirus pandemic,1,car protest,0,0,0,0,1,1,,https://www.mercurynews.com/2020/05/11/oakland-workers-rally-for-city-emergency-sick-leave-policy/,,,,
Providence,State Capitol,Providence,RI,US,2020-05-11,more than 50,50,,50,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.providencejournal.com/news/20200511/ri-protesters-call-for-end-to-coronavirus-rsquolockdownrsquo,,,,
San Francisco,Uber headquarters,San Francisco,CA,US,2020-05-11,between fifty to one hundred,50,,100,,,Uber drivers,protest Uber's lobbying against law that protects gig workers,0,car protest,0,0,0,0,1,1,,https://www.sfgate.com/news/article/Uber-drivers-stage-caravan-protest-around-San-15262425.php,,,,
Sanford,,Seminole,FL,US,2020-05-11,roughly 25,25,,25,,,family; community,for justice for Adrien Green,0,protest,0,0,0,0,1,1,,https://www.clickorlando.com/news/local/2020/05/12/friends-and-family-gather-for-protest-as-prosecutors-continue-to-look-into-fatal-shooting-of-sanford-teen/,,,,
Selah,Matson Fruit Company,,WA,US,2020-05-11,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Yakima,Jack Frost Fruit,,WA,US,2020-05-11,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Austin,,Travis,TX,US,2020-05-12,,,,,,,Indivisible,support stay-at-home measures during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,https://twitter.com/IndivisibleTeam/status/1260220931731083264,,,,
Austin,State Capitol,Travis,TX,US,2020-05-12,,,,,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,0,1,,https://www.kxan.com/news/coronavirus/tattoo-shop-owners-push-to-open-ready-to-get-back-to-work/,theparisnews.com/news/article_343934c0-95f8-11ea-ab02-f76bc06d938c.html,,,
Doral,office of Congressman Diaz-Balart,Miami-Dade,FL,US,2020-05-12,dozens,24,,24,,,Miami Air employees,protest liquidation of air carrier due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://miami.cbslocal.com/2020/05/12/miami-air-employees-protest-eve-company-possible-liquidation/,,,,
Estancia,Torrance County Detention Facility,Torrance,NM,US,2020-05-12,two dozen or so,24,,24,,,detainees,for better treatment of prisoners during COVID-19 pandemic ,0,hunger strike,0,unknown,0,0,1,1,,https://searchlightnm.org/screaming-for-help/,,,,
Fresno,home of city council member,Fresno,CA,US,2020-05-12,about 25,25,,25,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.kpq.com/california-city-official-cited-after-allegedly-assaulting-stay-at-home-protesters-at-his-home/,,,,
Jacksonville,County courthouse,Duval,FL,US,2020-05-12,almost two dozen,24,,24,,,NAACP; civil rights activists,protest new circuit judge,1,protest,0,0,0,0,1,1,,https://www.actionnewsjax.com/news/local/duval-county/civil-rights-organizations-protest-jacksonville-attorney-his-new-position-circuit-judge/T2LXTPC7RJGC3AB64RWO3TKWMA/,,,,
Key West,Palm Avenue,Monroe,FL,US,2020-05-12,about 100,100,,100,,,general protestors,against roadblocks installed due to Covid,2,protest,0,0,0,0,1,1,20200512-keywest-covid,https://www.miamiherald.com/news/local/community/florida-keys/article242678476.html,,,,
Key West,Palm Avenue,Monroe,FL,US,2020-05-12,a few,3,,3,,,general protestors,support shutdown due to coronavirus pandemic,1,counter protest,0,0,0,0,0,1,20200512-keywest-covid,https://www.miamiherald.com/news/local/community/florida-keys/article242678476.html,,,,
Las Vegas,Las Vegas Strip,Clark,NV,US,2020-05-12,hundreds,200,,200,,,Culinary Union,protest dangerous work conditions for culinary workers due to Covid-19; lack of PPE,1,car protest,0,0,0,0,1,1,,https://www.ktnv.com/news/coronavirus/las-vegas-strip-casino-and-restaurant-workers-plan-caravan-demonstration,,,,
Minneapolis,Pilgrim's Pride chicken plant,Hennepin,MN,US,2020-05-12,around 80,80,,80,,,employees at plant,protest dangerous work conditions due to Covid-19; lack of PPE,1,car protest,0,0,0,0,1,1,,https://www.dakotanewsnow.com/content/news/Workers-protest-virus-outbreak-at-Minnesota-poultry-plant-570404651.html,,,,
Naches,Allan Brothers Fruit,,WA,US,2020-05-12,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Old Tappan,outside Assemblyman Auth's home,,NJ,US,2020-05-12,NA,1,,1,,,local violinist,for aid to undocumented immigrants during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,https://www.northjersey.com/story/news/bergen/2020/05/12/immigrant-advocates-protest-outside-nj-lawmakers-home/3118185001/,,,,
Phoenix,,Maricopa,AZ,US,2020-05-12,,,,,,,Indivisible,support stay-at-home measures during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,https://twitter.com/IndivisibleTeam/status/1260220931731083264,,,,
Raleigh,State Legislative Building,Wake,NC,US,2020-05-12,,,,,,,Reopen NC,protest stay-at-home orders due to Covid-19,2,protest,,,,,1,1,,https://www.salisburypost.com/2020/05/11/political-notebook-sen-carl-ford-encourages-increased-crowds-of-reopen-nc-protesters/,,,,
Redgranite,Redgranite Correctional Institution,,WI,US,2020-05-12,,,,,,,inmates,against prison lockdown due to COVID-19,0,disobedience,0,0,0,0,1,1,,https://perilouschronicle.com/2020/05/12/disturbance-at-redgranite-correctional-institution/,,,,
Selah,Matson Fruit Company,,WA,US,2020-05-12,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Tallahassee,Old Capitol,Leon,FL,US,2020-05-12,NA,4,,4,,,Indivisible,support stay-at-home measures during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,https://twitter.com/IndivisibleTeam/status/1260220931731083264,https://www.tallahassee.com/story/news/2020/05/12/protesters-line-old-capitol-steps-body-bags-urge-florida-governor-not-rush-re-opening/3114218001/,,,
Yakima,Jack Frost Fruit,,WA,US,2020-05-12,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Detroit,around Cadillac Place,Wayne,MI,US,2020-05-13,more than 50,50,,50,,,Detroit Eviction Defense,for continuation of eviction moratorium during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.detroitnews.com/story/news/local/detroit-city/2020/05/13/detroit-demonstrators-urge-whitmer-extend-eviction-ban/5182328002/,,,,
Doylestown,corner of Main and Court,Bucks,PA,US,2020-05-13,about 200,200,,200,,,ReOpen Bucks County,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.theintell.com/news/20200513/about-200-protesters-call-to-reopen-bucks-at-rally,,,,
Grand Rapids,Heritage Clinic for Women,Kent,MI,US,2020-05-13,,,,,,,Citizens of a Pro Life Society,against abortion rights,2,protest,2,0,0,0,1,1,,https://www.woodtv.com/news/grand-rapids/2-arrested-in-pro-life-protest-at-grand-rapids-clinic/,,,,
Hanover,Town Hall,Chautauqua,NY,US,2020-05-13,,,,,,,local citizens,protest farmer whose cannons make too much noise,0,protest,0,0,0,0,1,1,,https://www.observertoday.com/news/page-one/2020/05/hanover-residents-rally-against-relentless-cannons/,,,,
Laredo,City Hall,Webb,TX,US,2020-05-13,about 60,60,,60,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.lmtonline.com/local/article/Dallas-salon-owner-to-speak-at-rally-on-steps-of-15265697.php,https://www.lmtonline.com/local/article/Dallas-salon-owner-Laredo-s-2-home-beauticians-15267545.php,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-05-13,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Monmouth,Public Square,Warren,IL,US,2020-05-13,,,,,,,PETA,"protest pork-processing plant, for animal rights",1,demonstration,0,0,0,0,1,1,,https://www.galesburg.com/news/20200513/peta-demonstrators-take-to-monmouth-public-square,,,,
Oceanside,outside MetroFlex gym,San Diego,CA,US,2020-05-13,,,,,,,general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://fox5sandiego.com/news/local-news/oceanside-gym-owner-rallies-support-for-reopening-of-local-businesses/,,,,
Washington,,DC,DC,US,2020-05-13,NA,400,,400,,,United Motocoach Association; American Bus Association,protest lack of support for transportation industry during coronavirus pandemic,0,bus rally,0,0,0,0,1,1,,https://www.journalgazette.net/news/local/indiana/20200506/charter-bus-company-to-take-part-in-rally-caravan,https://www.wane.com/top-stories/motorcoach-drivers-head-to-d-c-to-rally-for-more-funding/,https://lancasteronline.com/news/local/two-lancaster-county-bus-companies-among-those-part-of-funding-rally-in-washington-d-c/article_5583d3a2-9539-11ea-a104-c775b872b7fa.html,,
Allentown,Route 100; near Owens & Minor Inc.,Lehigh,PA,US,2020-05-14,hundreds,200,,200,,,Trump supporters,pro Trump; reopen businesses during coronavirus pandemic,2,rally,0,0,0,0,1,1,20200514-allentown-trump,https://www.mcall.com/news/breaking/mc-nws-trump-lehigh-valley-visit-20200514-qff5ksjsardxtg3jz3ox2222fe-story.html,https://www.mcall.com/coronavirus/mc-nws-president-trump-supporters-protesters-20200514-7o3s3r6mrfahlp2upnbeuj754a-story.html,,,
Allentown,Route 100; near Lower Macungie Middle School,Lehigh,PA,US,2020-05-14,more than 100,100,,100,,,Make the Road Action,anti Trump,1,counter protest,0,0,0,0,0,1,20200514-allentown-trump,https://www.mcall.com/news/breaking/mc-nws-trump-lehigh-valley-visit-20200514-qff5ksjsardxtg3jz3ox2222fe-story.html,https://www.mcall.com/coronavirus/mc-nws-president-trump-supporters-protesters-20200514-7o3s3r6mrfahlp2upnbeuj754a-story.html,,,
Buffalo,Ellicott Center for Rehab and Nursing; Buffalo Center for Rehab and Nursing,Erie,NY,US,2020-05-14,nearly two dozen,24,,24,,,1199 SEIU,protest dangerous work conditions in nursing home due to Covid-19; lack of PPE,1,car protest,0,0,0,0,1,1,,https://www.wgrz.com/article/news/health/coronavirus/caravan-protest-held-outside-two-buffalo-nursing-homes-covid-19-coronavirus/71-5dfb16c7-3dac-46a2-8518-77208d0384aa,,,,
Burlington,University of Vermont,Chittenden,VT,US,2020-05-14,dozens,24,,24,,,university instructors,protest pay cuts to university lecturers due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.wcax.com/content/news/UVM-faculty-and-students-to-protest-potential-cuts--570463871.html,,,,
Commack,off of the Jericho Turnpike,Suffolk,NY,US,2020-05-14,hundreds,200,,200,,,Setauket Patriots,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,http://longisland.news12.com/story/42130922/protesters-in-commack-call-for-reopening-of-long-islands-economy-amid-pandemic,https://www.washingtonpost.com/nation/2020/05/15/noose-fight-coronavirus-protest/?fbclid=IwAR3MIAygFI0NuuVb1hZVYUcPqLByQRMxLIzOlg70ROoiFHEjG90oJ70UWuM&utm_campaign=wp_main&utm_medium=social&utm_source=facebook,longisland.news12.com/story/42136372/angry-confrontations-between-reopen-protesters-news-12s-kevin-vesey-garner-worldwide-attention,,
Divide,Russ' Place,Teller,CO,US,2020-05-14,upwards of 300,300,,300,,,local citizens,in support of restaurant defying coronavirus pandemic shutdown order,2,protest,0,0,0,0,1,1,,https://gazette.com/news/hundreds-protest-for-teller-county-restaurant-thats-defying-colorado-shutdown/article_635762a8-963a-11ea-9dee-6fb03eb32f15.html,,,,
Farmington,Animas Valley Mall,San Juan,NM,US,2020-05-14,more than 500,500,,500,,,general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.krqe.com/health/coronavirus-new-mexico/crowds-gather-in-farmington-to-protest-businesses-staying-closed/,https://www.daily-times.com/story/news/local/2020/05/15/san-juan-county-protesters-reopen-new-mexico-businesses-animas-valley-mall/5196729002/,,,
Hartford,State Capitol,Hartford,CT,US,2020-05-14,,,,,,,caregivers from Dept. of Mental Health and Addiction Services,protest lack of mental health and addiction service due to Covid 19,0,car protest,0,0,0,0,1,1,,https://www.wtnh.com/news/connecticut/hartford/mental-health-caregivers-to-protest-for-lack-of-service-due-to-pandemic/,,,,
Kingston,HealthAlliance Hospital,Ulster,NY,US,2020-05-14,,,,,,,nurses,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.lohud.com/story/news/coronavirus/2020/05/14/coronavirus-hudson-valley-hospitals-hazard-pay/5189681002/,,,,
Lansing,Michigan State Capitol,Ingham,MI,US,2020-05-14,about 300; about 200; estimated 250,200,,300,,,Michigan United for Liberty; Michigan Liberty Militia,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,20200514-lansing-covid,https://www.michiganadvance.com/2020/05/11/panel-punts-on-capitol-gun-ban-another-right-wing-protest-planned-for-thursday/,https://www.detroitnews.com/story/news/politics/2020/05/14/protesters-begin-gathering-thursday-demonstration/5186937002/,https://www.washingtonpost.com/nation/2020/05/15/noose-fight-coronavirus-protest/?fbclid=IwAR3MIAygFI0NuuVb1hZVYUcPqLByQRMxLIzOlg70ROoiFHEjG90oJ70UWuM&utm_campaign=wp_main&utm_medium=social&utm_source=facebook,https://www.freep.com/story/news/local/michigan/2020/05/14/michigan-stay-home-order-capitol-protest-gretchen-whitmer/5188313002/,
Lansing,Michigan State Capitol,Ingham,MI,US,2020-05-14,,,,,,,general protestors,support shutdown due to Covid 19,1,counter-protest,0,0,0,0,0,1,20200514-lansing-covid,https://www.washingtonpost.com/opinions/2020/05/14/coronavirus-is-now-invading-trump-counties-swing-states/,https://www.detroitnews.com/story/news/politics/2020/05/14/protesters-begin-gathering-thursday-demonstration/5186937002/,https://apnews.com/04532a9591fa190a74146cbd8c92f949,,
Port Jervis,Bon Secours Community Hospital,Orange,NY,US,2020-05-14,,,,,,,nurses,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.lohud.com/story/news/coronavirus/2020/05/14/coronavirus-hudson-valley-hospitals-hazard-pay/5189681002/,,,,
Portland,Monument Square,Multnomah,OR,US,2020-05-14,,,,,,,homeless rights advocates,against over-policing of unhoused residents during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://mainebeacon.com/portlanders-protest-overpolicing-of-unhoused-residents-during-pandemic/,,,,
Poughkeepsie,MidHudson Regional Hospital,Dutchess,NY,US,2020-05-14,,,,,,,nurses,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.lohud.com/story/news/coronavirus/2020/05/14/coronavirus-hudson-valley-hospitals-hazard-pay/5189681002/,,,,
Sacramento,State Capitol,Sacramento,CA,US,2020-05-14,around 50,50,,50,,,Punjabi truck drivers and family,for safer working conditions for truck drivers during Covid 19,0,protest,0,0,0,0,1,1,,https://www.sacbee.com/news/local/article242752851.html,,,,
Seattle,Ballard Commons,King,WA,US,2020-05-14,,,,,,,Real Change,against sweep of homeless encampments during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.seattlepi.com/seattlenews/article/Move-along-to-where-Group-holds-protest-after-15268787.php#photo-19410923,,,,
Seattle,Harborview Medical Center,King,WA,US,2020-05-14,,,,,,,University of Washington Medicine staff,protest lack of personal protective equipment for University of Washington medical workers during coronavirus pandemic,1,rally,0,0,0,0,0,1,,https://www.heraldnet.com/northwest/university-of-washington-staff-rally-for-better-protections/,,,,
St. Louis,Federal Courthouse,St. Louis,MO,US,2020-05-14,,,,,,,general protestors,support HEROES Act; PPE for workers during coronavirus pandemic,1,car protest,0,0,0,0,1,1,,https://www.ksdk.com/article/news/health/coronavirus/downtown-caravan-raises-support-for-heroes-act/63-f5d77594-458b-4758-8190-79075ee7f410,,,,
Suffern,outside Good Samaritan Hospital,Rockland,NY,US,2020-05-14,,,,,,,healthcare workers,protest lack of personal protective equipment for health care workers during coronavirus pandemic,1,protest,0,0,0,0,1,1,,westchester.news12.com/story/42131670/silent-but-loud-health-care-workers-hold-silent-protest-demanding-hazard-pay,,,,
Valhalla,Westchester Medical Center,Westchester,NY,US,2020-05-14,,,,,,,1199 SEIU,protest lack of personal protective equipment for health care workers during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.lohud.com/story/news/coronavirus/2020/05/14/coronavirus-hudson-valley-hospitals-hazard-pay/5189681002/,,,,
Washington,,DC,DC,US,2020-05-14,,,,,,,truckers,for safer working conditions for truck drivers during Covid 19,0,truck protest,0,0,0,0,1,1,,https://www.sacbee.com/news/local/article242752851.html,,,,
Yakima,Columbia Reach Park,Yakima,WA,US,2020-05-14,hundreds,200,,200,,,employees and supporters,protest dangerous work conditions due to Covid-19; lack of PPE,1,strike,0,0,0,0,1,1,,https://www.seattletimes.com/seattle-news/health/increasing-number-of-yakima-valley-farmworkers-are-walking-out-to-protest-conditions-during-covid-19-pandemic/,,,,
Annapolis,State Circle,Anne Arundel,MD,US,2020-05-15,nearly 200,200,,200,,,Reopen Maryland,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://wtop.com/maryland/2020/05/protesters-at-annapolis-rally-call-for-an-end-to-tyranny/,,,,
Bellingham,Fred Meyer store,Whatcom,WA,US,2020-05-15,,,,,,,Kroger employees,"against elimination of ""hero"" bonus pay for Kroger workers during coronavirus pandemic",0,demonstration,0,0,0,0,1,1,,https://www.kuow.org/stories/kroger-offers-thank-you-bonus-after-employees-protest-end-of-hazard-pay,,,,
Burien,Fred Meyer store,King,WA,US,2020-05-15,dozens,24,,24,,,Kroger employees,"against elimination of ""hero"" bonus pay for Kroger workers during coronavirus pandemic",0,demonstration,0,0,0,0,1,1,,https://www.kuow.org/stories/kroger-offers-thank-you-bonus-after-employees-protest-end-of-hazard-pay,https://www.seattlepi.com/coronavirus/article/kroger-cut-hero-pay-workers-in-seattle-covid-19-15273880.php,,,
Chapel Hill,Cogeneration Facility,Orange,NC,US,2020-05-15,,,,,,,Climate Reality Project; Chapel Hill Organization for Clean Energy,"against coal power plant, against air pollution",1,protest,0,0,0,0,1,1,,https://www.dailytarheel.com/article/2020/05/coal-protest-return-0519,,,,
Columbia Heights,Central Avenue,Anoka,MN,US,2020-05-15,around 60,60,,60,,,Anti-War Committee; American Muslims for Palestine-Minnesota,in support of Palestine,0,car protest,0,0,0,0,1,1,,http://www.fightbacknews.org/2020/5/17/boisterous-nakba-day-car-rally-rolls-through-minneapolis-suburb,,,,
Columbia Heights,Central Avenue,Anoka,MN,US,2020-05-15,about a dozen,12,,12,,,3% United Patriots of Minnesota,"against Palestine, for Israel, for President Trump, against wearing masks to prevent spread of coronavirus",2,car protest; protest,0,0,0,0,0,1,,www.fightbacknews.org/2020/5/17/boisterous-nakba-day-car-rally-rolls-through-minneapolis-suburb,,,,
Everett,County Courthouse,Snohomish,WA,US,2020-05-15,about 200,200,,200,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.heraldnet.com/news/200-snohomish-county-protestors-rally-against-covid-order/,,,,
Harrisburg,State Capitol,Dauphin,PA,US,2020-05-15,about a thousand,1000,,1000,,,ReOpen PA,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://triblive.com/news/pennsylvania/online-group-plans-harrisburg-protest-over-continued-covid-closures/,https://www.ydr.com/story/news/2020/05/15/pa-counties-move-yellow-harrisburg-protesters-call-reopen-pennsylvania/5199952002/,,,
Hartford,State Capitol,Hartford,CT,US,2020-05-15,,,,,,,bus drivers,protest dangerous work conditions due to Covid 19,1,bus rally,,,,,1,1,,https://www.wtnh.com/news/connecticut/hartford/bus-drivers-to-rally-in-hartford-for-hazard-pay-ppe-supply/,,,,
Indianapolis,State Capitol,Marion,IN,US,2020-05-15,,,,,,,casino workers,seek enhanced health and safety measures for casino workers during coronavirus pandemic,1,car protest,,,,,1,1,,https://www.nwitimes.com/business/local/casino-workers-to-rally-in-cars-in-indy-for-safe-working-conditions/article_5d531bcc-db90-54f4-abd6-d162a4ec3eb1.html,,,,
Kingman,County Sheriff's Office,Mohave,AZ,US,2020-05-15,,,,,,,friends and family of Buddy Dale Lott,"against police violence, for justice for Buddy Dale Lott",1,protest,0,0,0,0,1,1,,https://kdminer.com/news/2020/may/16/police-shooting-protested-mohave-county-sheriffs-o/,,,,
Lufkin,ISD Administration Building,Angelina,TX,US,2020-05-15,about 15,15,,15,,,parents and students,protest lack of school graduation ceremony due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,lufkindailynews.com/coronavirus/article_10078434-96d0-11ea-9de9-33d1936cac1d.html,,,,
Milford,County Courthouse,Pike,PA,US,2020-05-15,120 or so,120,,120,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.poconorecord.com/news/20200515/amid-flags-and-blaring-horns-protesters-in-poconos-rally-for-state-to-reopen,,,,
Montpelier,Statehouse,Washington,VT,US,2020-05-15,,,,,,,child care workers,against rapid reopening of child care facilities during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.wcax.com/content/news/Vermont-child-care-workers-frustrated-with-reopening-timeline-570511961.html,,,,
New York,Barclays Center; Brooklyn,Kings,NY,US,2020-05-15,,,,,,,Black Lives Matter; Crisis Action Center,"against racism, against police brutality, against discriminatory enforcement of COVID-related mandates",1,rally,0,0,0,0,1,1,,https://www.brooklynpaper.com/civil-rights-activists-rally-barclays-covid-arrests/,,,,
Orlando,,Orange,FL,US,2020-05-15,,,,,,,unemployed citizens,protest broken unemployment processing system,1,protest,0,0,0,0,1,1,,https://www.wtsp.com/article/news/health/coronavirus/florida-unemployment-benefits-fail-people-desperate-protest-rally-orlando-lawsuits-deo-department-of-unemployment/67-9b472140-8aec-4a93-b0e3-d0bee8679e25,https://www.clickorlando.com/news/florida/2020/04/13/disney-world-workers-stage-protest-of-floridas-bogged-down-unemployment-system/,,,
Roanoke,5th Ave and Campbell Ave,Roanoke,VA,US,2020-05-15,,,,,,,local protestors,protest short jail sentence for hit-and-run suspect,0,protest,0,0,0,0,1,1,,https://www.wdbj7.com/content/news/Roanoke-protesters-rally-again-deadly-hit-and-run-plea-deal-570522321.html,,,,
Roseau,Roseau City Center to Main Street,Roseau,MN,US,2020-05-15,,,,,,,general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.grandforksherald.com/news/6493557-Roseau-residents-protest-Walz-order-that-closed-businesses,,,,
Salinas,Monterey County Health Department,Monterey,CA,US,2020-05-15,about two dozen,24,,24,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://kion546.com/news/2020/05/15/dozens-protest-stay-at-home-order-outside-monterey-county-health-department/,,,,
Seattle,Fred Meyer store,King,WA,US,2020-05-15,,,,,,,Kroger employees,"against elimination of ""hero"" bonus pay for Kroger workers during coronavirus pandemic",0,demonstration,0,0,0,0,1,1,,https://www.kuow.org/stories/kroger-offers-thank-you-bonus-after-employees-protest-end-of-hazard-pay,,,,
Spokane,City Hall,Spokane,WA,US,2020-05-15,hundreds; a few hundred; at least 150 to 200,150,,300,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.krem.com/article/news/local/hundreds-march-to-spokane-city-hall-in-protest-of-stay-home-order/293-18025a2c-8aed-4aa8-b35e-c01e0e97b848,https://www.spokesman.com/stories/2020/may/15/business-owners-rep-matt-shea-lead-hundreds-in-dem/,https://www.khq.com/coronavirus/200-people-rally-against-gov-inslees-decision-to-deny-spokane-countys-phase-two-variance/article_58205b76-970a-11ea-bece-2b66f8954709.html,,
Spring,,Harris,TX,US,2020-05-15,around a dozen,12,,12,,,PETA,"protest meat factory, for animal rights",0,protest,0,0,0,0,1,1,,https://www.chron.com/neighborhood/spring/news/article/Vegan-activists-protest-Spring-meat-processing-15273855.php,,,,
