CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,Source1,Source2,Source3,Source4,Source5,Source6,
Colorado Springs,,,CO,US,2020-07-22,,,,,,,teachers,against schools reopening wth no Covid safety in place,0,protest,0,0,0,0,1,1,,,https://gazette.com/news/education/colorado-springs-area-teachers-protest-school-reopening-plans-without-safety-requirements/article_05a2ac44-cc36-11ea-9568-837c30c66323.html,,,,,,
El Paso,outside Centennial Hall,,TX,US,2020-07-22,,,,,,,teachers,against schools reopening wth no Covid safety in place,0,protest,0,0,0,0,1,1,,,https://gazette.com/education-directory/colorado-springs-area-teachers-protest-school-reopening-plans-without-safety-requirements/article_05a2ac44-cc36-11ea-9568-837c30c66323.html,,,,,,
Framingham,Memorial Building,,MA,US,2020-07-22,,,,,,,Framingham Teachers Association; Raise Up Massachusetts; Massachusetts Teachers Association,for taxing the rich and profitable corporations to fund public schools during the COVID-19 pandemic,0,rally,0,0,0,0,1,1,,,https://www.metrowestdailynews.com/story/archive/2020/07/23/teachers-parents-and-raise-up-massachusetts-coalition-call-for-taxing-rich-and-corporations-during-r/42990553/,,,,,,
Gilbert,,,AZ,US,2020-07-22,,,,,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Glendale ,,,AZ,US,2020-07-22,about 15,15,,15,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Gresham,Gresham City Hall,,OR,US,2020-07-22,,,,,,,general protesters,"against flying Black Lives Matter flag at city hall, all lives matter",2,rally,0,0,0,0,1,1,20200721-gresham-blmflag,verbal confrontations with counter-protesters; brandished knife and pepper spray and gun at counter-protesters,https://pamplinmedia.com/go/42-news/474585-383658-gun-pulled-during-all-lives-matter-rally,https://twitter.com/RoseCityAntifa/status/1394159804126359553,,,,,
Hanover,Hanover County School Board Offices,,VA,US,2020-07-22,at least 80 cars,80,,80,,,teachers; staff,for virtual schooling until Covid is no longer a threat,0,rally,0,0,0,0,1,1,,,https://www.wtvr.com/news/back-to-school/hanover-teachers-rally-for-virtual-start-to-school-year,https://www.nbc12.com/2020/07/22/safe-return-learn-hanover-holds-car-rally-advocates-teachers/,https://richmond.com/news/local/watch-now-dozens-of-hanover-teachers-parents-hold-car-rally-against-protest-against-five-day/article_2ea926ab-6ab7-58b3-9fbd-804bd32afd29.html,,,,
Hanover,Henry Clay Elementary School; County School Board Offices,Hanover,VA,US,2020-07-22,more than 55,55,,55,,,Safe Return to Learn Hanover,against in-person schooling during COVID-19 pandemic,0,car rally,0,0,0,0,1,1,,,https://www.wtvr.com/news/back-to-school/hanover-teachers-rally-for-virtual-start-to-school-year,https://richmond.com/news/local/watch-now-dozens-of-hanover-teachers-parents-hold-car-rally-against-five-day-school-reopening/article_2ea926ab-6ab7-58b3-9fbd-804bd32afd29.html,,,,,
Harrisburg,outside the State Capitol,,PA,US,2020-07-22,several hundred; about 500,300,,500,,,We the People of PA,"against state coronavirus mandates, against tyranny, for impeaching Governor Wolf",2,rally,0,0,0,0,1,1,,,https://www.dailyitem.com/coronavirus/500-rally-for-reopening-in-wake-of-state-move-to-close-bars-and-limit-restaurant/article_a7f607b8-b673-5a42-8698-c8479b1523f1.html,https://triblive.com/news/pennsylvania/protesters-in-harrisburg-rally-against-mask-mandates-gov-wolfs-coronavirus-restrictions/,https://www.ncnewsonline.com/news/local_news/500-rally-in-support-of-bars-restaurants/article_9acf3efd-4810-5cc8-b2d6-757f224d9524.html,,,,
Lake Charles,The Center Stage Event Center,,LA,US,2020-07-22,,,,,,,bar owners; patrons,against state-mandated closures of bars during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.kplctv.com/2020/07/22/local-bar-owners-patrons-protest-against-bar-re-closure/,,,,,,
Los Angeles, Los Angeles County Board of Supervisors’ office,,CA,US,2020-07-22,,,,,,,Unite Here Local 11,for safer workplaces for hotel workers and healthcare workers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.sbsun.com/2020/07/22/hotel-healthcare-workers-protest-alleged-lack-of-covid-19-protections/,https://www.redlandsdailyfacts.com/2020/07/22/hotel-healthcare-workers-protest-alleged-lack-of-covid-19-protections/,,,,,
Lynn,Lynn City Hall,,MA,US,2020-07-22,about 50,50,,50,,,Lynn United for Change,for tenant protection; for extension of eviction and foreclosure moratorium during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.itemlive.com/2020/07/22/advocates-rally-for-housing-protection-in-lynn/,,,,,,
Mesa,,,AZ,US,2020-07-22,,,,,,,teachers,against reopening schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Mifflinburg,Fourth St and Chestnut St,,PA,US,2020-07-22,,,,,,,general protesters,LGBTQ rights; in response to hateful anti-LGBTQ message,1,protest,,,,,1,1,,,https://www.wnep.com/article/news/local/union-county/mifflinburg-pride-event-still-happening/523-d37f558e-ee79-4bb5-9280-97e3822dd941,,,,,,
Milwaukee,We Energies,,WI,US,2020-07-22,,,,,,,customers,against electric utility cutoffs during coronavirus pandemic,0,protest; march,0,0,0,0,1,1,,,https://www.cbs58.com/news/protesters-march-to-we-energies-to-keep-the-lights-on,,,,,,
Niagara Falls,city Planning Board,,NY,US,2020-07-22,about 20,20,,20,,,local landlords,against proposed law regulating short-term rentals,0,protest,0,0,0,0,1,1,,,https://buffalonews.com/news/local/government-and-politics/short-term-rental-owners-protest-proposed-niagara-falls-regulations/article_a2045100-ccf4-11ea-9bb1-cf647a519522.html,,,,,,
Oakland,Alameda County Public Health Department,,CA,US,2020-07-22,count video,15,,20,,,hair stylists,for reopening hair salons during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.ktvu.com/news/stylists-salon-owners-protest-alameda-co-health-department-over-outdoor-service,,,,,,
Phoenix,Encanto Park,,AZ,US,2020-07-22,dozens,24,,24,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Portland,Portland City Hall,,ME,US,2020-07-22,about 60,60,,60,,,general protesters,for more access to safe and affordable housing during coronavirus pandemic and beyond,0,occupation,0,0,0,0,1,1,,,https://www.centralmaine.com/2020/07/22/sleep-out-protest-planned-at-portland-city-hall/,https://www.pressherald.com/2020/07/22/sleep-out-protest-planned-at-portland-city-hall/,,,,,
Redding,Sundial Bridge,,CA,US,2020-07-22,thousands,2000,,2000,,,Burn 24/7; Hold the Line,"against restrictions on religious gatherings due to coronavirus pandemic, for religious freedom, know Jesus no mask",2,rally,0,0,0,0,1,1,,Let Us Worship,https://www.bethel.com/press/press-release-sean-feucht-hosts-let-us-worship-gathering/,https://anewscafe.com/2020/07/30/redding/know-jesus-no-mask-how-a-charismatic-worship-leader-bamboozled-his-way-to-the-sundial-bridge/?fbclid=IwAR0dDXZl7xx4t_MdJPD7_rrDtMxOzFOXRD_7PvUP8hsEPWYVjDXJk5Oj0CM,,,,,
Salt Lake City,Utah State Capitol,,UT,US,2020-07-22,about 20,20,,20,,,Utah Citizen's Alarm,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200722-slc-blm,openly carried firearms; tactical gear; verbal confrontations with protesters,https://www.sltrib.com/news/2020/07/22/more-than-armed-men-show/,,,,,,
Scottsdale,,,AZ,US,2020-07-22,,,,,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Saint Petersburg,Granville Court North,,FL,US,2020-07-22,more than a dozen,12,,12,,,Florida Indigenous Rights and Environmental Equality Group,against removal of tree; for environmental preservation; for native peoples' rights,1,protest,0,0,0,0,1,1,,,https://www.tampabay.com/news/st-petersburg/2020/07/30/st-petersburgs-latest-protest-save-a-doomed-banyan-tree/?itm_source=parsely-api,,,,,,
Springfield,Springfield Public Library,,OR,US,2020-07-22,approximately 100,100,,100,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200722-springfield-blm,participated in open mic discussion with protesters,https://www.kezi.com/content/news/Independent-report-gives-Springfield-Police-Departments-response-to-Thurston-protest-mixed-reviews-574069681.html,,,,,,
Tempe,,,AZ,US,2020-07-22,30,30,,30,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Tucson,,,AZ,US,2020-07-22,,,,,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Westminster,Kindred Hospital,Orange,CA,US,2020-07-22,three dozen,36,,36,,,National Union of Healthcare Workers,for increased coronavirus protections; demanding more PPE and increased pay for healthcare workers,0,protest,0,0,0,0,1,1,,,https://www.ocregister.com/2020/07/22/caregivers-demand-ppe-and-better-pay-in-protest-at-kindred-hospital-westminster/,,,,,,
Worcester,Elm Park Community School,,MA,US,2020-07-22,30 or so,30,,30,,,teachers; school employees, in favor of taxing the wealthy to fund a public education system facing deficits and uncertainty due to COVID-19,1,rally,0,0,0,0,1,1,,,https://www.telegram.com/story/news/education/2020/07/22/worcester-rally-urges-taxing-wealthy-to-fund-schools-hit-by-pandemic/42453133/,,,,,,
Yuma,,,AZ,US,2020-07-22,,,,,,,teachers,against reopening of schools until Covid is under control,0,protest,0,0,0,0,1,1,,,https://www.azcentral.com/story/news/local/arizona-education/2020/07/22/arizona-teachers-protest-against-reopening-schools-in-person-classes-amid-covid-19-crisis/5487235002/,,,,,,
Annapolis,College Ave; House of Delegates,,MD,US,2020-07-23,around 100,100,,100,,,Republican delegates,in support of police,2,rally,0,0,0,0,1,1,,,https://www.baltimoresun.com/maryland/carroll/news/ac-cn-annapolis-police-rally-cct-print-20200723-pvxzk4dw75bnle425nll7j4jfi-story.html,https://www.wbaltv.com/article/back-the-blue-rally-annapolis-support-police/33408543,https://www.capitalgazette.com/maryland/annapolis/ac-cn-annapolis-police-rally-20200724-20200723-jl4lfbqgbjhxlhcv4hzfzunr2i-story.html,,,,
Columbia,outside LR5 school board,,SC,US,2020-07-23,,,,,,,general protesters,against in-person learning during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.wistv.com/2020/07/23/lr-discusses-school-reopening-plans-sc-ed-stages-protest/,,,,,,
Davis,UC Davis Medical Center,,CA,US,2020-07-23,,,,,,,California Nurses Association,for better workplace safety measures for nurses during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.nationalnursesunited.org/press/uc-davis-medical-center-perioperative-nurses-rally-safe-patient-care-safe-staffing,,,,,,
Des Moines,Iowa Statehouse,,IA,US,2020-07-23,more than 600,600,,600,,,educators,against Governor Kim Reynolds' plan for reopening schools during coronavirus pandemic,0,car rally,,,,,1,1,,,https://www.ketv.com/article/iowa-educators-plan-to-protest-school-proclamation/33415429#,,,,,,
Detroit,Westside Bus Depot,,MI,US,2020-07-23,,,,,,,BAMN,against in-person learning during coronavirus pandemic,0,protest,20,0,0,0,1,1,,,https://www.freep.com/story/news/local/michigan/detroit/2020/07/23/violence-detroit-shootings-protests-bus/5492362002/,https://www.clickondetroit.com/news/local/2020/07/23/19-arrested-during-detroit-summer-school-protest-today/,,,,,
Eureka,Rockwood School District,,MO,US,2020-07-23,,,,,,,parents,for in-person schooling during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,,https://www.kmov.com/news/parents-in-rockwood-school-district-to-protest-return-to-classroom-plan-at-school-board-meeting/article_539ebaca-cd29-11ea-99f7-27911f20cb5d.html,,,,,,
Fresno,Fresno County Peace Officers Memorial,,CA,US,2020-07-23,about 200,200,,200,,,general protesters,"in support of police, against defunding police, defund politicians, for patriotism",2,rally,0,0,0,0,1,1,,,https://www.fresnobee.com/news/local/article244453047.html,,,,,,
Greenville,in front of Congressman Bill Huizenga's office,,MI,US,2020-07-23,,,,,,,general protesters,for extension of unemployment benefits during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.fox17online.com/news/coronavirus/group-rallies-for-unemployment-benefits-extension-at-congressman-huizengas-office,,,,,,
Hanover,,,VA,US,2020-07-23,,,,,,,Safe Return to Learn Hanover,against in-person schooling during pandemic,0,demonstration,0,0,0,0,1,1,,,https://www.wtvr.com/news/back-to-school/safe-return-to-learn-hanover-group-holds-demonstration-in-favor-of-virtual-learning,,,,,,
Hartford,Connecticut State Capitol,,CT,US,2020-07-23,,,,,,,education advocates,against reopening schools during coronavirus pandemic,0,protest; car caravan,0,0,0,0,1,1,,,https://www.ctinsider.com/news/nhregister/article/CT-education-advocates-detail-caravan-to-protest-15424529.php?src=nhrpromostrip,https://www.nhregister.com/politics/article/Police-mostly-unmasked-arrive-at-Capitol-to-15428602.php?src=nhrhpcp,https://www.wtnh.com/news/connecticut/hartford/hartford-teachers-community-members-to-push-for-safe-and-fully-funded-return-to-school-for-kids-in-protest-today/,,,,
Hartford,Connecticut State Capitol,,CT,US,2020-07-23,,,,,,,New England Health Care employees union,for protections of long-term care workers; for PPE increases during coronavirus pandemic,0,rally,0,0,0,0,0,1,,,https://www.wtnh.com/news/connecticut/hartford/long-term-care-workers-to-demand-new-regulations-protecting-workers-consumers-in-hartford-rally-today/,,,,,,
Hartford,Connecticut State Capitol,,CT,US,2020-07-23,about 300,300,,300,,,Connecticut State Police Union,against proposed police reforms; in support of law enforcement,2,protest,0,0,0,0,0,1,,,https://www.nhregister.com/politics/article/Police-mostly-unmasked-arrive-at-Capitol-to-15428602.php?src=nhrhpcp,https://www.courant.com/politics/hc-pol-police-officers-rally-capitol-racial-justice-20200723-va7ffalhm5ewnh5nhwny5o6g5i-story.html,https://www.journalinquirer.com/connecticut_and_region/police-protest-law-enforcement-accountability-proposals-at-capitol/article_b26eaade-ccfb-11ea-8a37-e353ef87259d.html,https://www.wwlp.com/news/connecticut/police-protest-law-enforcement-accountability-proposals/,https://www.wtnh.com/news/connecticut/hartford/back-the-blue-rally-to-kick-off-in-hartford-today-amid-police-accountability-bill-vote/,,
Indianola,Minnie Cox Park,,MS,US,2020-07-23,about 30,30,,30,,,Parents for Safe Schools,against reopening schools while COVID-19 cases are on the rise,0,rally,0,0,0,0,1,1,,,https://twitter.com/EricJShelton/status/1286426181106008065,,,,,,
Lowell,University of Massachusetts Lowell,,MA,US,2020-07-23,,,,,,,"UMass Lowell staff, adjunct faculty and union representatives",against planned layoffs of university faculty and staff due to budget cuts necessitated by coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.lowellsun.com/2020/07/24/umass-lowell-employees-protest-layoff-plan/,,,,,,
Madison,Dane County Department of Human Services,Dane,WI,US,2020-07-23,,,,,,,general protesters,"against coronavirus mask mandates, for freedom, against abuse of political power",2,rally,0,0,0,0,1,1,,,https://www.channel3000.com/dane-co-leaders-urge-community-to-follow-mask-order-as-group-plans-anti-mask-rally/,,,,,,
Marshfield,Hope Lodge,,WI,US,2020-07-23,dozens,24,,24,,,general protesters,against closure of medical facility for cancer patients,0,rally,0,0,0,0,1,1,,,https://waow.com/2020/07/23/supporters-of-marshfield-hope-lodge-hold-rally/,,,,,,
Montgomery,Dexter Ave,,AL,US,2020-07-23,,,,,,,Alabama Teachers Against Covid-19,against reopening of schools during coronavirus pandemic; for virtual learning,0,protest,0,0,0,0,1,1,,,https://www.montgomeryadvertiser.com/picture-gallery/news/2020/07/23/alabama-teachers-against-covid-19-protest/5495143002/,,,,,,
New Orleans,office of Senator Kennedy,,LA,US,2020-07-23,more than two dozen,24,,24,,,unemployed workers,"for extending federal unemployment benefits related to coronavirus pandemic, for eviction moratorium",0,rally,0,0,0,0,1,1,,,https://www.wbrz.com/news/louisiana-rallies-planned-in-effort-to-keep-600-benefit,,,,,,
New Orleans,office of Senator Cassidy,,LA,US,2020-07-23,more than two dozen,24,,24,,,unemployed workers,"for extending federal unemployment benefits related to coronavirus pandemic, for eviction moratorium",0,rally,0,0,0,0,0,1,,,https://www.wbrz.com/news/louisiana-rallies-planned-in-effort-to-keep-600-benefit,,,,,,
North College Hill,Betts Ave and Cordova Ave,,OH,US,2020-07-23,,,,,,,Maslow's Army Transitional House; Just Slow Down Cincinnati,for safer streets; for four-way stop at dangerous intersection,0,rally,0,0,0,0,1,1,,,https://www.cincinnati.com/story/news/2020/07/23/9-year-old-struck-north-college-hill-neighbors-rally-safe-streets/5491389002/,,,,,,
Philadelphia,steps of School District's North Broad Street headquarters,,PA,US,2020-07-23,,,,,,,teachers,"against reopening schools during coronavirus pandemic without adequate safety protections, for safe workplace for teachers",0,protest,0,0,0,0,1,1,,,https://www.inquirer.com/news/philadelphia-school-district-reopening-virtual-police-rally-march-20200725.html,,,,,,
Port St. Lucie,AMC Theaters; school district headquarters,St.Lucie,FL,US,2020-07-23,,,,,,,Education Association of St. Lucie,to secure jobs and salaries during coronavirus pandemic; for following of school reopening guidelines,0,car rally,0,0,0,0,1,1,,,https://www.wptv.com/news/region-st-lucie-county/st-lucie-county-teachers-to-rally-before-meeting-with-school-board,,,,,,
Portland,Portland City Hall,,ME,US,2020-07-23,a few dozen,24,,24,,,general protesters,calling attention to the struggles faced by homeless people during the coronavirus pandemic,0,occupation,0,1,0,0,1,1,,https://www.kptv.com/news/man-says-he-was-attacked-during-downtown-demonstration-because-protesters-believe-he-is-working-with/article_c24d8ec2-cd35-11ea-b04b-b77fa568245f.html,https://www.centralmaine.com/2020/07/23/sleep-out-protest-continues-at-portland-city-hall/,https://www.pressherald.com/2020/07/23/sleep-out-protest-continues-at-portland-city-hall/,https://mainebeacon.com/portlanders-sleep-in-at-city-hall-protesting-lack-of-services-for-unhoused-residents/,,,,
Providence,Providence Police Department,,RI,US,2020-07-23,handful; about 20,5,,20,,,general protesters,in support of police,2,rally,0,0,0,0,1,1,20200723-providence-backtheblue,"planned rally was canceled, but some police supporters turned out anyway",https://www.wpri.com/news/local-news/providence/police-oversight-group-to-review-arrests-of-protesters-outside-pd/,https://www.wpri.com/news/local-news/providence/supporters-black-lives-matter-activists-show-up-to-canceled-defend-the-police-rally/,https://www.wpri.com/news/local-news/providence/supporters-black-lives-matter-activists-show-up-to-canceled-defend-the-police-rally/,https://www.abc6.com/2-protestors-arrested-outside-providence-safety-complex/,,,
Sacramento,UC Davis Health,,CA,US,2020-07-23,,,,,,,National Nurses United,"for safer staffing levels during coronavirus pandemic, for patient safety",0,protest,0,0,0,0,1,1,,,https://www.kcra.com/article/nurses-rally-outside-uc-davis-health-support-safe-patient-care-staffing/33407655,,,,,,
Saint Joseph ,in front of Congressman Upton's home,,MI,US,2020-07-23,,,,,,,general protesters,for financial relief from coronavirus pandemic; againsts congressman's vote on coronavirus relief legislation,0,protest,0,0,0,0,1,1,,,https://www.wndu.com/2020/07/23/protesters-rally-outside-us-congressmans-home-as-600-unemployment-benefits-near-end/,,,,,,
Saint Paul,next to the State Capitol,,MN,US,2020-07-23,,,,,,,Education Minnesota,to pressure Governor Walz to continue to keep Minnesota schools closed to in-person instruction during coronavirus pandemic,0,car protest,0,0,0,0,1,1,,,http://www.fightbacknews.org/2020/7/24/mn-teachers-protest-safe-teaching-conditions,,,,,,
Salt Lake City,outside the Utah Capitol Building,,UT,US,2020-07-23,more than 150,150,,150,,,Safe Utah Schools,for stronger protections against covid for schools when they reopen,0,rally,0,0,0,0,1,1,,https://www.fox13now.com/news/coronavirus/local-coronavirus-news/people-concerned-about-reopening-utah-schools-rally-at-state-capitol,https://localnews8.com/health/coronavirus/2020/07/23/utah-educators-rally-for-more-virus-protections-in-schools/,https://www.sltrib.com/news/education/2020/07/23/utah-teachers-rally-masks/,https://www.deseret.com/utah/2020/7/23/21335905/utah-teachers-parents-rally-for-safe-reopening-of-schools-capitol,,,,
Schereville,Fox Run Plaza,,IN,US,2020-07-23,hundreds,200,,200,,,general protesters,"in support of police, for patriotism, for President Trump",2,rally,0,0,0,0,1,1,20200723-schereville-backtheblue,,https://www.nwitimes.com/news/watch-now-supporters-mark-police-appreciation-day-as-protesters-hold-die-in-nearby/article_0f78cc2d-2fbc-58aa-b04a-0526a928a616.html,,,,,,
Shelby Township,The Palazzo Grande,,MI,US,2020-07-23,,,,,,,Fems for Dems,"against Republican candidate for county prosecutor Pete Lucido, against sexual assault",1,protest,0,0,0,0,1,1,,outside fundraiser event,https://www.macombdaily.com/news/elections/fems-for-dems-protest-outside-lucido-campaign-fundraiser-in-shelby-township/article_510c29fe-cde8-11ea-95a8-97b983f122b5.html,,,,,,
Somerville,Downtown,Somerset,NJ,US,2020-07-23,,,,,,,Somerset County Education Association (SCEA); NJ21 United,against school district's reopening plan; for delayed school reopening due to coronavirus,0,protest,0,0,0,0,1,1,,,https://www.mycentraljersey.com/picture-gallery/news/education/2020/07/30/educators-and-community-members-join-forces-protest-rushed-re-opening-schools/5549392002/,,,,,,
Stone Mountain,County School District Headquarters,DeKalb,GA,US,2020-07-23,about 100,100,,100,,,general protesters,against teacher and staff furloughs; for teacher protections during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.ajc.com/news/atlanta-news/dozens-protest-proposed-furloughs-for-dekalb-teachers-staff/3IZG43OU3BFQDGKWWKPFJ7DZRM/,,,,,,
Tehachapi,California Correctional Institution,,CA,US,2020-07-23,several dozen,36,,36,,,family members of incarcerated individuals,against coronavirus conditions inside prison; for protection of inmates from coronavirus,0,protest,0,0,0,0,1,1,,,https://www.bakersfield.com/news/families-of-inmates-protest-coronavirus-conditions-at-tehachapi-prison/article_5be875aa-cd41-11ea-8969-131abba269f1.html,,,,,,
Waynesboro,outside city council chambers,,VA,US,2020-07-23,about 10,10,,10,,,RISE,to express concerns about school district's reopening plans during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://newsvirginian.com/news/education/about-a-dozen-waynesboro-residents-rally-to-voice-concerns-with-in-person-classes-at-schools/article_c77907f5-b46a-5b20-be74-1ed71e0d5fb9.html,,,,,,
Wichita,North High School,,KS,US,2020-07-23,around 50,50,,50,,,general protesters,against in-person schooling during pandemic,0,protest,0,0,0,0,1,1,,,https://www.kansas.com/news/local/education/article244447732.html,,,,,,
Wilson,,,NC,US,2020-07-23,,,,,,,general protesters,against Black Lives Matter,2,protest,0,0,0,0,1,1,,,"https://www.wilsontimes.com/stories/i-cant-breathe-clothing-complaint-sparks-wilson-doctors-office-protest,212993",,,,,,
Woodburn,MacLaren Youth Correctional Facility,,OR,US,2020-07-23,estimated 60,60,,60,,,Lord High School Teachers,against in-person schooling during pandemic,0,rally; protest,0,0,0,0,1,1,,,https://www.statesmanjournal.com/story/news/education/2020/07/23/educators-rally-maclaren-youth-correctional-facility-in-person-teaching/5488756002/,,,,,,
Albany,Albany Police Department,,OR,US,2020-07-24,more than 50,50,,50,,,general protesters,"in support of police, for law and order, against Marxism, for recalling Governor Brown",2,protest,0,0,0,0,1,1,,,https://lebanon-express.com/news/local/albany-pro-police-rally-draws-u-s-senate-nominee-recall-kate-brown-canvassers/article_b200f84b-2814-5bee-8572-811f4ed70ba3.html,,,,,,
Algonac,Algonac City Park,,MI,US,2020-07-24,,,,,,,general protesters,"in support of police, for President Trump",2,rally,0,0,0,0,1,1,,,https://www.thetimesherald.com/picture-gallery/news/2020/07/25/algonac-law-enforcement-rally/5507795002/,https://www.thetimesherald.com/story/news/2020/07/24/residents-show-support-law-enforcement-algonac-rally/5504399002/,,,,,
Annapolis,Governor's mansion,,MD,US,2020-07-24,more than 100,100,,100,,,general protesters,for extending state eviction moratorium during coronavirus pandemic,0,march,0,0,0,0,1,1,,,https://baltimore.cbslocal.com/2020/07/24/governor-larry-hogan-moratorium-on-evictions-protest-cancel-the-rent/,https://www.baltimoresun.com/coronavirus/bs-md-eviction-bans-expire-20200724-hy5ajzcjmzb6rp5s2sucrjxyzu-story.html,,,,,
Atlanta,,,GA,US,2020-07-24,,,,,,,Gwinnett County parents,for parent choice about in-person schooling during coronavirus pandemic,0,protest,,,,,1,1,,,https://www.wsbtv.com/news/georgia/some-parents-protest-school-opening-plans-others-grapple-with-thought-in-class-learning/4E55RNTFUVBI3KX4PCXST5IVEI/,,,,,,
Bradenton,Manatee County Health Department,,FL,US,2020-07-24,,,,,,,community members,against in-person schooling due to coronavirus pandemic,0,car protest,0,0,0,0,1,1,,,https://www.bradenton.com/latest-news/article244466277.html,,,,,,
Chicago,Federal Plaza,,IL,US,2020-07-24,dozens,24,,24,,,unemployed restaurant and bar workers,for extension of $600 unemployment benefit during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://wgntv.com/news/chicago-news/jobless-chicagoans-rally-call-for-extension-of-unemployment-benefits/,,,,,,
Chicago,West Side,,IL,US,2020-07-24,hundreds,200,,200,,,general protests; activists,against criminal violence,0,protest,0,0,0,0,1,1,,,https://www.chicagotribune.com/news/breaking/ct-freedom-square-occupation-rally-defund-police-20200724-qzi56yc2ofcndbdiza5zqio7wq-story.html,,,,,,
Des Moines,East High School; Iowa Statehouse,,IA,US,2020-07-24,more than 500 cars,500,,500,,,general protesters,against reopening schools due to coronavirus pandemic,0,car parade; protest,0,0,0,0,1,1,,teachers from all over the state of Iowa participated in the protest,https://www.kcci.com/article/iowa-educators-plan-to-protest-school-proclamation/33413326,https://www.kcrg.com/2020/07/24/some-iowa-teachers-and-community-members-to-protest-states-school-reopening-guidance-friday/,https://www.kcrg.com/2020/07/25/eastern-iowa-teachers-travel-to-des-moines-to-rally-in-hopes-of-bringing-local-control-to-return-to-learn-plans/,https://siouxcityjournal.com/news/state-and-regional/educators-drive-to-protest-in-person-school-order/article_bf9c95b1-04d8-5188-8c2b-aa1a05c72db8.html,https://wcfcourier.com/news/local/education/educators-drive-to-protest-in-person-school-order/article_866287ea-58ba-5a89-afb9-50cdd6a60f64.html,,
Greenville,One City Plaza,,SC,US,2020-07-24,,,,,,,general protesters,in support of coronavirus masks,0,protest,0,0,0,0,1,1,,,https://www.wspa.com/news/activists-rally-in-support-of-masking-ordinances/,,,,,,
Houston,Consulate General of People's Republic of China,,TX,US,2020-07-24,about 100,100,,100,,,general protesters,"against Communism, against China",2,protest,0,0,0,0,1,1,,https://www.jpost.com/breaking-news/anti-communist-protesters-heckle-staff-emptying-chinas-consulate-in-houston-636241,https://www.reuters.com/article/idUSKCN24P2ON,https://www.reuters.com/article/worldNews/idUSKCN24P09U,https://www.reuters.com/article/us-usa-china-consulate-houston-color/anti-communist-protesters-heckle-staff-emptying-chinas-consulate-in-houston-idUSKCN24P2ON?il=0,https://www.reuters.com/article/us-usa-china-consulate-houston-color/anti-communist-protesters-heckle-staff-emptying-chinas-consulate-in-houston-idUSKCN24P2ON,,,
