CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Brimfield,Brimfield Common,MA,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/brimfield-standout-for-people-peace-and-the-planet,,,
Brunswick,Howard Coffin Park center,GA,US,2018-09-09,,,,,,,Women’s Voices of Glynn County,non-partisan voting rally,0,rally,,,,,1,1,https://thebrunswicknews.com/news/local_news/group-to-host-get-out-the-vote-rally/article_f6b85bc4-629f-5e26-8395-8266fcf7faa6.html,,,,
Cambridge ,Cambridge Community Center,MA,US,2018-09-09,,,,,,,Democratic Party,to get more Democrats back into congress,1,rally,0,0,0,0,1,1,https://www.wcvb.com/article/elizabeth-warren-ayanna-pressley-headline-democratic-unity-rally/23054166,,,,
Fairbanks,University of Alaska Fairbanks,AK,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/alaska-leaping-forward,,Final day of 3 day event,
Flagstaff,City Hall,AZ,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/flagstaff-rise-for-climate-march,,,
Fort Collins,"Lory Student Center, Colorado State University",CO,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/film-screening-conversation-the-human-element,,,
Honokaa,Hamakua Harvest Farmers Market,HI,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Iowa City ,University of Northern Iowa Ballroom ,IA,US,2018-09-09,,,,,,,University of Iowa faculty,advocating for better pay and benefits for non-tenure-track faculty ,0,protest,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/education/university-of-iowa/2018/09/13/iowa-board-regents-protesters-interrupt-meeting-force-recess/1290632002/,,,,
Miami Gardens,Hard Rock Stadium,FL,US,2018-09-09,na,2,,2,,,Miami Dolphins wide receivers Kenny Stills and Albert Wilson,protesting racial inequality and police brutality,1,protest; kneeling during nat'l anthem,0,0,0,0,1,1,https://www.usatoday.com/story/sports/nfl/2018/09/09/nfl-player-protests-kneel-anthem-kenny-stills-albert-wilson/1248376002/,,,,
Missoula,Anderson Park,MT,US,2018-09-09,around 100,100,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/montana-rises-for-renewable-energy,https://kbzk.com/news/montana-news/2018/09/10/climate-change-rally-held-in-missoula/,,
New Haven,New Haven Green,CT,US,2018-09-09,count pic,75,,200,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,0,1,https://www.nhregister.com/photos/slideshow/Rise-for-Climate-Jobs-Justice-Rise-Up-Rally-184992/photo-16141911.php,,,,
Northport,Northport Village Park,NY,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/the-living-planetariums-public-stargazing-to-fight-climate-change,,First day of week long event,
Rockville,Montgomery County Executive Office Building Cafeteria,MD,US,2018-09-09,hundreds,200,,200,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.localdvm.com/news/i-270/local-organizations-rally-to-discuss-climate-change/1430073924,,,
St. Louis,outside of the Cathedral Basilica,MO,US,2018-09-09,,,,,,,general protestors,calling for stronger action against child sexual abuse in the Catholic Church,1,protest,0,0,0,0,1,1,https://www.kmov.com/news/protesters-outside-of-cathedral-basilica-demand-action-amid-sex-abuse/article_ec3dc54e-b49b-11e8-b992-6b8ed8c00cd3.html,,,,
St. Louis,outside the City Workhouse ,MO,US,2018-09-09,dozens ,24,,24,,,general protestors,demanding the immediate improvements to the conditions of prisons ,0,protest,0,0,0,0,0,1,https://www.stltoday.com/news/local/crime-and-courts/group-rallies-at-st-louis-workhouse-in-solidarity-with-nationwide/article_aad7d3b3-40cd-5f40-b921-df302320ad1b.html,,,,
Whittier,Whittier Village Cinemas,CA,US,2018-09-09,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/cleaner-greener-whittier,,,
Williamsport,Flanigan Park to City Hall ,PA,US,2018-09-09,,,,,,,General protestors,highlighting the injustice going on behind the scenes in Williamsport’s law enforcement and the Lycoming criminal justice system,0,march ,0,0,0,0,1,1,http://www.sungazette.com/news/top-news/2018/09/peace-march-in-williamsport-seeks-to-highlight-perceived-injustice/,,,,
Kenner,Susan Park Gym,LA,US,2018-09-10,hundreds,200,,200,,,general protestors,protesting Kenner Nike Ban,1,protest,0,0,0,0,1,1,https://www.theadvocate.com/new_orleans/news/article_4c22cc5c-b505-11e8-a27f-6f6f916d3ce9.html,,,,
Las Cruces,outside Las Cruces Public Schools Admin building,NM,Us,2018-09-10,approximately 20,20,,20,,,students,protesting principal being put on leave,0,protest,0,0,0,0,1,1,https://www.lcsun-news.com/story/news/education/lcps/2018/09/10/rio-grande-prep-students-protest-principal-being-put-leave/1261575002/,,,,
Las Vegas,Del Taco Parking Lot,NV,US,2018-09-10,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/rise-for-climate-action-peoples-climate-marchvigilrally-of-southern-nevada,,,
Mobile ,Mobile congregation,AL,US,2018-09-10,,,,,,,Rev. Mack Morris,protesting Nike's advertising campaign that features Kaepernick,0,protest,0,0,0,0,1,1,https://www.wusa9.com/article/news/nation-world/reverend-cuts-nike-products-during-service-to-protest-kaepernick-campaign/65-593742023,,,,
New York,outside Avenue Capital Group,NY,US,2018-09-10,na,18,,18,,,general protestors,Protesting Navajo Generating Station,0,protest,0,0,0,0,1,1,https://www.wmicentral.com/news/latest_news/navajo-demonstrators-protest-in-nyc/article_b4473f36-98b8-5282-831b-4517a9645024.html,,,,
Richmond,madison county fairgrounds,KY,US,2018-09-10,Over 500,500,,500,,,The Madison County Democratic Party and the Madison County Democratic Woman's Club,event for democratic candidates,1,rally,0,0,0,0,1,1,https://www.richmondregister.com/community/around_madison/more-than-attend-campaign-rally/article_5d204927-66fa-5b49-a6cd-0a2b556f1ce3.html,,,,
Stockton,outside ICE Facility,CA,US,2018-09-10,about 35,35,,35,,,general protestors,Protesting ICE; Trump Immigration policy,1,protest,0,0,0,0,1,1,https://www.recordnet.com/news/20180910/activists-rally-outside-stocktons-ice-facility-as-cambodian-refugees-slated-to-check-in,,,,
Tacoma,Tacoma Public Schools District Building,WA,US,2018-09-10,more than 2000,2000,,2000,,,teachers,demanding fair pay,1,strike,0,0,0,0,1,1,https://eu.usatoday.com/story/news/2018/09/11/teachers-union-washington-teacher-strike-tacoma/1261305002/,,,,
Washington,Hart Senate Building,DC,US,2018-09-10,,,,,,,General protestors,Protesting nomination of Kavanaugh,1,protest,,,,,1,1,https://www.lansingstatejournal.com/story/news/local/michigan/2018/09/10/brett-kavanaugh-protesters-michigan-supreme-court-womens-march/1227511002/,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2018-09-11,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/09/09/september-2018-vigil/,,second Tuesday of every month,
San Francisco,The Green Room,CA,US,2018-09-11,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/womens-assembly-for-climate-justice-women-leading-solutions-on-the-frontlines-of-climate-change,,,
Spokane,Saranac Building Rooftop,WA,US,2018-09-11,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
St Paul,,MN,US,2018-09-11,,,,,,,general protestors,Protesting pipeline,0,protest,,,,,1,1,http://www.grandforksherald.com/news/government-and-politics/4497899-line-3-protesters-stall-puc-meeting-st-paul,,,,
Winchester,Winchester Brew Works,VA,US,2018-09-11,,,,,,,Winchester-Frederick Democratic Committee,rallying for local democratic candidates,1,rally,,,,,1,1,https://wfcdcva.org/event/rally-in-the-valley/,http://www.winchesterstar.com/news/winchester/winchester-frederick-county-democratic-committee-s-rally-to-host-state/article_bb64d789-8c2c-5fff-a413-b41efbe66909.html,,,
Dallas,Dallas/Fort Worth Airport,TX,US,2018-09-12,,,,,,,Workers for American Airlines’ regional subsidiaries,protesting for higher wages,1,rally; strike,,,,,1,1,https://www.dallasnews.com/business/american-airlines/2018/09/12/workers-american-airlines-subsidiaries-plan-dfw-airport-protest-low-pay,,,,
Fort Collins,Bas Bleu Theater,CO,US,2018-09-12,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/film-screening-of-the-human-element-and-call-to-action-discussion,,,
Iowa City,outside Steven King's office ,IA,US,2018-09-12,,,,,,,general protestors,Calling for Steven King to debate  democratic congressman cominee J.D. Scholten ,1,protest,0,0,0,0,1,1,https://www.spencerdailyreporter.com/story/2551134.html,,,,
Los Angeles,Hall of Justice,CA,US,2018-09-12,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Plains Township ,Woodlands Inn and Resort ,PA,US,2018-09-12,about 200 ,200,,,,,Scott Wagner Campaign,Wanted to gain support for his candidacy,2,rally,0,0,0,0,1,1,https://www.citizensvoice.com/news/wagner-talks-issues-meets-supporters-at-local-rally-1.2385096,,,,
Providence,outside the Department of Environmental Management headquarters,RI,US,2018-09-12,,,,,,,Nature’s Trust RI,demanding that RI do its part to end climate change,1,rally,0,0,0,0,1,1,https://www.ricentral.com/chariho_times/news/local_news/locals-rally-at-dem-office/article_7de7de92-b77d-11e8-a941-fff35ca0e86b.html,,,,
San Francisco,Marriott Marquis Hotel,CA,US,2018-09-12,,,,,,,Rise for Climate,Blocking funding for coal in Oakland,1,rally,,,,,0,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/womens-assembly-for-climate-justice-women-leading-solutions-on-the-frontlines-of-climate-change,,,
San Francisco,outside the Moscone Center,CA,US,2018-09-12,,,,,,,general protestors,"pro-climate justice, environmental protection",1,protest,,,,,1,1,https://abc7news.com/society/thousands-march-against-climate-change-in-san-francisco/4187174/,,,,
Amherst,UMass,MA,US,2018-09-13,,,,,,,students,protesting tuition increases,1,protest,0,0,0,0,1,1,https://dailycollegian.com/2018/09/umass-tuition-increase-prompts-students-to-rally-to-freeze-our-fees/,,,,
Atlanta,,GA,US,2018-09-13,,,,,,,Trump-Pence supporters,campaign rally for Kemp,2,rally,,,,,1,1,https://www.augustachronicle.com/news/20180904/pence-returning-to-georgia-for-kemp-rally,,,,
Carmel Valley,Palo Corona Regional Park,CA,US,2018-09-13,about 150,150,,150,,,general protestors,protesting appearance by Joe Arpaio,1,protest,0,0,0,0,1,1,https://www.thecalifornian.com/story/news/2018/09/13/arpaio-speaks-carmel-salinas-protesters-condemn-him-racist/1295429002/,https://www.ksbw.com/article/carmel-valley-meets-arpaio-with-protest-and-applause/23122075,,,
Chicago,Magnificent Mile  ,IL ,US,2018-09-13,About 2000,2000,,2000,,,general protestors,Hotel employees calling for a new contract with several hotel chains in the city that employ them which would give them PTO and health care benefits ,0,march; protest ,0,0,0,0,1,1,https://chicago.suntimes.com/news/unite-here-local-1-chicago-federation-labor-striking-hotel-workers/,,,,
Dallas,outside city council meeting ,TX,US,2018-09-13,dozens ,24,,24,,,general protestors,protesting the killing of a black male by an off duty police officer ,1,protest,0,0,0,0,1,1,https://www.semissourian.com/story/2551147.html,,,,
Edensburg,Cambria County Commissioner,PA,US,2018-09-13,dozens ,24,,24,,,seniors,protesting CamTran's decision to cut ride services popular with seniors,0,protest,0,0,0,0,1,1,https://wjactv.com/news/local/seniors-protest-camtrans-decision-to-reduce-ride-share-services,,,,
Haverhill,outside City Hall,MA,US,2018-09-13,,,,,,,Haverhill Education Association,Marching for a fair teaching contract,0,march,,,,,1,1,https://www.eagletribune.com/news/haverhill/haverhill-teachers-plan-march-for-contract/article_82bfdb49-a196-5a4f-8e36-ed1daea7c034.html,,,,
Houston,Museum of Natural Science,TX,US,2018-09-13,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/the-museum-is-no-place-for-fossil-fuels-propaganda,,,
Iowa City,University of Iowa,IA,US,2018-09-13,a few dozen,36,,36,,,Save Our Labor Union; University of Iowa faculty,protesting closure of Labor Center; protesting freezing of wage increases,0,protest,0,0,0,0,1,1,http://www.iowastatedaily.com/news/faculty-breaks-out-in-protest-at-iowa-board-of-regents/article_018ac80e-b7c4-11e8-b2b0-e38b12e3f185.html,,,,
Ithaca ,Office of Human Rights ,NY ,US ,2018-09-13,Around 30 ,30,,30,,,Black Lives Matter ,rally to increase community awareness about OHR and attempt to preserve the office following threats that it will be defunded.,1,rally,0,0,0,0,1,1,https://theithacan.org/news/black-lives-matter-holds-rally-for-the-office-of-human-rights/,,,,
Lewiston ,,ID,US,2018-09-13,,,,,,,general protestors,protesting the death of inmates,1,rally,0,0,0,0,1,1,https://lmtribune.com/northwest/rash-of-spokane-county-jail-deaths-sparks-rally/article_2b35c6f6-c766-5097-92a4-3ffa016fc519.html,,,,
Los Angeles,Boyle Heights Neighborhood,CA,US,2018-09-13,dozens,24,,24,,,general protestors,protesting gentrification,1,protest,0,0,0,0,1,1,https://abc7.com/society/boyle-heights-community-protest-rent-increases-gentrification/4239201/,,,,
Los Angeles,"Cal State University, Northridge campus",CA,US,2018-09-13,,,,,,,students,protesting deprioritization of ethnic/cultural/gender studies courses,1,protest,0,0,0,0,1,1,https://abc7.com/education/csun-students-protest-over-requirement-order-on-diversity-studies/4239482/,,,,
Los Angeles,UCLA,CA,US,2018-09-13,na,2,,2,,,UCLA women's soccer players,"protesting police violence, racism",1,kneeling protest,0,0,0,0,1,1,http://www.tmz.com/2018/09/14/ucla-womens-soccer-players-kneel-for-national-anthem/,,,,
Mount Kisco,605 Millwood Rd,NY,US,2018-09-13,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/calling-on-cuomoat-the-polls,,,
New York City ,Woodside park ,NY ,US,2018-09-13,,,,,,,general protestors,protesting against MCIs and rent hikes imposed to pay for major capital improvements to apartment buildings,0,protest,0,0,0,0,1,1,http://www.qchron.com/editions/queenswide/tenants-officials-rally-against-mcis/article_4fa31311-af22-593b-b9ab-a85062ea5a8d.html,,,,
Newport Beach,Balboa Island,CA,US,2018-09-13,a handful,5,,5,,,general protestors,protesting letter from local politician that compared women to Pavlov's dogs,1,protest,0,0,0,0,1,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-political-landscape-20180914-story.html,,,,
Portland,Oregon Health & Science University,OR,US,2018-09-13,,,,,,,general protestors,protesting university's use of prison labor,1,protest,3,0,0,0,1,1,https://www.oregonlive.com/portland/index.ssf/2018/09/3_arrested_while_protesting_oh.html,,,2 of the arrests were civil dis,
Roswell,Roswell Museum and Art Center,NM,US,2018-09-13,count pic,4,,4,,,"LULAC, locals",rallying to name the under-construction Roswell Recreation and Aquatic Center after César Chávez,1,rally,0,0,0,0,1,1,https://www.rdrnews.com/2018/09/13/lulac-and-locals-march-for-cesar-chavez/,,,,
Sacramento,City Hall,CA,US,2018-09-13,,,,,,,Black Lives Matter,protesting anti-Black police violence,1,protest,0,0,0,0,1,1,https://www.kcra.com/article/protest-leads-sacramento-mayor-to-end-city-council-meeting/23123526,,,,
San Francisco,Howard and Third Street,CA,US,2018-09-13,dozens,24,,24,,,cyclists,advocating for more and better protected bike lanes and decrying vehicle intrusions into bike lanes,1,rally,0,0,0,0,1,1,http://www.sfexaminer.com/cyclist-dies-thursday-vehicle-collision-just-blocks-bike-lane-protest/,,,,
San Francisco,inside the Moscone Center,CA,US,2018-09-13,,,,,,,general protestors,"pro-climate justice, environmental protection",1,protest,,,,,0,1,https://www.bloomberg.com/news/articles/2018-09-13/environmental-activists-protest-at-california-climate-summit,,,,
San Francisco,outside the Moscone Center,CA,US,2018-09-13,hundreds,200,,200,,,general protestors,"pro-climate justice, environmental protection",1,protest,,,,,1,1,https://abc7news.com/society/thousands-march-against-climate-change-in-san-francisco/4187174/,,http://www.sfexaminer.com/bike-lane-protest-highlights-hypocrisy-ride-hail-use-global-climate-summit/,,
San Francisco,outside the Moscone Center,CA,US,2018-09-13,about 20,20,,20,,,People Protected Bike Lanes,"pro-bicycle; concern about cars, ride services, and emissions",1,protest,0,0,0,0,0,1,https://sf.curbed.com/2018/9/13/17855906/protests-sf-climate-summit-rally-traffic-closures,https://twitter.com/PeopleProtected/status/1039373906925117440,http://www.sfexaminer.com/bike-lane-protest-highlights-hypocrisy-ride-hail-use-global-climate-summit/,,
San Francisco,outside the Moscone Center,CA,US,2018-09-13,,,,,,,general protestors,pro-clean energy; anti-oil,1,protest,,,,,0,1,https://sf.curbed.com/2018/9/13/17855906/protests-sf-climate-summit-rally-traffic-closures,,,,
San Francisco,outside the Moscone Center,CA,US,2018-09-13,,,,,,,1000 Grandmothers ,Protesters demanded that Brown take a more firm stand against the expansion of oil production in California,1,protest,0,0,0,0,0,1,https://www.latimes.com/local/california/la-me-global-climate-summit-live-updates-climate-summit-protesters-insist-gov-1536866326-htmlstory.html,,,,
Traverse City,Munson Medical Center,MI,US,2018-09-13,hundreds,200,,200,,,nurses,calling for a fair contract that will help attract and maintain skilled nurses at Munson Medical Center,1,rally,0,0,0,0,1,1,https://upnorthlive.com/news/local/hundreds-of-nurses-rally-in-traverse-city-amid-contract-negotiations,,,,
Bangor,West Market Square,ME,US,2018-09-14,,,,,,,More than 30 local organizations and faith communities,rallying for peace and justice,0,rally,,,,,1,1,https://www.wabi.tv/content/news/Ending-Violence-Together-rally-held-in-Bangor-Saturday-493345191.html,,,,
Bemidji ,Beltrami County Jail,MN,US,2018-09-14,about a dozen,12,,12,,,general protestors,protesting inmate deaths,1,protest,0,0,0,0,1,1,https://www.bemidjipioneer.com/news/crime-and-courts/4499129-calling-change-families-deceased-inmates-protest-beltrami-county-jail,,,,
Camden,Holtec International's South Camden campus,NJ,US,2018-09-14,a few dozen,36,,36,,,general protestors,protesting racially-charged comments made by CEO of Holtec,0,protest,0,0,0,0,1,1,https://www.courierpostonline.com/story/news/local/south-jersey/2018/09/13/camden-mayor-demands-apology-holtec-ceo-krishna-singh/1295778002/,,,,
Dallas,"started marching at the Dallas Police Department on South Lamar Street and then headed north, toward downtown",TX,US,2018-09-14,dozens,24,,24,,,Next Generation Action Network,protesting police killing of local Black man,1,protest,0,0,0,0,1,1,https://www.wfaa.com/article/news/special-reports/botham-jean/dozens-protest-over-botham-jean-shooting-briefly-shutting-down-i-30/287-594591173,https://fox8.com/2018/09/14/protesters-march-on-downtown-dallas-demanding-transparent-investigation-for-man-killed-by-off-duty-officer/,,,
Las Cruces,Alma d'Arte School,NM,US,2018-09-14,,,,,,,students,protesting firings and expulsions,0,protest,0,0,0,0,1,1,https://www.lcsun-news.com/picture-gallery/news/education/2018/09/15/alma-darte-charter-school-las-cruces-students-protest-staff-departures/1321117002/,,,,
Lebanon,Mattingly & Nally-Martin law firm,KY,US,2018-09-14,dozens,24,,24,,,general protestors,protesting prosecutor who agreed to dismissal of animal abuse charges for local man; anti-animal abuse,1,protest,0,0,0,0,1,1,http://www.wave3.com/2018/09/14/activists-protest-taylor-co-attorneys-animal-cruelty-deal/,,,,
Plattsburgh,at the intersection of Smithfield Boulevard and Route 3,VT,US,2018-09-14,more than 100,100,,100,,,health-care workers,rallying for quality health-care; pro-union; pro-health-care workers,1,rally,0,0,0,0,1,1,https://www.pressrepublican.com/news/safe-medical-staffing-urged-at-plattsburgh-rally/article_4e0b23f0-b895-11e8-a42c-f7c5ef7691f2.html,,,,
Portland,outside Sen. Susan Collins' (R-Maine) Maine office,ME,US,2018-09-14,count vid,20,,30,,,students,anti-Kavanaugh,1,protest,0,0,0,0,1,1,https://thehill.com/homenews/senate/406788-protestors-march-outside-collins-maine-office-over-kavanaugh-confirmation,,,,
Portsmouth,Bow Street theater,NH,US,2018-09-14,,,,,,,general protestors,protesting firing of theater's artistic director,0,protest,0,0,0,0,1,1,http://www.seacoastonline.com/news/20180914/papa-students-rally-in-support-of-burns,,,,
Sacramento,outside State Capitol,CA,US,2018-09-14,,,,,,,general protestors,rallying for bill that protects female janitors from being sexually assaulted on the night shift,1,rally,9,0,0,0,1,1,https://fox40.com/2018/09/14/demonstrators-block-l-street-protest-rape-on-the-night-shift/,,,civil dis,
Cedar Rapids,Greene Square Park,IA,US,2018-09-15,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/rise-for-climate-action,,,
Chicago ,South Michigan Ave and Congress Parkway ,IL,US,2018-09-15,more than 100,100,,100,,,Chicago Alliance Against Racist and Political Repression and Black Lives Matter - Chicago ,demanding justice for Laquan McDonald death ,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/9/17/chicago-protest-demands-justice-laquan-mcdonald-convict-van-dyke,,,,
El Paso,Plaza Theatre El Paso Film Festival,TX,US,2018-09-15,,,,,,,general protestors,pro-Cruz,2,protest,,,,,1,1,https://www.ktsm.com/news/local/el-paso-news/ted-cruz-supporters-protest-at-el-paso-film-festival/1449202471,,,,
Elyria,Ely Square to Elyria High School,OH,US,2018-09-15,Roughly two dozen,24,,24,,,general protestors,suicide awareness,0,march; vigil,0,0,0,0,1,1,http://www.chroniclet.com/Local-News/2018/09/16/March-vigil-raise-suicide-awareness.html,,,,
Floyd County,Allen Elementary,KY,US,2018-09-15,,,,,,,Allen Elementary,anti-bullying,0,rally,0,0,0,0,1,1,https://www.wymt.com/content/news/Allen-Elementary-holds-anti-bullying-rally-493351721.html,,,,
Jefferson County,Rocky Flats Wildlife Refuge West Gate entrance,CO,US,2018-09-15,count pics,5,,5,,,general protestors,protesting the opening of a park that was once the sight of plutonium testing,1,protest,0,0,0,0,1,1,https://denver.cbslocal.com/2018/09/15/demonstrators-rocky-flats-trails-open/,,,,
Knoxville,Puppy Zone,TN,US,2018-09-15,roughly 40,40,,40,,,general protestors,protesting store's alleged animal mistreatment,1,protest,0,0,0,0,1,1,https://www.knoxnews.com/story/news/2018/09/15/puppy-zone-knoxville-protest/1280510002/,,,,
Northport,Northport Village Park,NY,US,2018-09-15,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/the-living-planetariums-public-stargazing-to-fight-climate-change,,Final day of week long event,
Pittsfield,Park Square,MA,US,2018-09-15,,,,,,,Smash the Stigma,rallying for addiction awareness and compassion,0,rally,0,0,0,0,1,1,"https://www.berkshireeagle.com/stories/at-rally-a-call-for-understanding-about-addiction,550485",,,,
Portland,outside Sen. Susan Collins' office,ME,US,2018-09-15,of similar size [to group of three dozen],36,,36,,,general protestors,protesting Kavanaugh,1,protest,0,0,0,0,0,1,https://www.sunjournal.com/2018/09/14/portland-rallies-urge-collins-to-reject-kavanaugh-confirmation/,,,,
Portland,,ME,US,2018-09-15,about three dozen,36,,36,,,Bowdoin College students,protesting Kavanaugh,1,protest,0,0,0,0,1,1,https://www.sunjournal.com/2018/09/14/portland-rallies-urge-collins-to-reject-kavanaugh-confirmation/,,,,
Rochester,Rochester Riverside Convention Center ,NY,US,2018-09-15,count pic,13,,13,,,general protestors,demanding fair wages from employer,0,protest,0,0,0,0,1,1,https://13wham.com/news/local/protestors-rally-outside-jordan-health-50th-anniversary-gala,,,,
San Diego,Balboa Park Veterans Museum,CA,US,2018-09-15,dozens,24,,24,,,veterans,rallying for Republican Congressman Duncan Hunter,2,rally,0,0,0,0,1,1,https://fox5sandiego.com/2018/09/15/military-veterans-rally-behind-candidates-for-50th-congressional-district/,,,,
Sarasota ,Five Points Park,FL,US,2018-09-15,about 30,30,,30,,,general protestors,rallying for gun reform,1,rally,0,0,0,0,1,1,https://www.heraldtribune.com/news/20180915/sarasota-students-rally-for-gun-violence-awareness,,,,
Selma,Selma University,AL,US,2018-09-15,,,,,,,general protestors,rallying against gun violence,0,rally,,,,,1,1,https://www.selmatimesjournal.com/2018/09/14/participation-matters-everyone-should-attend-stop-the-gun-violence-rally/,,,,
Waco,Waco Winery,TX,US,2018-09-15,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/2nd-annual-climate-change-art-exhibit-reception,,,
Arlington,AT&T Stadium,TX,US,2018-09-16,about 75,75,,75,,,general protestors,"protesting police violence, racism",1,protest,0,0,0,0,1,1,https://www.dallasnews.com/news/crime/2018/09/16/activists-marchwith-coffins-att-stadium-protest-botham-jean-killing,,,,
Baltimore ,University of Maryland ,MD,US,2018-09-16,,,,,,,general protestors,protesting how the university handles sexual assaults cases ,1,protest,0,0,0,0,1,1,https://www.baltimoresun.com/news/maryland/baltimore-county/catonsville/104563333-132.html,,,,
Boston ,Copley Square ,MA,US,2018-09-16,over 100,100,,100,,,general protestors,to support the upholding of statewide protections for transgender individuals in the Commonwealth.,1,rally,0,0,0,0,1,1,https://dailyfreepress.com/blog/2018/09/16/residents-rally-in-support-of-transgender-protections-in-massachusetts/,,,,
Charleston,West Virginia Capitol,WV,US,2018-09-16,hundreds; fewer than 500,200,,500,,,general protestors,rallying for better teacher pay; raise awareness of issues schools face in the state,1,protest,0,0,0,0,1,1,https://www.wsaz.com/content/news/Hundreds-gather-again-at-West-Virginia-Capitol-for-education-rally-493420281.html,http://www.heraldstaronline.com/news/local-news/2018/09/teachers-rally-in-charleston/,,,
Pittsburgh,University of Pittsburgh ,PA,US,2018-09-16,,,,,,,students  ,Protesting the Living conditions and Learning conditions ,0,protest,0,0,0,0,1,1,https://pittnews.com/article/135325/featured/pitt-progressives-protest-maggie-and-stellas/,,,,
