CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Waynesburg,Veterans of Foreign Wars Post ,PA,US,2018-03-05,,,,,,,Saccone election campaign,campaign rally,2,rally,0,0,0,0,1,1,http://www.post-gazette.com/local/south/2018/03/06/Saccone-rallies-with-miners-in-Waynesburg/stories/201803050180,,,,
Waynesville,Folkmoot Friendship Center,NC,US,2018-03-05,more than 150,151,,151,,,Poor People's Campaign,Rallying against poverty,1,rally,0,0,0,0,1,1,http://www.themountaineer.com/news/poor-people-s-campaign-rally-draws/article_ab52b610-22d9-11e8-89d5-dbaf8e0c9527.html,,,,
Yakima,E. Yakima Ave.,WA,US,2018-03-05,FB: 15,15,,15,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/196845337734105/,,,,
Albany,State Capitol,NY,US,2018-03-06,hundreds,200,,200,,,general protestors,Rallying for more rights for Airbnb hosts,0,rally,0,0,0,0,1,1,http://www.mytwintiers.com/news/local-news/protest-held-at-danny-glover-airbnb-rally/1016918440,,,,
Albany,State Capitol,NY,US,2018-03-06,hundreds,200,,200,,,Friends of Recovery New York,Rallying for addiction recovery,0,rally,0,0,0,0,1,1,http://cbs6albany.com/news/local/hundreds-rally-for-addiction-and-recovery-support-in-albany,,,,
Albuquerque,Outside Hacienda Del Rio Restaurant,NM,US,2018-03-06,,,,,,,general protestors,Protesting unpaid wages,0,protest,0,0,0,0,1,1,http://www.krqe.com/top-stories/workers-hold-protest-outside-popular-old-town-restaurant_20180306232616/1014293301,,,,
Baltimore,City Hall,MD,US,2018-03-06,hundreds,200,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/education/bs-md-ci-student-walkout-20180306-story.html,,,,
Broadview Heights,Brecksville-Broadview Heights High School,OH,US,2018-03-06,,,,,,,The Brecksville-Broadview Heights City Schools District ,Rallying to show community support following suicide of student,0,rally,0,0,0,0,1,1,http://fox8.com/2018/03/06/brecksville-broadview-heights-city-schools-holding-love4bbh-community-rally/,,,,
Brooklyn,Outside the Park Slope YMCA,NY,US,2018-03-06,more than 100,101,,101,,,general protestors,rallying for traffic safety,0,rally,0,0,0,0,1,1,https://www.amny.com/news/traffic-safety-park-slope-1.17147371,,,,
Cambridge,Harvard University,MA,US,2018-03-06,FB: 168,168,,168,,,Harvard Organization for Prison Education and Reform,Rallying for prison reform,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/954051968077868/,,,,
Columbia,Statehouse,SC,US,2018-03-06,,,,,,,general protestors,Protesting anti-abortion bill,1,protest,0,0,0,0,1,1,https://www.greenvilleonline.com/story/news/local/south-carolina/2018/03/06/statehouse-protest-planned-planned-parenthood-advocates-patients-and-doctors-gather-protest-abortion/396732002/,,,,
Council Bluffs,Mid-America Center,IA,US,2018-03-06,about a dozen,12,,12,,,general protestors,Protesting visit from VP Pence,1,protest,0,0,0,0,1,1,https://www.3newsnow.com/news/local-news/small-protest-outside-mid-america-center,,,,
Council Bluffs,Mid-America Center,IA,US,2018-03-06,about a handful,5,,5,,,general protestors,Rallying for Pence,2,rally,0,0,0,0,0,1,http://www.nonpareilonline.com/news/politics/protesters-counter-protesters-come-out-for-vp-appearance/article_e9db41f8-21ae-11e8-b0d1-9f4fc7d44d0f.html,,,,
Denver,ACLU of CO,CO,US,2018-03-06,,,,,,,ALCU of Colorado,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/203924433686973/,,,,
Eugene,Erb Memorial Union at the University of Oregon,OR,US,2018-03-06,photo: 5,5,,5,,,Student Labor Action Project,Protesting contracting prison labor at University of Oregon,1,protest,0,0,0,0,1,1,https://www.dailyemerald.com/2018/03/06/breaking-second-protest-prison-labor-staged-emu/,,,,
Fairbanks,in front of the Noel Wien Public Library,AK,US,2018-03-06,more than 50,51,,54,,,general protestors,Protesting oil development on wildlife refuge,1,protest,0,0,0,0,1,1,http://www.newsminer.com/news/local_news/anwr-development-protesters-gather-as-interior-department-officials-visit-fairbanks/article_902ed7b0-22b6-11e8-a82a-8b3f98b09af5.html,,,,
Flatwoods,,WV,US,2018-03-06,,,,,,,Frontier Workers,Labor protest,0,protest,0,0,0,0,1,1,https://www.wvnews.com/news/wvnews/man-accused-of-brandishing-gun-at-frontier-protest/article_baf2acea-017d-5bb9-b83b-5a1ac9ad2b02.html,,,,
Indiannapolis,Ohio St.,IN,US,2018-03-06,,,,,,,general protestors,Rallying for DREAM Act,1,rally,12,0,0,0,1,1,https://www.indystar.com/story/news/2018/03/06/daca-expiration-prompts-protests-and-arrests-indianapolis/399263002/,,,,
Jackson,State Capitol,MS,US,2018-03-06,FB: 45,45,,45,,,general protestors,Rallying to change MS state flag,0,rally,0,0,0,0,1,1,http://www.msnewsnow.com/story/37662316/protesters-rally-at-state-capitol-to-change-state-flag,https://www.facebook.com/events/1714341568586710/,,,
Little Rock,State Capitol,AR,US,2018-03-06,NA,1,,1,,,general protestors,Protesting humanitarian crisis in Syria,0,protest,0,0,0,0,1,1,https://twitter.com/SoccerMouaz/status/970829669409984512,,,,
Madison,Social Justice Center,WI,US,2018-03-06,dozens,24,,24,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://www.nbc15.com/content/news/Community-candlelight-vigil-marks-Tony-Robinson-shooting-anniversary-476080553.html,https://www.channel3000.com/news/dozens-gather-march-on-3-year-anniversary-of-the-tony-robinson-shooting/712490426,,,
Merced,UC Merced,CA,US,2018-03-06,,,,,,,UC Merced’s College Republicans,Supporting deportation of undocumented immigrants,2,rally,0,0,0,0,1,1,http://www.mercedsunstar.com/news/local/education/uc-merced/article204022279.html,,,,
New York,Park Slope YMCA,NY,US,2018-03-06,At least 100,100,,100,,,general protestors,Rallying for Safer Streets,0,rally,0,0,0,0,0,1,https://nypost.com/2018/03/06/protesters-confront-de-blasio-near-where-car-killed-two-kids/,,,,
New York,,NY,US,2018-03-06,From photo,24,,24,,,Make the Road NY,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,https://twitter.com/MaketheRoadAct/status/971092693580382211,,,,
New York ,NY Assembly Chamber,NY,US,2018-03-06,From photo,24,,24,,,Make the Road NY,Protesting police officers in schools,0,protest,0,0,0,0,1,1,https://twitter.com/MaketheRoadNY/status/971107564355284992,,,,
Olympia,State Capitol,WA,US,2018-03-06,about 100,100,,100,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://q13fox.com/2018/03/06/students-from-across-western-washington-rally-in-olympia-asking-for-gun-legislation/,http://komonews.com/news/local/students-rally-in-olympia-to-urge-lawmakers-to-support-gun-safety-legislation,,,
Philadelphia,Temple University,PA,US,2018-03-06,about 100,100,,100,,,general protestors,Protesting construction of new football stadium,,protest,0,0,0,0,1,1,http://www.dailyitem.com/region/chanting-protesters-shut-down-temple-stadium-town-hall/article_014336bd-6f52-5479-a846-48d885ba790f.html,,,,
Pittsburgh,Carpenters Training Center,PA,US,2018-03-06,,,,,,,Lamb election campaign,campaign rally,0,rally,0,0,0,0,1,1,https://www.rollcall.com/news/politics/biden-rallies-the-troops-for-conor-lamb,http://www.timesonline.com/news/20180301/joe-biden-to-campaign-with-conor-lamb-next-week-including-rmu-rally,,,
Pittsburgh,Robert Morris University,PA,US,2018-03-06,,,,,,,Lamb election campaign,campaign rally,0,rally,0,0,0,0,0,1,https://www.rollcall.com/news/politics/biden-rallies-the-troops-for-conor-lamb,http://www.timesonline.com/news/20180301/joe-biden-to-campaign-with-conor-lamb-next-week-including-rmu-rally,,,
Portland,Lewis and Clark College,OR,US,2018-03-06,,,,,,,students,protesting conservative speaker,1,protest,0,0,0,0,1,1,http://portlandtribune.com/pt/9-news/388814-279632-lewis-and-clark-protest-against-conservative-feminist-lecturer-goes-viral,,,,
Providence,Rhode Isalnd State House,RI,US,2018-03-06,FB: 266,266,,266,,,general protestors,Protect Second Ammendment,2,protest,0,0,0,0,1,1,https://www.facebook.com/events/2004567419847738/permalink/2005806746390472/,http://www.providencejournal.com/news/20180306/live-video-gun-rights-advocates-rally-at-ri-state-house,,,
Raleigh,New Bern Ave.,NC,US,2018-03-06,FB: 51,51,,51,,,Tuesdays with Toomey,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2005282689752389/,,,,
Rochester,Edison Building,MN,US,2018-03-06,more than 300,300,,300,,,teachers,Rallying for new contracts,0,rally,0,0,0,0,1,1,http://www.postbulletin.com/news/education/hundreds-rally-for-new-teachers-contract-in-rochester/article_c3fc4a78-2199-11e8-9b8b-afdcecb0193a.html,,,,
Springdale,Sen. Cotton's Office,AR,US,2018-03-06,FB: 14,14,,14,,,Arkansas United Community Coalition,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1589650414458818/,,,,
St. Paul,State Capitol,MN,US,2018-03-06,,,,,,,"Duluth for Clean Water, Friends of the Boundary Waters Wilderness, Friends of the Cloquet Valley State Forest, Izaak Walton League Minnesota Division, League of Women Voters, Minnesota Center for Environmental Advocacy, MoveOn.org Civic Action, Sierra Club North Star Chapter and WaterLegacy",Protesting proposal to mine for PolyMet,1,protest,0,0,0,0,1,1,http://www.duluthnewstribune.com/business/energy-and-mining/4413855-polymet-opponents-mark-comment-deadline-rally,,,,
The Woodlands,The John Cooper High School,TX,US,2018-03-06,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://act.indivisible.org/event/national-school-walkout/8619/signup/?akid=&zip=&source=,,,,
Tucson,Valdez Library,AZ,US,2018-03-06,,,,,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://patch.com/arizona/tucson/tucson-traffic-snarled-downtown-protest,,,,
Vista,1800 Thibodo Rd,CA,US,2018-03-06,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Vista,1800 Thibodo Rd.,CA,US,2018-03-06,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Washington,U.S. Capitol,DC,US,2018-03-06,about 900,900,,900,,,general protestors,Rallying for DREAM Act,1,rally,116,0,0,0,1,1,http://news.wbfo.org/post/behind-scenes-protest-young-undocumented-immigrants-display-tactical-skills,,,,
Yellowstone National Park,Yellowstone National Park,WY,US,2018-03-06,,,,,,,Wild Buffalo Defense,Protesting bison slaughter,1,protest,3,0,0,0,1,1,https://www.bozemandailychronicle.com/news/crime/bison-slaughter-protesters-arrested-in-yellowstone/article_fd44ec8a-62cd-5873-80f3-a76525e14792.html,https://www.rexburgstandardjournal.com/news/idaho/bison-slaughter-protesters-arrested-in-yellowstone/article_0441d0a1-ab6b-5798-8b29-70f17c309ea1.html,,Yellow stone extends into neighboring states; did not specify where protest took place,
Aberdeen,Grays Harbor College,WA,US,2018-03-07,around 35,35,,35,,,students,protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.thedailyworld.com/news/students-protest-gun-violence-with-walk-out-at-grays-harbor-college/,,,,
Augusta,Augusta Civic Center,ME,US,2018-03-07,FB: 3,3,,3,,,Midcoast Maine Indivisible,Protesting offshore oil drilling,1,Protest,0,0,0,0,1,1,https://www.facebook.com/events/968910426618585/,https://twitter.com/mcm_ind/status/971067248457736197,,,
Austin,University of Texas Austin,TX,US,2018-03-07,about 50,50,,50,,,general protestors,Protesting removal of materials from Fine Arts Library,0,protest,0,0,0,0,1,1,http://www.dailytexanonline.com/2018/03/08/students-protest-dean-of-college-of-fine-arts-at-sxsw-edu-call-to-save-fine-arts-library,,,,
Cambridge,Union Square,MA,US,2018-03-07,hundreds ,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2018/03/07/hundreds-cambridge-rindge-and-latin-students-walk-out-protest-gun-violence/8CUVGrataiz9CL1nvlcm5M/story.html,,,,
Casper,Natrona County High School,WY,US,2018-03-07,over one hundred,200,,200,,,Students ,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://oilcitywyo.com/education/2018/03/07/one-hundred-students-walkout-nchs-demonstration-photos/,,,,
Chaska,Chaska High High School,MN,US,2018-03-07,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://act.indivisible.org/event/national-school-walkout/8461/signup/?akid=&zip=&source=,,,,
Deltona,,FL,US,2018-03-07,about 70,70,,70,,,general protestors,water usage concerns,0,rally,0,0,0,0,1,1,http://www.news-journalonline.com/news/20180310/after-penny-protest-deltona-water-customers-present-survey,,,,
Denver,City Hall,CO,US,2018-03-07,,,,,,,general protestors,Protesting mayor who was accused of sexual harrassment,0,protest,0,0,0,0,1,1,https://www.denverpost.com/2018/03/07/michael-hancock-resignation-rally-photos/,,,,
Des Moines,State Capitol,IA,US,2018-03-07,about 500,500,,500,,,Credit Union Members,Protesting state tax increase,0,protest,0,0,0,0,1,1,http://www.thegazette.com/subject/news/government/iowa-credit-union-members-rally-against-tax-hike-20180307,,,,
Jefferson City,State Capitol,MO,US,2018-03-07,well over 100,101,,101,,,Alzheimer's Association,Rallying for Alzheimer's awareness,0,rally,0,0,0,0,1,1,https://www.news-leader.com/story/news/politics/2018/03/07/alzheimers-rally-missouri-capitol-draws-more-than-100-purple-and-flowers/403357002/,,,,
Los Angeles,City Hall,CA,US,2018-03-07,,,,,,,Don't Waste La Coalition,Rallying for new divisive recyclying program,0,rally,0,0,0,0,1,1,http://losangeles.cbslocal.com/2018/03/07/controversial-recycla-program/,,,,
Los Angeles,Hall of Justice,CA,US,2018-03-07,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Los Angeles,The Hesby apartments in North Hollywood,CA,US,2018-03-07,7,7,,7,,,Unite Here Local 11 Union,Protesting AirBnb,0,protest,0,0,0,0,0,1,https://www.pasadenastarnews.com/2018/03/07/airbnb-foes-win-few-friends-among-those-woken-by-7-a-m-north-hollywood-protest/,,,,
New Smyrna Beach,High School,FL,US,2018-03-07,dozens,24,,24,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.clickorlando.com/news/new-smyrna-beach-high-school-students-protest-gun-violence,,,,
North Charleston,Dorchester Road near Bennett Yard Road,SC,US,2018-03-07,1,1,,1,,,Police Chief Reggie Burgess,Protesting gun violence,1,protest,0,0,0,0,1,1,http://www.live5news.com/story/37665545/n-charleston-police-chief-takes-second-march-against-violence,,,,
Sacramento,Kimpton Sawyer Hotel,CA,US,2018-03-07,about 100,100,,100,,,general protestors,Protesting appearance by Sec. Sessions,1,protest,0,0,0,0,1,1,https://www.sfgate.com/news/article/Protestors-gather-in-advance-of-Jeff-Sessions-12734978.php,,,,
Sioux Falls, Rep. Kristi Noem's Office,SD,US,2018-03-07,FB: 18,18,,18,,,general protestors,Rally for planned parenthood,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/403042516729098/,,,,
St. Paul,State Capitol,MN,US,2018-03-07,Estimated 5000,5000,,5000,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.startribune.com/students-bring-gun-protest-to-minnesota-capitol/476136113/,,,,
St. Paul,State Capitol,MN,US,2018-03-07,,,,,,,general protestors,Rallying in support of funding for National Eagle Center,0,rally,0,0,0,0,0,1,http://www.startribune.com/national-eagle-center-fans-rally-at-capitol-for-expansion-money/476176973/,,,,
Tulsa,Nathan Hale Junior High,OK,US,2018-03-07,about 200,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.kjrh.com/news/local-news/nathan-hale-junior-high-students-protest-violence,http://www.newson6.com/story/37666148/students-set-to-hold-walkout-at-tulsas-nathan-hale-junior-high,,,
Washington,Senate Building,DC,US,2018-03-07,,,,,,,Students,Rallying for gun control,1,rally,0,0,0,0,1,1,https://twitter.com/aletweetsnews/status/971450689212895232,,,,
Alexandria,,VA,US,2018-03-08,,,,,,,general protestors,Rallying for women's rights,1,rally,0,0,0,0,1,1,http://wjla.com/news/local/alexandria-mayor-calls-for-parental-leave-higher-minimum-wage-in-rally,,,,
Anaheim,Disneyland,CA,US,2018-03-08,about 40,40,,40,,,Disney employees,Protesting low wages,0,protest,0,0,0,0,1,1,https://www.ocregister.com/2018/03/08/disney-investors-vote-no-on-fattening-executive-pay-as-union-employees-protest-outside-annual-meeting/,,,,
Athens,Clarke County Courthouse,GA,US,2018-03-08,about 50,50,,50,,,general protestors,Protesting sherriff's compliance with ICE,1,protest,0,0,0,0,1,1,http://www.onlineathens.com/news/20180308/demonstrators-protest-clarke-county-sheriffs-deportation-help,,,,
Baltimore,State Center,MD,US,2018-03-08,a handful of women and at least one man,6,,6,,,Baltimore Women United,Rallying for women's rights,1,rally,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-womens-day-action-20180308-story.html,,,,
Berkeley,Martin Luther King jr. Civic Center,CA,US,2018-03-08,,,,,,,"campus faculty, students and Berkeley community members",International Women’s Day,1,rally,0,0,0,0,1,1,http://www.dailycal.org/2018/03/08/berkeley-community-rallies-on-international-womens-day/,,,,
Bloomington,Illinois Wesleyan University,IL,US,2018-03-08,about 70,70,,70,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.pantagraph.com/news/local/education/iwu-students-stage-die-in-to-rally-against-gun-violence/article_449e63b7-b1fd-5e55-93a7-85163f29f382.html,,,,
Burlington,University of Vermont,VT,US,2018-03-08,hundreds,200,,200,,,Gun Owners of Vermont,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.wcax.com/content/news/Pro-gun-rally-at-UVM-476344283.html,https://www.burlingtonfreepress.com/story/news/local/vermont/2018/03/08/protesters-stand-silence-stage-walk-out-uvm-pro-gun-rally/404474002/,,,
Cambridge,along East Main Street from the intersection to the village firehouse and back to the Round House Bakery Cafe,NY,US,2018-03-08,nearly 50,40,,49,,,general protestors,Rallying for International Women's Day,1,rally,0,0,0,0,1,1,http://poststar.com/news/local/cambridge-march-marks-international-women-s-day/article_d9ef1558-1f58-5558-92a8-dcbe09853383.html,,,,
Charlotte,Interstate 77,NC,US,2018-03-08,,,,,,,Construction workers,Protesting unsafe working conditions,0,protest,0,0,0,0,1,1,http://www.wsoctv.com/news/local/road-construction-workers-fed-up-protesting-for-better-safety-measures/712995710,,,,
Denver,State Capitol,CO,US,2018-03-08,,,,,,,general protestors,Protesting high levels of tobacco use,0,protest,0,0,0,0,1,1,http://denver.cbslocal.com/2018/03/08/e-cigarette-state-capitol-cancer/,,,,
Durham,Duke University,NC,US,2018-03-08,,,,,,,Duke Graduate Student Union,Rallying for women's rights,1,rally,0,0,0,0,1,1,http://spectrumlocalnews.com/nc/triangle-sandhills/news/2018/03/09/duke-graduate-students-rally-and-strike-for-women-equality-on-international-women-s-day,,,,
Foster City,Visa headquarters,CA,US,2018-03-08,,,,,,,"Courage Campaign, Ultraviolet, and Daily Kos",Rallying for gun control,1,rally,0,0,0,0,1,1,http://abc7news.com/gun-control-advocates-rally-at-visa-headquarters-in-bay-area/3189535/,,,,
Frankfort,State Capitol,KY,US,2018-03-08,,,,,,,Deaf Grassroots Movement,Rallying for rights for the deaf,0,rally,0,0,0,0,1,1,https://www.wtvq.com/2018/03/08/grassroots-group-rally-deaf-hard-hearing-rights/,,,,
Frankfort,,KY,US,2018-03-08,about 50; hundreds,50,,200,,,general protestors,Protesting teacher pension cuts,1,protest,0,0,0,0,0,1,https://www.courier-journal.com/story/news/education/2018/03/08/kentucky-pension-reform-teachers-rally-warn-strike/408584002/,http://www.glasgowdailytimes.com/news/kentucky-teachers-rally-over-retirement-cuts-warn-of-strike/article_c8e3617a-22fc-11e8-9c69-97f91bf2722b.html,http://www.wsaz.com/content/news/Teachers-other-groups-to-rally-for-pensions-at-Kentucky-Capitol-476462643.html,,
Fresno,Federal Courthouse,CA,US,2018-03-08,,,,,,,Pan Valley Institute,Rallying for immigrant rights,1,rally,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article204189164.html,,,,
Huntington,Cabell County Courthouse,WV,US,2018-03-08,,,,,,,general protestors,Rallying for victims of gun violence,1,rally,0,0,0,0,1,1,http://www.wowktv.com/news/victims-of-gun-violence-honored-with-candlelight-vigil/1022901848,,,,
Las Cruces,Federal Courthouse,NM,US,2018-03-08,dozens,24,,24,,,general protestors,Protesting ICE,1,protest,0,0,0,0,1,1,https://www.lcsun-news.com/story/news/2018/03/08/protest-courthouse-operation-streamline-prosecution-undocumented-immigrants/405829002/,,,,
Los Angeles,Federal Building,CA,US,2018-03-08,,,,,,,general protestors,Rallying for women's rights,1,rally,0,0,0,0,1,1,http://abc7.com/society/rally-held-in-dtla-to-mark-international-womens-day/3192049/,,,,
Muskogee,Republican HQ,OK,US,2018-03-08,dozens,24,,24,,,teachers,Rallying for better pay,0,rally,0,0,0,0,1,1,http://www.fox23.com/news/muskogee-teachers-protest-for-better-pay-school-funding/713231997,,,,
New York,Washington Square Park,NY,US,2018-03-08,FB: 547,547,,547,,,International Women's Strike,Rallying for women's rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/564207337266439/,,,,
Palo Alto,Lytton Plaza,CA,US,2018-03-08,,,,,,,general protestors,Rallying for women's rights,1,rally,0,0,0,0,1,1,https://www.stanforddaily.com/2018/03/09/palo-alto-protesters-demand-lytton-plaza-renaming-in-namehertoo-campaign/,,,,
Phoenix,State Capitol,AZ,US,2018-03-08,several dozen,24,,24,,,general protestors,Protesting proposed AZ minimum wage roll back,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/legislature/2018/03/08/proposals-roll-back-arizonas-minimum-wage-ballot-measure-protested-capitol/404302002/,,,,
Pittsburgh,Heinz Plant,PA,US,2018-03-08,,,,,,,Heinz retirees,protesting loss of pensions and healthcare,0,protest,0,0,0,0,1,1,http://pittsburgh.cbslocal.com/2018/03/08/heinz-retiree-rally-riverbend/,,,,
Pittsburgh,,PA,US,2018-03-08,nearly 100,95,,99,,,Pittsburgh International Women’s Strike,Rallying for paid sick leave,1,rally,0,0,0,0,0,1,http://www.post-gazette.com/local/city/2018/03/08/Women-rally-for-paid-sick-leave-Downtown-Pittsburgh/stories/201803080132,,,,
Prestonburg,,KY,US,2018-03-08,,,,,,,general protestors,Protesting teacher pension cuts,1,protest,0,0,0,0,0,1,http://www.wymt.com/content/news/Teachers-rally-to-save-pensions-476462853.html,,,,
Salt Lake City,State Capitol,UT,US,2018-03-08,ablut 200,200,,200,,,general protestors,Rallying for women's rights,1,rally,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article204189164.html,,,,
San Jose,Alum Rock School District Offices,CA,US,2018-03-08,hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://sanfrancisco.cbslocal.com/2018/03/08/east-san-jose-students-walk-out-protest-district/,,,,
Southlake,Carroll High School,TX,US,2018-03-08,about 650,650,,650,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.fox4news.com/news/southlake-students-walk-out-of-school-to-protest-gun-violence,http://www.star-telegram.com/news/local/article204098914.html,,650 totals all four schools,
Spokane,Gonzaga University,WA,US,2018-03-08,about 100,100,,100,,,general protestors,"Rallying for unity, peace",1,rally,0,0,0,0,1,1,https://www.gonzagabulletin.com/gallery/collection_aad59d74-2315-11e8-b807-3be9a87562f1.html,,,,
Steamboat Springs,in front of the Routt County Courthouse,CO,US,2018-03-08,,,,,,,general protestors,Rallying for meals for seniors,0,rally,0,0,0,0,1,1,https://www.steamboattoday.com/news/senior-citizens-march-for-meals-in-downtown-steamboat/,,,,
Washington,Gallaudet University,DC,US,2018-03-08,FB: 280,280,,280,,,Deaf Grassroots Movement,Rallying for rights for the deaf,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/580593375610144/,,,,
West Lafayette,Purdue University,IN,US,2018-03-08,dozens,24,,24,,,general protestors,Rallying for women's rights,1,rally,0,0,0,0,1,1,http://cbs4indy.com/2018/03/08/purdue-students-rally-together-for-international-womens-day/,,,,
Athens,Athens County Courthouse,OH,US,2018-03-09,about 125,125,,125,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.athensmessenger.com/news/area-high-school-students-rally-against-gun-violence-in-schools/article_b2826a71-757b-5034-abfc-05d1f7d2e79a.html,,,,
Avon Lake,Avon Lake High School,OH,US,2018-03-09,Dozens,24,,24,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.morningjournal.com/general-news/20180309/avon-lake-high-school-students-stage-walkout,,,,
Biloxi,Biloxi School District's administration building,MS,US,2018-03-09,,,,,,,"Parents, members of the NAACP, and students",Protest in effort to improve school safety,1,protest,0,0,0,0,1,1,http://www.wlox.com/story/37692514/biloxi-parents-protest-in-effort-to-improve-school-safety,,,,
Fairbanks,Randy Smith Middle School,AK,US,2018-03-09,roughly 100,100,,100,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.newsminer.com/news/alaska_news/randy-smith-students-protest-gun-violence-school-board-discusses-security/article_04ca2472-23d3-11e8-bed0-3b76da1ef915.html,,,,
Frankfort,State Senate,KY,US,2018-03-09,several hundred,200,,200,,,general protestors,Protesting public pension bill,0,protest,0,0,0,0,1,1,http://www.kentucky.com/news/politics-government/article204307024.html,,,,
Hanover,Hanover High School,NH,US,2018-03-09,more than 250,250,,250,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.thedartmouth.com/article/2018/03/hanover-high-students-protest-gun-violence,,,,
Honolulu,State Capitol,HI,US,2018-03-09,,,,,,,general protestors,Rallying for disability rights,0,rally,0,0,0,0,1,1,http://www.kitv.com/story/37693141/students-from-three-oahu-high-schools-rallied-to-spread-the-word-to-end-the-word,,,,
Indianapolis ,Indianapolis Hilton 9th Floor,IN,US,2018-03-09,dozens; 100+,24,,100,,,general protestors,Rallying behind gay priest,0,rally,0,0,0,0,1,1,https://www.newschannel5.com/news/national/supporters-rally-around-gay-united-methodist-church-pastor-on-trial-over-marriage-to-a-man,https://www.wptv.com/news/national/supporters-rally-around-gay-united-methodist-church-pastor-on-trial-over-marriage-to-a-man,,,
Indianapolis ,United Methodist Church,IN,US,2018-03-09,more than 100,100,,100,,,general protestors,Rallying behind gay priest,0,rally,0,0,0,0,1,1,https://www.newschannel5.com/news/national/supporters-rally-around-gay-united-methodist-church-pastor-on-trial-over-marriage-to-a-man,https://www.nbc26.com/news/national/supporters-rally-around-gay-united-methodist-church-pastor-on-trial-over-marriage-to-a-man,,,
Iowa City,Mann Elementary School,IA,US,2018-03-09,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.press-citizen.com/story/news/education/2018/03/09/iowa-city-mann-elementary-students-enter-gun-control-debate-walkout/410710002/,,,,
Lincoln ,Irving Middle School,NE,US,2018-03-09,about 100,100,,100,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://journalstar.com/news/local/education/students-at-lincoln-middle-school-walk-out-in-protest-of/article_24d2d43d-a36a-5667-91f1-590a75e5a979.html,,,,
