date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2022-05-10,Doylestown,PA,"Lenape Middle School, 313 W State St",,about a dozen,12,12,,students,"against suspension of Lenape Middle School social studies teacher Andrew Burgess for giving a hotline number to LGBTQ+ students, for LGBTQ+ pride, we stand with Mr. Burgess, we stand with LGBTQ+ students, protect trans youth, free Mr. Burgess, bring back Burgess",1,protest,,,,,,,,,,,VW,https://twitter.com/EladNehorai/status/1524150960070664193,https://www.wfmz.com/news/area/southeastern-pa/students-protest-after-middle-school-teacher-in-doylestown-placed-on-administrative-leave/article_0bfbaad6-d0ae-11ec-87d7-775addbda776.html,https://www.buckscountycouriertimes.com/story/news/education/2022/05/11/central-bucks-school-district-faces-lgbtq-complaints-addresses-teacher-suspension-and-bullying/65354676007/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Eau Claire,WI,"Seven Mile Creek Landfill, 8001 Olson Dr",,,,,International Union of Operating Engineers Local 139,,"for higher wages and better benefits for Everglades Holding LLC workers at Seven Mile Creek Landfill, against unfair labor practices",0,strike; picket,,,,,,,,,,,,https://www.weau.com/2022/05/04/seven-mile-creek-landfill-workers-strike/,https://www.wqow.com/news/chippewa-valley/gfl-workers-strike-at-seven-mile-creek-landfill/article_33ebb5be-cbf8-11ec-8e0f-671022d613f2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Farmington,ME,"University of Maine, Merril Hall",,about 20,20,20,,students,"against firing of staff members, we cannot trust our trustees, humanities are vital",0,protest; sit in,,8 day sit in,,,,,,,,,EC,https://www.mainepublic.org/news/2022-05-10/university-of-maine-at-farmington-students-stage-a-sit-in-to-protest-recent-faculty-layoffs,https://bangordailynews.com/2022/05/11/news/central-maine/farmington-university-students-stage-sit-in-to-protest-faculty-layoffs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Fort Worth,TX,"Tarrant County Administration Building, 100 E Weatherford St",,15-20,15,20,Texas Jail Project; United Fort Worth,families; activists,"against deaths and unsafe conditions in Tarrant County jails, 39 dead, give Bill the boot, ni uno mas 39 muertes bajo la custodia del condado, care not cages, Bill goes for blood",0,protest,,,,,,,,,,,,https://www.star-telegram.com/news/local/fort-worth/article261167007.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Gambier,OH,Kenyon College,,17,17,17,Kenyon Student Workers Organizing Committee,community advisers,"for collective bargaining rights for students working as residential advisers at Kenyon College, for higher pay, against unfair labor practices",0,strike,,,,,,,,,,strike ended,,https://twitter.com/kswoc/status/1513499393235726338,https://www.insidehighered.com/quicktakes/2022/04/12/kenyon-college-residential-advisers-go-indefinite-strike,https://kenyoncollegian.com/features/2022/04/striking-students-share-stories-of-their-paths-to-the-picket-line/,https://twitter.com/kswoc/status/1524058604868841473,https://twitter.com/guiltjoltin/status/1524222907723001856,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Grand Rapids,MI,Monroe Ave; Grand Rapids City Hall,,count pic,20,30,,,"for justice for Patrick Lyoya, against police brutality, for police accountability, against racism, white silence = violence, no justice no peace",1,march; protest,on scene,disrupted city council meeting; took knee during pledge of allegiance; chanted and shouted at city officials,,,1,,,,,arrest for altercation outside building after meeting,EC,https://www.mlive.com/news/grand-rapids/2022/05/protesters-again-shut-down-grand-rapids-city-meeting-demanding-justice-for-patrick-lyoya.html,https://www.woodtv.com/news/grand-rapids/gr-city-commission-meeting-adjourned-early-due-to-protesters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Gresham,OR,CBN Holdings,,about 10,10,10,,workers,"for collective bargaining rights for cannabis workers at CBN Holdings, for union recognition with UFCW Local 555, for boycott of Cannabis Nation products at Oregon dispensaries",0,strike; picket,,,,,,,,,,,,https://www.ufcw555.org/cbn-strike-2022-05-02/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Houghton,MI,"Walker Lawn, Michigan Technological University",Children Killed in War Remembrance Event,,,,Yoopers for Ukraine,students,against Russia's brutality toward children in war in Ukraine,0,demonstration,,,,,,,,,,,,https://www.facebook.com/events/420891959876462,https://www.uppermichiganssource.com/2022/05/09/unvictory-day-demonstration-ukraine-monday-houghton/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Irvine,CA,"Student Center Terrace, University of California - Irvine",UC Rally for Roe,,,,UC Irvine Student Union Assembly; College Democrats,,"against overturning Roe v. Wade, for abortion access",1,rally,,,,,,,,,,,,https://twitter.com/SallySanders123/status/1523830895701942272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Jackson,MS,"Jackson Women's Health, 2903 N State St",,,,,,,against abortion,2,protest,,discourage patients from entering clinic,,,,,,,,"daily since forever, but only started recording in CCC on 2021-12-01",,https://www.insider.com/abortion-protests-mississippi-clinic-says-protestors-hold-guns-yell-2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Jessup,MD,"Sysco Baltimore, 8000 Dorsey Run Rd",,more than 300,300,300,Teamsters Local 355,drivers; warehouse workers,against unfair labor practices at Sysco distribution center,0,strike; picket,,,,,,,,,,,,https://www.wbaltv.com/article/sysco-strike-restaurants-scramble-to-fill-food-orders/39876202#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Keene,NH,Central Square,Protect Abortion Rights Keene,count FB,13,13,The Reproductive Freedom Fund of New Hampshire; Keene Mutual Aid; Party for Socialism and Liberation - Southern NH,,"against overturning Roe v. Wade, for abortion rights, against crisis pregnancy centers and other anti-choice institutions in Keene, in support of local reproductive justice organizations",1,rally,,,,,,,,,,,,https://www.facebook.com/events/s/protect-abortion-rights-keene/737479874361077/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Lansing,MI,Eastern High School,,,,,,students,"against overturning Roe v. Wade, for abortion access",1,walkout,,,,,,,,,,,,https://www.wilx.com/2022/05/13/students-holt-high-school-organize-walkout-protest-impending-loss-rights-an-abortion/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Lansing,MI,Everett High School,,,,,,students,"against overturning Roe v. Wade, for abortion access",1,walkout,,,,,,,,,,,,https://www.wilx.com/2022/05/13/students-holt-high-school-organize-walkout-protest-impending-loss-rights-an-abortion/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Lawrenceville,NJ,"Shred-It, 649 Whitehead Rd",,,,,Teamsters Local 469,,"against unfair labor practices at Shred-It, for higher pay for drivers and helpers",0,strike; picket,,,,,,,,,,,,https://www.instagram.com/p/CXv74K0svtK/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Lexington,KY,Fayette County Courthouse,,about 30,30,30,Kentucky for Reproductive Freedom,,"against overturning Roe v. Wade, for reproductive freedom, abortion is healthcare, protect women's rights, if men could get pregnant abortion would be a sacrament, no state uterus control",1,rally,,,,,,,,,,,,https://www.wtvq.com/bans-off-our-bodies-rally-for-abortion-rights-held-in-lexington-on-tuesday/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Lincoln,NE,W Pioneers Blvd and S 1st St,Niskithe Prayer Camp,,,,,Native Americans,"against Wilderness Crossing development project, for protection of sacred ceremonial land, for environmental conservation, for indigenous peoples' rights, for meaningful engagement with protesters by city officials and the Catholic Diocese and developers",1,demonstration,,encampment of six teepees,,,,,,,,,,https://itsgoingdown.org/prayer-camp-launched-lincoln-nebraska/,https://www.niskitheprayercamp.com/,https://www.ketv.com/article/indigenous-advocates-protest-prayer-protect-spiritually-based-sweat-lodge/39949291#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Los Angeles,CA,Cedars-Sinai Medical Center,,,,,,maintenance workers; service staff; clinical support workers,"against unfair labor practices at Cedars-Sinai Medical Center, for higher pay and safe staffing",0,strike; picket,,,,,,,,,,,,https://www.nbclosangeles.com/on-air/cedars-sinai-workers-to-protest-unfair-labor-practices/2888594/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Los Angeles,CA,"Los Angeles Unified School District, 333 S Beaudry Ave",,,,,Police Free LAUSD Coalition; InnerCity Struggle; Reclaim Our Schools LA; California Native Vote Project; Black Lives Matter LA; Community Coalition; Social Justice Learning Institute; Fight for the Soul of the Cities; CADRE; Brothers Sons Selves,students,for defunding and abolishing police in Los Angeles Unified School District schools,1,rally,,,,,,,,,,,,https://twitter.com/LA_StudentsDsrv/status/1522000642033602560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Melrose Park,IL,"Kerry Ingredients & Flavours, 3141 W North Ave",,,,,Teamsters Local 781,,"against unfair labor practices at Kerry Ingredients & Flavours, against mandatory overtime",0,strike; picket,,,,,,,,,,,,https://www.instagram.com/p/CbFkzWeBfGM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Minneapolis,MN,"Minneapolis Public Schools Davis Center, 1210 W Broadway",Informational Picket Against Budget Cuts,,,,MFT 59 - Minneapolis Federation of Teachers,,against budget cuts for Minneapolis Public Schools,0,picket,,,,,,,,,,,,https://www.facebook.com/events/711803970019369?active_tab=about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Missoula,MT,University of Montana,,count video,40,50,,students,"for action to address housing crisis for students at University of Montana, housing now, RIP affordable housing, basic needs for all",0,demonstration,,encamped on lawn,,,,,,,,,EC,https://twitter.com/MargaretNBCMT/status/1524091226101792770,https://www.kpax.com/news/missoula-county/university-of-montana-students-to-hold-housing-protest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,Nashville,TN,"TA Travel Center, 111 N 1st St; Federal Correction Center, 11070 AL-14, Aliceville, AL",Convoy to Save America,,,,Convoy to Save America,,"in solidarity with J6 participant Mariposa Castro, for patriotism",2,rally; caravan,,,,,,,,,,escorting J6 convict to federal prison,,https://t.me/OTBAofficial/705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New Albany,IN,"FireKing, 900 Park Pl",,,,,Teamsters Local 89,,against unfair labor practices at FireKing,0,strike; picket,,,,,,,,,,,,https://twitter.com/GLCLCky/status/1526905552797937665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New York,NY,"1211 Avenue of the Americas, Manhattan",Truth Tuesdays,count pic,20,25,Rise and Resist NY,,"against Fox News, for democracy, for abortion rights, Fox: stop hurting America",1,demonstration,,,,,,,,,,every Tuesday,,https://twitter.com/TruthOverFox/status/1503024864663375874,https://twitter.com/TruthOverFox/status/1523683333741641729,https://twitter.com/RikkiKM/status/1524072206321471488,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New York,NY,"East River Park, Manhattan",,,,,1000 People 1000 Trees,,"against East Side Coastal Resiliency plan, for conservation of East River Park, against ecocide, save the trees",0,protest,,,,,,,,,,,,https://twitter.com/1000treesNYC/status/1521539757003657216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New York,NY,"McCarren Park, Brooklyn",,,,,,,"against racism, against police violence",1,vigil,,,,,,,,,,,,https://www.instagram.com/p/CRzHs47D8fG/?utm_source=ig_web_copy_link,https://www.instagram.com/p/CRzHs47D8fG/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New York,NY,New York City Hall,,count pic,30,50,Union 32BJ; Local 79,,for One45 towers to be built in Harlem,0,rally,,,,,,,,,,,EC,https://www.amny.com/news/labor-unions-rally-for-one45-apartment-towers-ahead-of-city-council-vote/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New York,NY,"Queens Criminal Court, Queens",Free Prakash Churaman,count video,40,50,Desis Rising Up & Moving; Party for Socialism and Liberation,elected officials,"for freedom for Prakash Churaman, against wrongful conviction, free Prakash, against DHS, queens DA: stop condoning violence, drop the charges, we want Prakash home, end mass incarceration, no more stolen lives, free them all, stop separating families, no justice no peace, free the youth, the system is guilty, end child slavery, working class youth of color sit in jail because cops hide evidence, case built on lies drop the charges now",0,rally,on scene; barricades in front of court,,,,,,,,,ft. Councilman Shekar Krishnan,VW,https://twitter.com/DesisRisingUp/status/1522677829711892481,https://twitter.com/AshAgony/status/1524183028607729664,https://qns.com/2022/05/protesters-prakash-churaman-queens-criminal-court/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,New York,NY,"Starbucks, 1411 Broadway, Manhattan",,count video,5,10,PETA; Long Island Orchestrating for Nature,,"against upcharge for plant-based milk at Starbucks, for environmental protection, against animal cruelty, save the planet save the cows stop the vegan upcharge now",0,direct action,,two protesters glued their hands to counter,,,,,,,,feat. James Cromwell,EC,https://www.koin.com/news/oscar-nominated-actor-james-cromwell-glues-himself-to-starbucks-counter-video-shows/?utm_campaign=socialflow&utm_medium=referral&utm_source=t.co,https://www.clickorlando.com/business/2022/05/10/succession-star-glues-hand-to-starbucks-counter-in-protest/,https://www.usatoday.com/story/entertainment/celebrities/2022/05/10/james-cromwell-succession-uncle-ewan-starbucks-protest-plant-based-milk/9723802002/,https://www.bostonglobe.com/2022/05/10/arts/succession-star-glues-hand-starbucks-counter-protest/,https://www.oregonlive.com/environment/2022/05/actor-glues-hand-to-starbucks-counter-in-protest-of-extra-charge-for-plant-based-milk.html,https://abc7.com/james-cromwell-starbucks-new-york-city-peta/11835812/,https://www.ky3.com/2022/05/10/succession-star-glues-hand-starbucks-counter-protest/,https://www.washingtonpost.com/food/2022/05/10/james-cromwell-starbucks-glue-protest/,https://www.cbsnews.com/news/james-cromwell-super-glued-starbucks-counter-peta-vegan-milk-protest-succession-actor-new-york-city-midtown/,https://www.pennlive.com/life/2022/05/succession-actor-james-cromwell-super-glues-himself-to-starbucks-counter-during-petas-protest-for-lower-cost-of-vegan-milk.html,https://www.celebretainment.com/celebrities/james-cromwell-super-glued-himself-to-the-counter-of-branch-of-starbucks-in-act-of/article_54ad8bb9-9e84-5437-a86d-3c8adede52d5.html,https://www.foxbusiness.com/lifestyle/oscar-nominated-actor-james-cromwell-glues-hand-to-starbucks-counter-during-animal-rights-protest,https://digital.abcaudio.com/news/succession-actor-james-cromwell-glues-hand-starbucks-counter-protest-vegan-milk-charge,"https://www.liherald.com/malverne/stories/malverne-activist-joins-actor-in-effort-to-save-the-cows,141075",,,,,,,,,,,,,,,,
