CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Chicago,University of Illinois Chicago's arena,Cook,IL,US,2018-11-04,na,5000,,5000,,,Obama/Democratic supporters,Rally for Illinois Democrats,1,rally,0,0,0,0,1,1,https://www.pantagraph.com/news/state-and-regional/govt-and-politics/obama-set-for-chicago-rally-just-ahead-of-election-day/article_c310f5cd-3797-5b5a-940b-0017fde39e17.html,https://news.wttw.com/2018/11/05/obama-stumps-pritzker-democrats-chicago,,,
Dallas,Lower Greenville,Dallas,TX,US,2018-11-04,na,500,,500,,,O'Rourke campaign,pro-O'Rourke rally ,1,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/04/anxiety-optimism-rallies-ted-cruz-beto-orourke-battle-texas-winds,,,,
Fairview,,Collin,TX,US,2018-11-04,,,,,,,Cruz campaign,pro-Cruz rally ,2,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/04/anxiety-optimism-rallies-ted-cruz-beto-orourke-battle-texas-winds,,,,
Gary,Genesis Convention Center,Lake,IN,US,2018-11-04,Estimate from arena capacity,9500,,9500,,,Obama/Democratic supporters,rallying support for Democratic candidates,1,rally,0,0,0,0,1,1,https://www.wane.com/news/indiana/obama-visiting-indiana-for-rally-between-trump-s-twin-visits/1564411603,https://www.wishtv.com/news/local-news/former-president-obama-to-hold-early-vote-rally-in-northern-indiana/1564236690,https://www.nwitimes.com/news/local/govt-and-politics/former-president-barack-obama-visiting-gary-sunday-for-democratic-get/article_289425ab-ae12-59eb-82ed-3905d453c893.html,,
Harrisburg,Pennsylvania Farm Show Complex,Dauphin,PA,US,2018-11-04,about 2300,2300,,2300,,,Biden/Democrats,rallying support for Democratic candidate George Scott,1,rally,0,0,0,0,1,1,https://www.pennlive.com/news/2018/11/overwhelming-ticket-demand-prompts-venue-change-for-rally-featuring-joe-biden.html,https://fox43.com/2018/11/04/we-are-in-a-battle-for-americas-soul-says-former-vp-joe-biden-at-rally-in-harrisburg/,,,
Kalispell,,Flathead,MT,US,2018-11-04,na,1000,,1000,,,Mike Pence,rallying support for support Republican Senate candidate Matt Rosendale,2,rally,0,0,0,0,1,1,https://kbzk.com/news/campaign-2018/2018/10/31/vice-president-mike-pence-to-rally-in-kalispell-monday/,https://www.dailyinterlake.com/local_news/20181105/vice_president_pence_headlines_campaign_rally_in_kalispell,,,
Las Vegas,Temple Beth Sholom,Clark,NV,US,2018-11-04,about 130,130,,130,,,general protestors,rallying against hate,0,rally,0,0,0,0,1,1,https://lasvegassun.com/news/2018/nov/06/event-honoring-holocaust-survivors-also-a-rally-ag/,,,,
Macon,Middle Georgia Regional Airport,Bibb,GA,US,2018-11-04,na,10000,,18500,,,Trump campaign,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.allongeorgia.com/georgia-state-politics/trump-holding-rally-in-georgia-for-kemp-nov-4/,https://www.washingtonpost.com/politics/2018/11/19/president-trumps-crowd-size-estimates-increasingly-unbelievable/?noredirect=on&utm_term=.51e3c14ab10c,https://www.donaldjtrump.com/rallies/,feat. President Trump,
Miami,Little Havana,Miami-Dade,FL,US,2018-11-04,hundreds,200,,200,,,general protestors,"get out the vote, especially Latinx",0,rally,0,0,0,0,1,1,https://www.usatoday.com/story/life/people/2018/11/05/eva-longoria-america-ferrera-rally-latino-voters-miami/1889550002/,,,,
Morrisville,,Wake,NC,US,2018-11-04,,,,,,,general protestors,against proposed student school reassignment plan,0,protest,0,0,0,0,1,1,https://abc11.com/education/wake-co-parents-protest-school-district-reassignment-plan/4617956/,,,,
Norwood,4900 Smith S Road,Hamilton,OH,US,2018-11-04,,,,,,,"rally for democratic candidates, hosted by John Legend",rally to encouage early voting ,1,rally,0,0,0,0,1,1,https://www.wcpo.com/news/local-news/hamilton-county/norwood/john-legend-to-rally-for-hamilton-county-democrats-this-sunday,,,,
Omaha,The B - Bar ,Douglas,NE,US,2018-11-04,,,,,,,Get Out The Vote Rally,rallying votes for the democratic party ,1,rally,0,0,0,0,1,1,https://www.omaha.com/go/music/conor-oberst-will-play-a-get-out-the-vote-rally/article_8a606ce7-f12a-5748-bdf1-508a0d577619.html,,,,
Sacramento,state capitol,Sacramento,CA,US,2018-11-04,estimated 150,150,,150,,,general protestors,pro-Trump; pro-conservatives,2,rally,1,0,0,0,1,1,https://www.kcra.com/article/protesters-clash-with-conservatives-at-capitol-in-sacramento/24637838,https://www.latimes.com/local/lanow/la-me-ln-turn-california-red-rally-sacramento-20181103-story.html,,not civil dis,
Sacramento,state capitol,Sacramento,CA,US,2018-11-04,dozens,24,,24,,,general protestors; antifa,anti-Trump,1,counter-protest,0,0,0,0,0,1,https://www.kcra.com/article/protesters-clash-with-conservatives-at-capitol-in-sacramento/24637838,,,,
San Antonio,,Bexar,TX,US,2018-11-04,na,400,,400,,,O'Rourke campaign,pro-O'Rourke rally ,1,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/04/anxiety-optimism-rallies-ted-cruz-beto-orourke-battle-texas-winds,,,,
San Bernadino,Greater Palm Springs Pride Festival,San Bernardino ,CA,US,2018-11-04,,,,,,,San Bernadino country sheriffs department,marching in uniform at local pride parade,1,parade,0,0,0,0,1,1,https://www.sbsun.com/2018/11/02/san-bernardino-county-deputies-to-march-for-first-time-in-uniform-at-palm-springs-pride/,,,,
Swarthmore,Swarthmore Friends Meeting House,Delaware,PA,US,2018-11-04,,,,,,,Delaware County Chapter of Heeding God’s Call to End Gun Violence,against gun violence,0,rally,0,0,0,0,1,1,https://www.delcotimes.com/news/what-s-happening-in-and-around-town-this-fall/article_d19ee5d8-d8d1-11e8-afbc-a7027c6de3a8.html,,,,
Atascocita,,Harris,TX,US,2018-11-05,na,175,,175,,,Cruz campaign,pro-Cruz rally ,2,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/05/final-sprint-beto-orourke-ted-cruz-texas-direction-stake-trump-minds,,,,
Athens,First Baptist Church,Clarke,GA,US,2018-11-05,Around 300,300,,300,,,Athens-Oconee CASA,Vigil for children in foster care,0,vigil,0,0,0,0,1,1,http://www.onlineathens.com/news/20181029/candlelight-vigil-to-honor-children-in-foster-care?utm_source=dlvr.it&utm_medium=twitter,,,,
Benton Harbor,the Citadel; 91 Hinckley Street,Berrien,MI,US,2018-11-05,,,,,,,general protestors,against violent attack on Pittsburgh synagogue and in Kentucky; against attacks on immigrants,0,vigil,0,0,0,0,1,1,https://twitter.com/RobLBurgess/status/1058519561136492544,,,,
Bismark,Bismark Union Hall,Burleigh,ND,US,2018-11-05,Several Hundreds,300,,300,,,Rally in support of Democratic Candidate Heidi Heitkamp,Rallying Democartic Support,1,rally,0,0,0,0,1,1,https://www.grandforksherald.com/news/4524654-running-through-tape-north-dakotas-us-senate-candidates-make,,,,
Cape Girardeau,Show Me Center on campus of Southeast Missouri State University,Cape Girardeau,MO,US,2018-11-05,more than 7000; arena capacity,7000,,7373,,,Trump campaign,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.semissourian.com/story/2564485.html,https://www.semissourian.com/story/2562827.html,feat. President Trump,
Chicago,,Cook,IL,US,2018-11-05,around 5000,5000,,5000,,,Obama/Democratic supporters,rallying support for Democratic candidates,1,rally,0,0,0,0,1,1,https://wgntv.com/2018/10/31/obama-set-for-chicago-rally-just-ahead-of-election-day/,https://wgntv.com/2018/11/04/obama-visits-chicago-to-campaign-for-pritzker-democrats/,,,
Cleveland,IX Center,Cuyahoga,OH,US,2018-11-05,estimate from stadium capacity,7000,,7000,,,Trump campaign,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.cincinnati.com/story/news/politics/elections/2018/10/29/trump-visit-cleveland-eve-election/1814675002/,https://abc6onyourside.com/news/local/president-trump-holding-rally-in-cleveland-day-before-election,feat. President Trump,
Cypress,restaurant,Harris,TX,US,2018-11-05,na,175,,175,,,Cruz campaign,pro-Cruz rally ,2,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/05/final-sprint-beto-orourke-ted-cruz-texas-direction-stake-trump-minds,,,,
Dallas,Magnolia Park Cities Hotel,Dallas,TX,US,2018-11-05,na,1500,,1500,,,O'Rourke campaign,pro-O'Rourke rally ,1,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/05/final-sprint-beto-orourke-ted-cruz-texas-direction-stake-trump-minds,,,,
El Paso,UTEP,El Paso,TX,US,2018-11-05,more than 1000,1000,,1000,,,O'Rourke campaign,pro-O'Rourke rally ,1,rally,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/politics/elections/2018/11/05/beto-orourke-election-day-2018-rally-senate-race-ted-cruz-el-paso-love/1892128002/,,,,
Elliston,,Montgomery ,VA,US,2018-11-05,na,2,,2,,,general protestors,opposes Mountain Valley Pipeline,0,protest,0,0,0,0,1,1,http://www.wvtf.org/post/mvp-protestors-pass-50-day-mark-sitting-protest-above-its-path#stream/0,,,50th day of protest,
Fort Wayne,Allen County War Memorial Coliseum,Allen,IN,US,2018-11-05,filled 13000 seats and thousands of others filled the auditorium,15000,,15000,,,Trump campaign,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.indystar.com/story/news/politics/2018/11/05/heres-what-donald-trump-said-his-monday-night-rally-fort-wayne/1889408002/,http://www.journalgazette.net/news/local/local-politics/20181030/trump-to-follow-dog-show-at-coliseum-rally,feat. President Trump,
Gary,,Lake,IN,US,2018-11-05,estimate from stadium capacity,9500,,9500,,,Obama/Democratic supporters,rallying support for Democratic candidates,1,rally,0,0,0,0,1,1,https://wgntv.com/2018/10/31/obama-set-for-chicago-rally-just-ahead-of-election-day/,,,,
Houston,Redneck Country Club,Harris,TX,US,2018-11-05,na,1500,,1500,,,Ted Cruz Voter Rally,Vote for me ,2,rally,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/politics/elections/2018/11/05/2018-midterms-beto-orourke-ted-cruz-updates/1889876002/,,,,
Houston,House of Blues,Harris,TX,US,2018-11-05,about 400,400,,400,,,O'Rourke campaign,pro-O'Rourke rally ,1,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/05/final-sprint-beto-orourke-ted-cruz-texas-direction-stake-trump-minds,,,,
Mt. Sterling,Mount Sterling – Montgomery County airport,Montgomery,KY,US,2018-11-05,a few hundred,300,,300,,,GOP campaign and Donald Trump Jr.,rallying Republican support,2,rally,0,0,0,0,1,1,https://www.wkyt.com/content/news/Donald-Trump-Jr-to-join-Andy-Barr-at-Montgomery-Co-rally-499494421.html,,,,
Norfolk,Norfolk Regional Airport,Madison,NE,US,2018-11-05,,,,,,,GOP campaign,GOTV rally tour,2,rally,0,0,0,0,1,1,http://norfolkdailynews.com/news/briefs/politicians-to-attend-norfolk-rally/article_f2524fc4-dd52-11e8-ae6a-27f7e7314e26.html,,,,
Online,,,,US and 26 others,2018-11-05,na,600,,600,,,antiquarian booksellers,against Amazon policy,0,online protest,0,0,0,0,0,1,https://www.nytimes.com/2018/11/07/technology/amazon-bookseller-protest-strike.html,https://docs.google.com/spreadsheets/d/1lsiu0zzXSRuRUZ8lIW-4c2m9La7JqluDcWwFl_OZMec/edit#gid=0,,582 booksellers - about 193 in US - removed books from Amazon-owned site from Nov 5-6,
Orlando,Bansbach Easylift,Orange,FL,US,2018-11-05,more than 100 people,100,,100,,,GOP campaign,"rallying for Republican candidates Scott, Nelson",2,rally,0,0,0,0,1,1,https://www.mynews13.com/fl/orlando/politics/2018/10/29/on-the-campaign-trail--the-u-s--senate-race,,,,
Pearland,First Baptist Church,Brazoria,TX,US,2018-11-05,na,175,,175,,,Cruz campaign,pro-Cruz rally ,2,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/05/final-sprint-beto-orourke-ted-cruz-texas-direction-stake-trump-minds,,,,
Richmond,,Henrico,VA,US,2018-11-05,,,,,,,Bannon/GOP campaign,rallying support for Republican candidates,2,rally,0,0,0,0,1,1,https://www.cbs19news.com/content/news/Bannon-to-rally-Republicans-in-Virginia-499214001.html,,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2018-11-05,,,,,,,March for Our Lives Utah,pro-gun control,1,rally,0,0,0,0,1,1,https://twitter.com/March4LivesUT/status/1052993438482804736,,,,
San Luis Obispo,Mitchell Park,San Luis Obispo,CA,US,2018-11-05,hundreds,200,,200,,,march to the polls,early voting,0,march,0,0,0,0,1,1,https://www.sanluisobispo.com/news/local/article221091325.html,,,,
Springfield,,Sangamon,IL,US,2018-11-05,Around 300,300,,300,,,Demorat Campaign Rally,"Go and Vote, Get out Republicans",1,rally,0,0,0,0,1,1,https://foxillinois.com/news/local/illinois-democrats-rally-the-day-before-midterm-election,,,,
Stafford,Redneck Country Club,Fort Bend,TX,US,2018-11-05,,,,,,,Cruz campaign,pro-Cruz rally ,2,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/05/final-sprint-beto-orourke-ted-cruz-texas-direction-stake-trump-minds,,,,
Tacoma,Pacific Lutheran University,Pierce,WA,US,2018-11-05,,,,,,,Holocaust and Genocide Studies Program,against violent attack on Pittsburgh synagogue and in Kentucky; against attacks on immigrants,0,vigil,0,0,0,0,1,1,https://twitter.com/PLUNEWS/status/1058508179028422656,https://www.plu.edu/hgst/vigil/,,,
Tampa,University of South Florida,Hillsborough,FL,US,2018-11-05,more than 20,20,,20,,,The Tampa Bay chapter of Students for a Democratic Society,the school administrators should not comply with federal agencies’ attempts to attack immigrants,,,0,0,0,0,1,1,http://www.fightbacknews.org/2018/11/7/tampa-bay-sds-rally-demands-usf-not-comply-federal-agencies-attacking-immigrants,,,,
Athens,Concord University,Mercer,WV,US,2018-11-06,,,,,,,general protestors,"vigil against sexual assault, dating and domestic violence, and sexual harassment",1,vigil,0,0,0,0,1,1,https://www.register-herald.com/news/concord-university-to-host-march-vigil-for-gender-based-violence/article_04250e44-b432-5aac-8e08-a0cd267ce4df.html,,,,
Eugene ,University of Oregon,Lane,OR,US,2018-11-06,na,300,,300,,,Governor Katie Brown Rally,Vote for me ,1,Rally,0,0,0,0,1,,https://www.malheurenterprise.com/posts/4947/with-hours-to-go-brown-and-buehler-hit-campaign-trail-one-last-time,,,,
Iowa City,University of Iowa,Johnson,IA,US,2018-11-06,Approximately 60,60,,60,,,students from Iowa City’s South East Junior High School,transgender rights,1,rally,0,0,0,0,1,1,https://littlevillagemag.com/south-east-junior-high-student-march-transgender-rights/,,,,
Louisville,sidewalk,Jefferson,KY,US,2018-11-06,count pic,6,,6,,,Saint Francis of Assisi students,against violent attack on Pittsburgh synagogue and in Kentucky,0,demonstration,0,0,0,0,1,1,http://www.wave3.com/2018/11/06/students-hold-peaceful-protest-election-day/,,,,
Muskogee,From the north entrance of Arrowhead Mall near Subway sandwich to the Dr. Martin Luther King Jr. Community Center,Muskogee,OK,US,2018-11-06,,,,,,,Local NAACP officials,a display of solidarity as voters head to the polls,0,march,0,0,0,0,1,1,https://www.muskogeephoenix.com/news/naacp-organizes-election-day-march/article_8cc18931-59d0-537a-b89f-a1290a0dbe3a.html,,,,
Portland,,Multnomah,OR,US,2018-11-06,Around 300,300,,300,,,Knute Buehler campaign rally,Vote for me ,0,Rally,0,0,0,0,1,1,https://www.malheurenterprise.com/posts/4947/with-hours-to-go-brown-and-buehler-hit-campaign-trail-one-last-time,,,,
Portland,Portland City Hall,Multnomah,OR,US,2018-11-06,several dozen,36,,36,,,Pro-immigration supporters,Keep ICE out of Portland,1,Protest,0,0,0,0,1,1,https://pamplinmedia.com/pt/9-news/411347-311656-occupy-ice-protesters-march-at-portland-city-hall?wallit_nosession=1,,,,
Prairie View,To Voting Polls,Waller,TX,US,2018-11-06,More than 500,500,,550,,,Prarie View College Students,Voter suppression in  Waller County,0,March,0,0,0,0,1,1,https://www.houstonchronicle.com/news/houston-texas/texas/article/Hundreds-of-Prairie-View-college-students-march-13367644.php,,,,
Shorewood,Shorewood High School,Milwaukee,WI,US,2018-11-06,About 40,40,,40,,,Students walk out,Young people have political power,1,Protest,0,0,0,0,1,1,https://www.jsonline.com/story/communities/northshore/news/shorewood/2018/11/06/shorewood-students-walk-out-school-rally-youth-voting/1892964002/,,,,
Albuquerque,outside Cibola High School,Bernalillo,NM,US,2018-11-07,about 30,30,,30,,,Cibola High Indigenous Students and allies,Cibola High Indigenous Students have faced cultural assult at the school,0,protest,0,0,0,0,1,1,https://www.abqjournal.com/1243602/cultural-assault-alleged-in-cibola-high-student-protest.html,,,,
Destin,at the corner of Emerald Coast Parkway and Danny Wuerffel Way,Okaloosa,FL,US,2018-11-07,seven men and one woman,8,,8,,,Bloodstained Men and Their Friends,anti-circumcision,0,protest,0,0,0,0,1,1,https://www.theledger.com/news/20181108/protest-against-infant-circumcision-in-florida-panhandle,,,,
Destin,The corner of Emerald Coast Parkway and Spence Parkway,Okaloosa,FL,US,2018-11-07,NA,7,,7,,,The Bloodstained Men,End of circumcision,0,Protest,0,0,0,0,1,1,https://www.nwfdailynews.com/news/20181107/shocking-protest-comes-to-destin,,,,
Estero,Hertz Arena,Lee,FL,US,2018-11-07,Thousands; estimate from stadium capacity,7181,,7181,,,Trump Rally,Get out and Vote,0,rally,0,0,0,0,1,1,https://www.news-press.com/story/news/politics/elections/2018/11/07/elections-2018-florida-trump-rally/1862356002/,,,,
Fullerton,Downtown,Orange,CA,US,2018-11-07,about 20,20,,20,,,Refuse Fascism,protesting facsism ,1,protest,0,0,0,0,1,1,https://dailytitan.com/2018/11/refuse-fascism-trump-administration/,,,,
Hartford,Outside Hartford Board of Education; in school board meeting,Hartford,CT,US,2018-11-07,a small group,,,,,,families of Renzulli Academy,"protest superintendents decision of vice principal appointment, in support of a longtime Academy teacher and candidate for vice principal Mr. DeJesus",0,protest,0,0,0,0,1,1,https://www.nbcconnecticut.com/news/local/Hartfords-Renzulli-Academy-Parents-Protest-Decision-to-Replace-Acting-Director-499997871.html,,,,
Huntsville,,Madison,AL,US,2018-11-07,,,,,,,Keep Families Together Rally in Huntsville and counterprotesters,,1,protest,1,0,0,0,1,1,https://www.apnews.com/a05b61b7b0b2430b8116f20001ab347a,,,,
Las Vegas,Cesar's Palace,Clark,NV,US,2018-11-07,,,,,,,Nevada Dems,Victory rally for Senator Jacky Rosen,1,rally,0,0,0,0,1,1,https://www.reviewjournal.com/news/politics-and-government/nevada/jacky-rosen-unseats-dean-heller-is-elected-to-us-senate-1521181/,,,,
Los Angeles,Hall of Justice,,CA,US,2018-11-07,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Montgomery,Alabama Surpeme Court,Montgomery,AL,US,2018-11-07,Over 600,600,,600,,,National Education Association Teachers in #RedForEd Campaign,Rallying support for public education ,0,Rally,0,0,0,0,1,1,https://www.al.com/news/2018/11/redfored-teachers-rally-at-alabama-supreme-court-hearing.html,,,,
New Paltz,New Paltz Town Hall,Ulster,NY,US,2018-11-07,,,,,,,New Paltz residents,supporting patriotic mural that was vandalized and boycotted,2,rally,0,0,0,0,1,1,https://www.foxnews.com/us/american-flag-mural-at-pizza-shop-vandalized-protested-in-small-town,,,,
Portland,Moda Center,Multnomah,OR,US,2018-11-07,na,1,,1,,,general protestor,protest against team sponsor and scopes manufacturer Leupold & Stevens,0,protest,0,0,0,0,1,1,https://www.wweek.com/news/2018/11/07/marine-veteran-surprised-the-portland-trail-blazers-last-night-with-mid-game-protest-of-military-contractor/,,,,
Santa Monica,office of The Blackstone Group,Los Angeles,CA,US,2018-11-07,more than 100,100,,100,,,"Alliance of Californians for Community Empowerment; Democratic Socialists of America,;LA Tenants Union",against Blackstome donations that helped defeat rent control proposition,0,protest,0,0,0,0,1,1,https://www.smdp.com/prop-10-protest-blackstone/170648,,,,
Valparaiso,Porter County Administration Center,Porter,IN,US,2018-11-07,nearly two dozen,24,,24,,,Porter County Residents,County mishandled voting information,0,Protest,0,0,0,0,1,1,https://www.nwitimes.com/news/local/govt-and-politics/temperatures-rise-as-porter-county-candidates-and-voters-protest-anxiously/article_2fd000f8-4a96-55cf-bb09-75f0673b6e3f.html,,,,
Washington,outside the home of Fox News presenter Tucker Carlson,DC,DC,US,2018-11-07,roughly 20,20,,20,,,Smash Racism DC,"protesting right-wing TV host; anti-racism, anti-fascism",1,protest,0,0,0,1,1,1,https://www.washingtonpost.com/nation/2018/11/08/they-were-threatening-me-my-family-tucker-carlsons-home-targeted-by-protesters/?utm_term=.988eb1664c82,,,,
Wilkes-Barre,Wilkes-Barre General Hospital cafeteria,Luzerne,PA ,US,2018-11-07,,,,,,,American Heart Association,Healthy eating is good for long-term heart health,0,demonstration,0,0,0,0,1,1,https://www.citizensvoice.com/news/american-heart-association-to-hold-free-healthy-cooking-demonstration-1.2407356,,,,
Boston,Boston Common,Suffolk,MA,US,2018-11-08,thousands,2000,,2000,,,general protestors,protesting Sessions resignation; protecting Mueller investigation,1,protest,0,0,0,0,1,1,https://www.wcvb.com/article/thousands-rally-at-boston-common-in-wake-of-sessions-resignation/24854089,,,,
Boulder,Glen Huntington Bandshell,Boulder,CO,US,2018-11-08,,1,,1,,,general protestors,against anti-Trump protesters,2,counter-protest,1,0,0,0,1,1,https://www.denverpost.com/2018/11/09/man-threatened-trump-protesters-boulder/,,,nearly ran over two police officers; tore up protester's sign; verbally threatened several protesters,
Brooklyn,Secondary School for Journalism in Park Slope,New York,NY,US,2018-11-08,nearly 100,100,,100,,,students,protesting Facebook-designed online learning program,0,protest; walkout,0,0,0,0,1,1,https://nypost.com/2018/11/10/brooklyn-students-hold-walkout-in-protest-of-facebook-designed-online-program/,,,,
Buffalo,Elmwood Village,Erie,NY,US,2018-11-08,perhaps 1000,1000,,1000,,,general protestors,protesting Sessions resignation; protecting Mueller investigation,1,protest; march,0,0,0,0,1,1,http://news.wbfo.org/post/1000-protest-support-special-prosecutor-robert-mueller,,,,
Charlottesville,outside Albermarle County Office,Charlottesville City,VA,US,2018-11-08,about 700,700,,700,,,Indivisible Charlottesville,Protesting the removal of jeff sessions; protecting mueller investigation,1,protest,0,0,0,0,1,1,https://www.cbs19news.com/content/news/At-least-700-protest-Jeff-Sessionss-removal-500094881.html,,,,
Coronado,Coronado Community Park,San Diego ,CA,US,2018-11-08,count pic,15,,15,,,general protestors,vigil to remember the victims of the Thousand Oaks shooting,0,vigil,0,0,0,0,1,1,https://www.nbclosangeles.com/news/local/San-Diego-Connection-Thousand-Oaks-Ventura-County-Bar-Shooting-500069591.html,https://twitter.com/stevenlukenbc/status/1060618579039576065,,partial count from picture,
Evanston,downtown,Cook,IL,US,2018-11-08,over 900,900,,900,,,Indivisible Evanston,protesting Sessions resignation; protecting Mueller investigation,1,protest; march,0,0,0,0,1,1,https://dailynorthwestern.com/2018/11/08/city/hundreds-march-through-evanston-protest-trumps-firing-of-sessions/,,,,
Las Vegas,Community Healing Garden,Clark,NV,US,2018-11-08,,,,,,,general protestors,vigil to remember the victims of the Thousand Oaks shooting,0,vigil,0,0,0,0,1,1,https://www.ktnv.com/news/healing-garden-in-las-vegas-hosts-community-vigil-after-deadly-shooting-in-california,,,,
Napa,outside Yountville Community Center,Napa,CA,US,2018-11-08,count pic,57,,57,,,general protestors,vigil to remember the victims of the Thousand Oaks shooting,0,vigil,0,0,0,0,1,1,https://abc7news.com/napa-county-holds-vigil-for-local-teen-killed-in-thousand-oaks-massacre/4651972/,http://www.sandiegouniontribune.com/visuals/photography/sd-candlelight-vigil-for-thousand-oaks-shooting-victim-justin-meek-20181108-photogallery.html,,partial count from picture,
New York,Times Square; Manhattan,New York,NY,US,2018-11-08,large crowds; several hundreds,300,,300,,,general protesters,"rally for protection of Mueller's investigation into Trump, protest following AG Sessions being fired ",1,rally; protest,0,0,0,0,1,0,https://www.motherjones.com/politics/2018/11/crowds-are-gathering-in-times-square-for-protect-mueller-rally-sessions-new-york-move-on/,https://komonews.com/news/local/protest-march-to-block-streets-at-height-of-seattle-evening-rush-hour,https://www.theguardian.com/us-news/live/2018/nov/08/elections-latest-live-us-news-updates-trump-ruth-bader-ginsburg-jim-acosta-cnn-american-politics-today?page=with:block-5be4cef8e4b0b627bf3cc949#block-5be4cef8e4b0b627bf3cc949,,
Norwalk,Town Green,Fairfield,CT,US,2018-11-08,300 or more,300,,300,,,general protesters,pro-Mueller Investigation protest,1,protest,0,0,0,0,1,0,https://www.thehour.com/news/article/Hundreds-rally-in-Norwalk-to-defend-Mueller-probe-13376328.php,,,one of many nation-wide pro-Mueller protests,
Norwalk,across the street from the Town Green,Fairfield,CT,US,2018-11-08,na,4,,4,,,general protesters,Counter-protesters to the pro-Mueller protest on the town green,2,counter-protest,0,0,0,0,0,1,https://www.thehour.com/news/article/Hundreds-rally-in-Norwalk-to-defend-Mueller-probe-13376328.php,,,,
Palo Alto,outside office of Rep Eshoo to City Hall,Santa Clara,CA,US,2018-11-08,na,800,,800,,,general protestors,protesting Sessions resignation; protecting Mueller investigation,1,protest; march,0,0,0,0,1,1,lost link,,,,
Portland,Waterfront,Multnomah,OR,US,2018-11-08,more than 1000,1000,,1000,,,general protestors,protesting Sessions resignation; protecting Mueller investigation,1,protest,0,0,0,0,1,1,https://pamplinmedia.com/pt/9-news/411755-312183-pdx-protesters-tell-trump-no-one-is-above-the-law-,,,,
Portola Valley,outside Matthew Whitaker,San Mateo,CA,US,2018-11-08,about 20,20,,20,,,general protestors,protesting Whitaker acting attorney general appointment,1,protest,0,0,0,0,1,1,https://www.almanacnews.com/news/2018/11/09/portola-valley-residents-protest-appointment-of-acting-attorney-general,,,,
Seattle,from Cal Anderson Park to Capitol Hill,King,WA,US,2018-11-08,thousands,2000,,2000,,,general protestors,protesting Sessions resignation; protecting Mueller investigation,1,protest;march,0,0,0,0,1,1,https://komonews.com/news/local/protest-march-to-block-streets-at-height-of-seattle-evening-rush-hour,,,,
Stratford,I-95 Highway,Fairfield,CT,US,2018-11-08,na,2,,2,,,White Wolves (White supremacy group),White Pride,2,protest,2,0,0,0,1,1,https://www.stamfordadvocate.com/news/article/White-supremacist-arrested-in-Election-Day-protest-13372318.php,,,,
Thousand Oaks,"outside Fred Kavil Theatre for the Performing Arts, 2100 Thousand Oaks Blvd",Ventura,CA,US,2018-11-08,thousands,2000,,2000,,,general protestors,vigil to remember the victims of the Thousand Oaks shooting,0,vigil,0,0,0,0,1,1,https://www.ajc.com/news/thousand-oaks-shooting-hundreds-gather-vigil-mourn-victims/vvqWN8Z1CKL8lD9qQLR8KJ/,https://abc7news.com/thousand-oaks-community-mourns-mass-shooting-victims-at-vigil/4650498/,,,
Thousand Oaks,Cal Lutheran University Chapel,Ventura,CA,US,2018-11-08,,,,,,,general protestors,vigil to remember the victims of the Thousand Oaks shooting,0,vigil,0,0,0,0,0,1,https://www.vcstar.com/picture-gallery/news/2018/11/09/cal-lutheran-holds-vigil-victims-thousand-oaks-mass-shooting/1936722002/,,,,
