CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Tampa,8068 N 56th St.,FL,US,2017-02-11,,150,150,150,165,135,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.tampabay.com/news/tampa-bay-planned-parenthood-protests-attract-hundreds-on-both-sides-of/2312937,,,,
Tempe,1250 E Apache Blvd,AZ,US,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/arizona/2017/02/11/planned-parenthood-rallies-protest-phoenix-tempe/97765664/,,http://www.fox10phoenix.com/news/arizona-news/235229583-story,,
Tempe,1250 E Apache Blvd,AZ,US,2017-02-11,,200,200,200,220,180,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.azcentral.com/story/news/local/arizona/2017/02/11/planned-parenthood-rallies-protest-phoenix-tempe/97765664/,,http://www.fox10phoenix.com/news/arizona-news/235229583-story,,
Troy,,NY,US,2017-02-11,,24,24,24,26.4,21.6,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.timesunion.com/local/article/Planned-Parenthood-supporters-rally-in-Albany-10925812.php,,,,
Tulsa,across the street from a Planned Parenthood clinic ,OK,US,2017-02-11,,24,24,24,26.4,21.6,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.fox23.com/news/oklahoma/protesters-end-government-support-for-planned-parenthood/493247468,,,,
Tulsa,in front of a Planned Parenthood clinic ,OK,US,2017-02-11,,12,12,12,13.2,10.8,general protesters,Support Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.fox23.com/news/oklahoma/protesters-end-government-support-for-planned-parenthood/493247468,,,,
Warren,29350 Van Dyke Ave,MI,US,2017-02-11,,100,100,100,110,90,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.dailytribune.com/general-news/20170211/counter-protesters-outshine-planned-parenthood-foes-in-warren,,,,
Warren,29350 Van Dyke Ave,MI,US,2017-02-11,,50,50,50,55,45,Center Right to Life,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.dailytribune.com/general-news/20170211/counter-protesters-outshine-planned-parenthood-foes-in-warren,,,,
Washington,Supreme Court,DC,US,2017-02-11,,50,50,50,55,45,general protesters,Defunding Planned Parenthood,2,march,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,
Washington,White House,DC,US,2017-02-11,,200,200,200,220,180,general protesters,Against deportation of undocumented immigrants; immigration,1,protest,0,0,0,0,0,1,http://thehill.com/homenews/news/319096-protesters-gather-outside-wh-to-protest-immigration-enforcement,,,,
Waterville,TD Bank,ME,US,2017-02-11,,15,17.5,20,16.5,18,general protesters,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/02/11/colby-college-students-press-td-bank-over-support-for-pipeline/,,http://colbyechonews.com/td-bank-must-divest-dapl/,,
Wenatchee,Planned Parenthood,WA,US,2017-02-11,,,,,,,general protestors,Supporting Planned Parenthood,1,rally,0,0,0,0,1,1,http://www.ncwlife.com/pro-life-advocates-rally-front-wenatchee-planned-parenthood/,,,,
Wenatchee,Planned Parenthood,WA,US,2017-02-11,,100,100,100,110,90,general protestors,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.ncwlife.com/pro-life-advocates-rally-front-wenatchee-planned-parenthood/,,,,
West Allis,2239 S 108th St.,WI,US,2017-02-11,,70,70,70,77,63,Pro-Life Wisconsin,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.jsonline.com/story/news/local/milwaukee/2017/02/11/protesters-seek-end-planned-parenthood-funding/97788634/,,,,
Wethersfield,Town Hall,CT,US,2017-02-11,,,,,,,Project Resistance',pro-equality; pro-immigrants; pro-environment,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1018446748287027/,,,,
White Plains,175 Tarrytown Rd.,NY,US,2017-02-11,,24,30,36,26.4,32.4,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.lohud.com/story/news/local/westchester/2017/02/11/protesters-call-defund-planned-parenthood-white-plains/97787216/,,,,
Wooster,Main Square,OH,US,2017-02-11,,357,378.5,400,392.7,360,general protesters,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.the-daily-record.com/local%20news/2017/02/12/rally-shows-support-for-immigrant-community,,,,
Baltimore,Patterson Park,MD,US,2017-02-12,,100,125,150,110,135,general protesters,"Against ICE raids, immigration",1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-immigration-rally-20170212-story.html,Headcount from photo,,,
Boston,Holocaust Memorial,MA,US,2017-02-12,,200,200,200,220,180,HIAS; Jewish Community Relations Council,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.timesofisrael.com/protesters-invoke-holocaust-at-boston-rally-against-trump-immigration-ban/,,,,
Buffalo Grove,Congregation Beth Am,IL,US,2017-02-12,,100,100,100,110,90,HIAS,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.dailyherald.com/article/20170212/news/170219680/,,,,
Chicago,Trump Tower,IL,US,2017-02-12,,200,200,200,220,180,comedy group,general anti-Trump,1,mass mooning,0,0,0,0,1,1,http://wsvn.com/news/politics/hundreds-gather-for-protest-in-chicago-to-moon-trump-tower/,,,,
Denver,Fletcher Plaza,CO,US,2017-02-12,,120,140,160,132,144,HIAS,Against immigration executive order,1,protest,0,0,0,0,1,1,https://twitter.com/RabbiMarkAsherG/status/830905767159009281,Headcount by CCC member present at protest.,,,
Glendale,5771 W. Eugie,AZ,US,2017-02-12,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/glendale/2017/02/12/rallies-and-against-abortion-rights-planned-parenthood-glendale-close-clinic-day/97823126/,,http://www.fox10phoenix.com/news/arizona-news/235229583-story,,
Glendale,5771 W. Eugie,AZ,US,2017-02-12,,200,200,200,220,180,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.azcentral.com/story/news/local/glendale/2017/02/12/rallies-and-against-abortion-rights-planned-parenthood-glendale-close-clinic-day/97823126/,,http://www.fox10phoenix.com/news/arizona-news/235229583-story,,
Indianapolis,St. Philip Neri Catholic School,IN,US,2017-02-12,,200,200,200,220,180,general protesters,"Against ICE raids, immigration",1,rally,0,0,0,0,1,1,http://indianapublicmedia.org/news/faith-leaders-rally-immigrant-protections-114048/,,,,
Mount Vernon,Mount Vernon Courthouse,WA,US,2017-02-12,,700,700,700,770,630,general protesters,"support Immigrant Rights, Farm Worker Rights",1,protest,0,0,0,0,1,1,http://komonews.com/news/local/hundreds-march-in-peaceful-protest-for-farm-worker-immigrant-rights,,,,
Mountain View,Mountain View Center for the Performing Arts,CA,US,2017-02-12,,200,200,200,220,180,HIAS,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.jweekly.com/2017/02/13/day-of-jewish-action-for-refugees-draws-bay-area-jews-to-protests-in-mountain-view-s-f/,,HIAS Twitter Feed,,
New York,Battery Park,NY,US,2017-02-12,,700,850,1000,770,900,HIAS; ADL,Against immigration executive order,1,demonstration,0,0,0,0,1,1,http://www.jta.org/2017/02/12/news-opinion/united-states/jews-gather-at-rallies-across-the-country-urging-support-for-refugees,http://www.tribecatrib.com/content/jewish-groups-protest-refugee-ban,,,
New York,Trump Tower,NY,US,2017-02-12,,40,40,40,44,36,general protesters,support LGBTQ rights,1,march; rally,0,0,0,0,0,1,http://www.amny.com/news/politics/lgbt-make-out-rally-at-trump-tower-participants-march-through-midtown-1.13110819,,,,
Newark,University of Delaware,DE,US,2017-02-12,,170,170,170,187,153,general protesters,Against immigration executive order,1,rally; march,0,0,0,0,1,1,http://www.delawareonline.com/story/news/local/2017/02/12/refugees-march-university-of-delaware-newark/97826554/,,,,
Salt Lake City,State Capitol Building,UT,US,2017-02-12,,200,200,200,220,180,"Utah Physicians for a Healthy Environment, HEAL Utah, the Mormon Environmental Stewardship Alliance, Utah Rivers Council, Utah Moms for Clean Air and the Sierra Club",support clean air; pro-environment,1,rally,0,0,0,0,1,1,http://www.sltrib.com/news/4840088-155/photo-gallery-hundreds-of-utahns-rally,,,,
San Francisco,,CA,US,2017-02-12,,200,200,200,220,180,HIAS,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.jweekly.com/2017/02/13/day-of-jewish-action-for-refugees-draws-bay-area-jews-to-protests-in-mountain-view-s-f/,,,,
West Palm Beach,Southern Blvd,FL,US,2017-02-12,,200,200,200,220,180,general protesters,anti-Trump,1,protest,0,0,0,0,1,1,http://postonpolitics.blog.palmbeachpost.com/2017/02/12/protesters-and-some-supporters-greet-trump-motorcade/,,,,
West Palm Beach,"Southern Blvd, northern side",FL,US,2017-02-12,,,,,,,general protesters,pro-Trump,2,demonstration,0,0,0,0,0,1,http://www.palmbeachpost.com/news/latest-protesters-supporters-line-southern-trump-leaves-palm-beach/tL82zFSsYVgq3JlxO3lFtK/,,,,
Anaheim,CKE Headquarters,CA,US,2017-02-13,,200,200,200,220,180,Hardee's workers,Against Puzder Nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.ocregister.com/articles/puzder-743912-carl-andy.html,,,,
Bel Air,15 Churchville Rd,MD,US,2017-02-13,,30,30,30,33,27,general protesters,Against repeal of Affordable Care Act; health care,1,march,0,0,0,0,1,1,http://www.baltimoresun.com/news/opinion/editorial/bs-ed-organized-20170218-story.html,,,,
Brighton,U.S. Rep. Mike Bishop's Brighton Office,MI,US,2017-02-13,,50,50,50,55,45,general protesters,Against repeal of Affordable Care Act; health care,1,protest,0,0,0,0,1,1,http://www.livingstondaily.com/story/news/local/community/brighton/2017/02/28/prosecutor-no-charges-incident-protest-outside-bishops-office/98523208/,,,,
Charlottesville,downtown park statue of Robert E. Lee,VA,US,2017-02-13,,,,,,,general protesters,against white supremacy,1,protest,0,0,0,0,1,1,http://www.wcyb.com/news/politics/va-gubernatorial-candidate-mobbed-by-protesters/331618692,,,,
Franklin,Public Square,TN,US,2017-02-13,,50,75,100,55,90,"Nashville Indivisible, Fight for 15",Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.wmcactionnews5.com/story/34482256/protesters-gather-in-downtown-franklin-to-oppose-labor-secretary-nominee,http://www.tennessean.com/story/news/2017/02/11/protesters-ask-andrew-puzder-stay-home-franklin/97788404/,http://www.newschannel5.com/news/local-news/franklin-protesters-against-labor-secretary-nominee,,
Greenville,3741 Charles St.,NC,US,2017-02-13,,40,40,40,44,36,Fight for 15,Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.reflector.com/News/2017/02/14/Group-protests-Trump-choice-for-Labor-Secretary.html,,,,
Honolulu,to the state Capitol,HI,US,2017-02-13,,2000,4000,6000,2200,5400,teachers,support raising taxes for school funding; education,1,march; rally,0,0,0,0,1,1,http://www.hawaiinewsnow.com/story/34492744/thousands-of-hawaii-teachers-march-for-more-education-funding-better-pay,,,,
Las Vegas,,NV,US,2017-02-13,,200,200,200,220,180,Fast Food Workers,Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.ktnv.com/news/fast-food-workers-protest-labor-secretary-nominee,,,,
Los Angeles,960 Wilshire Blvd,CA,US,2017-02-13,,20,20,20,22,18,"Gender Justice LA, National Queer Asian Pacific Islander Alliance, Mujeres de Maiz",Against Dakota Access Pipeline,1,road blockade,0,0,0,0,1,1,http://www.nbclosangeles.com/news/local/Pipeline-Protest-Blocks-Traffic-in-Downtown-Los-Angeles-413782793.html,,,,
Milwaukee,S 5th St.,WI,US,2017-02-13,,10000,15000,20000,11000,18000,Voces de la Frontera,Against Milwaukee Sheriff arresting undocumented immigrants,1,march,0,0,0,0,1,1,http://www.chicagotribune.com/news/nationworld/midwest/ct-milwaukee-immigration-protest-20170213-story.html,,http://www.jsonline.com/story/news/local/milwaukee/2017/02/13/day-without-latinos-rally-march-planned-morning/97843548/,,
Oakland,3770 Telegraph Ave.,CA,US,2017-02-13,,60,60,60,66,54,SEIU; Fight for 15,Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.ktvu.com/news/235631376-story,,,,
Orlando,Pine Hills Hardee's,FL,US,2017-02-13,,17,17,17,18.7,15.3,Florida Fight for $15,Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://orlando-politics.com/2017/02/13/activists-protest-donald-trumps-labor-secretary-nominee-in-orlando/,,,,
Port Townsend,Port Townsend post office,WA,US,2017-02-13,,60,60,60,66,54,general protesters,against ICE raids; immigration,1,protest,0,0,0,0,1,1,http://www.peninsuladailynews.com/news/dozens-gather-in-port-townsend-for-protest-against-raids-deportation/,,,,
Saint Louis,Hardee's HQ,MO,US,2017-02-13,,200,200,200,220,180,Hardee's workers,Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.commondreams.org/news/2017/02/13/notourlaborsec-fast-food-workers-protest-puzder-corporate-offices-and-chains,,,,
San Francisco,,CA,US,2017-02-13,,150,150,150,165,135,tech workers,"Against ""Muslim ban"", immigration",1,protest,0,0,0,0,1,1,https://www.cnet.com/news/trump-immigration-ban-tech-workers-protest-no-ban-no-wall/,,,,
Spokane,10 N Post St.,WA,US,2017-02-13,,100,150,200,110,180,general protesters,Against repeal of Affordable Care Act; health care,1,protest,0,0,0,0,1,1,http://www.khq.com/story/34495640/rally-held-outside-cathy-mcmorris-rodgers-office-in-spokane,http://www.king5.com/news/politics/obamacare-supporters-protest-outside-office-of-wa-rep-mcmorris-rodgers/408256473,,,
Washington,Howard University,DC,US,2017-02-13,,25,25,25,27.5,22.5,students,anti-Trump,1,protest,0,0,0,0,1,1,https://www.insidehighered.com/news/2017/02/14/howard-students-protest-trump-devos,,,,
Arlington,City Hall,WA,US,2017-02-14,,3,4,5,3.3,4.5,general protesters,Against police shooting; against police brutality,1,protest,0,0,0,0,1,1,http://q13fox.com/2017/02/14/protesters-demonstrate-after-arlington-police-open-fire-on-teenager-who-allegedly-had-a-knife/,,,,
Boulder,Creekside Elementary School,CO,US,2017-02-14,,320,320,320,352,288,students,anti-Trump,1,kindness march,0,0,0,0,1,1,http://www.dailycamera.com/boulder-county-schools/ci_30803074/creekside-elementary-students-organize-kindness-march,,,,
Greenville,130 S Main St.,SC,US,2017-02-14,,24,24,24,26.4,21.6,general protesters,Demanding Sen. Graham hold town halls,1,protest,0,0,0,0,1,1,http://www.greenvilleonline.com/story/news/2017/02/14/valentines-protest-graham-office/97896802/,,,,
Huntington Beach,101 Main St.,CA,US,2017-02-14,,60,80,100,66,90,Indivisible 48,demanding Rep. Dana Rohrabacher hold a town hall,1,,0,2,0,0,1,1,http://www.usnews.com/news/california/articles/2017-02-14/congressman-claims-staffer-injured-during-oc-protest,http://www.ocregister.com/articles/office-744052-rohrabacher-activists.html,,,
Ithaca,Cornell University,NY,US,2017-02-14,,15,15,15,16.5,13.5,Cornell University Students,Against speech by Tea Party leader Michael Johns,1,protest,0,0,0,0,1,1,http://cornellsun.com/2017/02/15/students-protest-private-lecture-calling-it-a-safe-space-for-white-supremacy/,,,,
Las Cruces,NM State University,NM,US,2017-02-14,,50,50,50,55,45,students,Love Trumps Hate,1,march,0,0,0,0,1,1,http://www.lcsun-news.com/story/news/2017/02/14/nmsu-students-stage-love-trumps-hate-march/97917072/,,,,
New Haven,994 Chapel St.,CT,US,2017-02-14,,50,50,50,55,45,general protesters,Against Dakota Access Pipeline,1,civil disobedience,4,0,0,0,1,1,http://www.newhavenindependent.org/index.php/archives/entry/pipeline_protest/,,,,
New York,Foley Square,NY,US,2017-02-14,,200,200,200,220,180,general protesters,Against ICE raids; immigration,1,protest,0,0,0,0,1,1,http://pix11.com/2017/02/15/hundreds-gather-to-express-support-for-immigrants-protest-ice-raids/,,,,
Orlando,Walt Disney World,FL,US,2017-02-14,,24,30,36,26.4,32.4,Organize Florida,Demanding Disney CEO step down from Trump advisory council,1,protest,0,0,0,0,1,1,http://www.orlandosentinel.com/business/os-bz-unions-trump-iger-20170214-story.html,,,,
Philadelphia,ICE Offices,PA,US,2017-02-14,,24,24,24,26.4,21.6,New Sanctuary Movement of Philadelphia,Against arrests of undocumented immigrants,1,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/breaking/Activists-protest-immigration-arrest-in-Philly.html,,,,
Rock Hill,Senator Lindsey Graham's office,SC,US,2017-02-14,,25,25,25,27.5,22.5,general protesters,Against repeal of Affordable Care Act; health care,1,protest,0,0,0,0,1,1,http://www.heraldonline.com/news/local/article132694719.html,,,,
Roseburg,Douglas County Fairgrounds,OR,US,2017-02-14,,100,100,100,110,90,general protesters,Against local LNG pipeline,1,protest,0,0,0,0,1,1,http://www.heraldandnews.com/news/local_news/jordan-cove-lng-updates-roseburg-chamber-amid-protest/article_5dd91bf1-09c1-5085-a19e-bde74ea68aa7.html,,,,
Tacoma,Northwest Detention Center,WA,US,2017-02-14,,24,24,24,26.4,21.6,Northwest Detention Center Resistance,Against Detention of undocumented immigrant Daneil Medina,1,protest,0,0,0,0,1,1,http://www.thenewstribune.com/news/politics-government/article132808244.html,,,,
Vista,1800 Thibodo Rd,CA,US,2017-02-14,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,outside Rep. Issa's office,
Vista,1800 Thibodo Rd.,CA,US,2017-02-14,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Winston-Salem,U.S. Senator Richard Burr's office,NC,US,2017-02-14,,100,100,100,110,90,general protesters,Against repeal of Affordable Care Act; health care,1,protest,0,0,0,0,1,1,http://www.morganton.com/news/state/protesters-stage-valentine-s-day-rally-outside-sen-burr-s/article_0bd47c42-e47a-5dd8-852d-0fe249016da6.html,,,,
Woodbridge,1 County Complex Ct.,VA,US,2017-02-14,,24,24,24,26.4,21.6,general protesters,Against immigration stance of County Commissioner Corey Stewart,1,protest,0,0,0,0,1,1,http://www.wusa9.com/news/local/dozens-protest-corey-stewarts-immigration-policy/408458883,,,,
Boston,Israeli Consulate,MA,US,2017-02-15,,50,50,50,55,45,Jewish Voice for Peace-Boston,Against Trump policies toward Israel,1,march,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/02/15/protest-targets-trump-netanyahu-policies/6NjmF1h0340fcwxODSpGfP/story.html,,,,
Del Valle,State Highway 71,TX,US,2017-02-15,,50,75,100,55,90,general protesters,support immigrant rights,1,protest,0,0,0,0,1,1,http://kxan.com/2017/02/15/del-valle-high-school-students-march-down-sh-71/,,,,
Durham,University of New Hampshire,NH,US,2017-02-15,,,,,,,student protesters,against global gag rule,1,protest,0,0,0,0,1,1,http://www.fosters.com/news/20170215/students-protest-mexico-city-policy-at-unh,,,,
Greenville,Furman University,SC,US,2017-02-15,,75,87.5,100,82.5,90,Students for Solidarity,against immigration ban,1,rally,0,0,0,0,1,1,http://www.greenvilleonline.com/picture-gallery/news/2017/02/15/students-for-solidarity-rally-held-at-furman/97968638/,,,,
Houston,Harris County Jail,TX,US,2017-02-15,,27,27,27,29.7,24.3,Black Lives Matter,Protesting death of African-American Vincent Young in prison; black lives matter; against racism,1,protest,0,0,0,0,1,1,http://www.chron.com/news/houston-texas/article/Former-inmate-s-supporters-question-suicide-ruling-10935747.php#photo-12380009,,,,
Ithaca,Cornell University,NY,US,2017-02-15,,15,15,15,16.5,13.5,general protesters,against white supremacy; against hate speech,1,protest,0,0,0,0,1,1,http://cornellsun.com/2017/02/15/students-protest-private-lecture-calling-it-a-safe-space-for-white-supremacy/,,,,
Las Cruces,Federal Courthouse,NM,US,2017-02-15,,24,24,24,26.4,21.6,general protesters,Against ICE raids; immigration,1,protest,0,0,0,0,1,1,http://nmpolitics.net/index/2017/02/protesters-shut-down-street-after-ice-raid-in-las-cruces/,,,,
Las Cruces,Thomas Branigan Memorial Library,NM,US,2017-02-15,,20,20,20,22,18,general protesters,Against ICE raids; immigration,1,protest,0,0,0,0,0,1,http://www.lcsun-news.com/story/news/local/2017/02/15/tour-rallies-affordable-care-act-supporters-las-cruces/97963322/,,,,
Nashville,Tennessee Statehouse,TN,US,2017-02-15,count pic,20,22.5,25,22,22.5,general protesters,support LGBTQ rights,1,protest,0,0,0,0,1,1,http://wkrn.com/2017/02/15/live-330-state-lawmakers-to-discuss-details-of-bathroom-bill-defense-of-marriage-act/,headcount from photo,,,
Pleasant Hill,,CA,US,2017-02-15,,20,20,20,22,18,Together We Will-Contra Costa County,Demanding pro-Trump Board of Education Trustee Step Down,1,protest,0,0,0,0,1,1,http://www.eastbaytimes.com/2017/02/15/protesters-demand-school-trustee-resign-for-pro-trump-tweets/,,,,
Stamford,Uconn-Stamford,CT,US,2017-02-15,,30,30,30,33,27,Resist ,anti-racism; Black Lives Matter; pro-immigration,1,protest,0,0,0,0,1,1,http://www.stamfordadvocate.com/local/article/UConn-Stamford-students-rally-against-racism-10935399.php,,,,
Washington,Trump Hotel,DC,US,2017-02-15,,200,200,200,220,180,IfNotNow,In support of immigrant community; against Israel's Netanyahu,1,protest,0,0,0,0,1,1,https://twitter.com/IfNotNowOrg,https://twitter.com/ESMiller59/status/832000293449646080,,,
Westfield,,NJ,US,2017-02-15,,120,120,120,132,108,New Jersey Citizen Action,Supporting Planned Parenthood,1,rally,0,0,0,0,1,1,http://www.nj.com/union/index.ssf/2017/02/protestors_persist_in_rallies_outside_gop_congress.html,,,,
Annapolis,,MD,US,2017-02-16,,,,,,,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.capitalgazette.com/news/ph-ac-cn-immigrants-boycott-0217-20170217-story.html,,,,
Asheville,,NC,US,2017-02-16,,,,,,,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,http://wlos.com/news/local/day-without-immigrants-protest-impacts-mountain-restaurants,,,,
Atlanta,ICE Headquarters,GA,US,2017-02-16,,200,200,200,220,180,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.cbs46.com/story/34527885/protesters-march-against-recent-immigration-raids-by-trump-administration,,,,
Austin,Highways 290 and 71,TX,US,2017-02-16,,,,,,,students,support Immigrant Rights,1,walkout,0,0,0,0,1,1,https://austinautonomedia.noblogs.org/rundberg-rebellion-retrospective/,,,,
Austin,City Hall,TX,US,2017-02-16,,240,620,1000,264,900,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.statesman.com/news/breaking-news/more-join-protesters-rallying-downtown-austin-support-immigrants/hqDb805aVTYpeA1NFPOkuK/,http://www.dallasnews.com/news/photos/2017/02/16/photos-texans-join-nation-day-without-immigrants-protest,http://www.usatoday.com/story/news/nation/2017/02/16/a-day-without-immigrants-strike/97965460/,,
Baltimore,Patterson Park,MD,US,2017-02-16,,200,200,200,220,180,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-day-without-immigrants-20170216-story.html,,,,
Baton Rouge,,LA,US,2017-02-16,,,,,,,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/business/article_25bfd41c-f466-11e6-bb48-cf78d7e9b15a.html,,,,
Bluffton,Bluffton Parkway near Simmonsville Road,SC,US,2017-02-16,,100,100,100,110,90,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.islandpacket.com/latest-news/article133171654.html,,,,
Boca Raton,,FL,US,2017-02-16,,40,40,40,44,36,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.palmbeachpost.com/news/exclusive-workers-say-contractor-fired-them-after-immigration-protest/L455Dl6GNAcjiyDpFVVXzJ/,,,,
Boise,,ID,US,2017-02-16,,200,200,200,220,180,general protesters,against Betsy DeVos appointment; education,1,protest,0,0,0,0,1,1,http://www.idahostatesman.com/news/local/education/article133155104.html,,,,
Bonita Springs,,FL,US,2017-02-16,,,,,,,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.nbc-2.com/story/34536402/bonita-springs-school-staff-claim-they-were-fired-after-protest,,,,
Buffalo,,NY,US,2017-02-16,,24,30,36,26.4,32.4,general protesters,Demanding firing of school board member for racist comments; against racism; education,0,protest,0,0,0,0,1,1,http://www.wkbw.com/news/protesters-bring-school-board-meeting-to-stop,,,,
Catoosa,,OK,US,2017-02-16,,12,12,12,13.2,10.8,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/national/oklahoma-restaurant-fires-employees-who-participated-protest/UukpXNpoTECkRBYiAIYkcL/,,,,
Charlotte,Marshall Park,NC,US,2017-02-16,,7000,7500,8000,7700,7200,general protesters,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.wsoctv.com/news/local/businesses-refuse-to-open-for-national-immigrant-strike/494553024,http://www.wbtv.com/story/34522968/thousands-take-to-uptown-streets-for-a-day-without-immigrants-march,,,
Chicago,Union Park,IL,US,2017-02-16,,200,1100,2000,220,1800,general protesters,Against immigration executive order,1,rally,0,0,0,0,1,1,http://abc7chicago.com/news/immigrants-rally-as-part-of-national-day-of-action/1757486/,http://chicagoist.com/2017/02/16/more_than_a_thousand_protesters_are.php#photo-1,,,
Columbus,State House,OH,US,2017-02-16,,200,200,200,220,180,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://abc6onyourside.com/news/local/day-without-immigrants-protests-come-to-columbus,,,,
Dallas,Moises E. Molina High School,TX,US,2017-02-16,,80,100,120,88,108,Students,support Immigrant Rights,1,walk out,0,0,0,0,1,1,http://www.dallasnews.com/news/photos/2017/02/16/photos-texans-join-nation-day-without-immigrants-protest,,,,
Denver,,CO,US,2017-02-16,,,,,,,general protesters,support Immigrant Rights,1,strike,0,0,0,0,1,1,https://www.denverite.com/denver-day-without-immigrants-protest-half-empty-classrooms-closed-restaurants-29697/,,,,
Des Moines,State Capitol,IA,US,2017-02-16,,2000,2250,2500,2200,2250,general protesters,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.desmoinesregister.com/story/news/2017/02/16/protesters-march-state-capitol-day-without/97905928/,,,,
Detroit,Clark Park,MI,US,2017-02-16,,200,350,500,220,450,Mangonadas Del Barrio,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.crainsdetroit.com/article/20170216/NEWS/170219882/detroit-businesses-close-for-day-without-immigrants-protests,http://www.freep.com/story/news/local/michigan/detroit/2017/02/16/day-without-immigrants-protest-detroit/97991056/,http://www.detroitnews.com/picture-gallery/news/local/detroit-city/2017/02/16/a-day-without-immigrants-rally-and-march-in-southwest-detroit/98000130/,,
East Lansing,East Lansing Public Library,MI,US,2017-02-16,hundreds,200,,200,,,Indivisible Michigan 8th DIstrict,"against U.S. Representative Mike Bishop, against President Trump",1,protest,0,0,0,0,1,1,https://eastlansinginfo.org/content/congressmans-staff-encounter-hundreds-protesters-library,https://www.lansingstatejournal.com/story/news/local/2017/02/16/crowd-gathers-see-bishops-staff-east-lansing/97989256/,,,
Fresno,,CA,US,2017-02-16,,3700,3700,3700,4070,3330,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article133127894.html,countlove,,,
