CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Louisville,601 W Broadway,Jefferson,KY,US,2019-05-21,,,,,,,Planned Parenthood Advocates of Indiana and Kentucky; Indivisible KY,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Lowell,Stevens and Chelmsford Street,Middlesex,MA,US,2019-05-21,,,,,,,Reproductive Rebels,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Ludington,,Mason,MI,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.michiganadvance.com/blog/cecile-richards-to-headline-rally-fighting-abortion-bans/,,,,,,
Macomb,Chandler Park Gazebo,McDonough,IL,US,2019-05-21,about 30,30,,30,,,Indivisible of West-Central Illinois,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.tspr.org/post/pro-choice-rally-macomb,https://www.stopabortionbans.org,,,,,
Madison,state capitol,Dane,WI,US,2019-05-21,hundreds,200,,200,,,Madison Now; Madison Abortion Defense,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://wkow.com/2019/05/23/hundreds-attend-stop-the-bans-rally-for-abortion-access-at-capitol/,https://www.stopabortionbans.org,,,,,
Madison,state capitol,Dane,WI,US,2019-05-21,about a half-dozen,6,,6,,,general protestors,against abortion rights,2,counter protest,0,0,0,0,0,1,https://wkow.com/2019/05/23/hundreds-attend-stop-the-bans-rally-for-abortion-access-at-capitol/,,,,,,
Maplewood,outside train station,Essex,NJ,US,2019-05-21,around 200,200,,200,,,Now of New Jersey; Blue Wave New Jersey; Soma Action,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.nj.com/news/2019/05/hundreds-in-nj-gather-to-protest-anti-abortion-laws.html,https://www.insidernj.com/press-release/rally-englewood-stop-abortion-bans/,,,,,
Marquette,,Marquette,MI,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,https://www.michiganadvance.com/blog/cecile-richards-to-headline-rally-fighting-abortion-bans/,,,,,
Matawan,,Monmouth,NJ,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.insidernj.com/press-release/rally-englewood-stop-abortion-bans/,,,,,,
Medford,,Jackson,OR,US,2019-05-21,,,,,,,ORD2 Indivisible; Women’s March of Southern Oregon,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Memphis,Civic Plaza,Shelby,TN,US,2019-05-21,nearly 100,100,,100,,,Planned Parenthood of Tennessee and North Mississippi,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.localmemphis.com/news/local-news/pro-choice-activists-in-memphis-protest-against-abortion-bans/,https://wreg.com/2019/05/21/abortion-rights-supporters-to-rally-in-downtown-memphis/,,,,,
Milford,downtown,Worcester,MA,US,2019-05-21,half a dozen,6,,6,,,Planned Parenthood Action Fund,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.metrowestdailynews.com/news/20190521/milford-abortion-protest-part-of-national-day-of-action,,,,,,
Mission Viejo,corner of Chrisanta Drive and La Paz Road,Orange,CA,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://ocweekly.com/tuesday-may-21-pro-choice-rallies-in-oc/,,,,,,
Missoula,County Courthouse,Missoula,MT,US,2019-05-21,about 150; about 200,150,,200,,,Planned Parenthood Advocates of Montana; Missoula Rises; Susan Wicklund FundP,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://missoulian.com/news/local/missoulians-rally-to-protect-abortion-rights/article_0521a19b-2d31-5930-a51e-7662cf9a7286.html,https://www.mtpr.org/post/montanans-join-national-protests-against-abortion-bans,,,,,
Monterey,717 Del Monte Ave,Monterey,CA,US,2019-05-21,,,,,,,Women’s March Monterey Bay,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Montpelier,outside state capitol,Washington,VT,US,2019-05-21,,,,,,,general protestors,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.wcax.com/content/news/Scott-to-allow-abortion-bill-become-law-510211651.html,https://www.stopabortionbans.org,,,,,
Napa,downtown,Napa,CA,US,2019-05-21,dozens,24,,24,,,Rise Up Napa,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://napavalleyregister.com/news/local/napans-protest-restrictive-abortion-laws-with-metal-coat-hangers-in/article_e46f1bb3-e506-5dba-a90f-80d3a70d4364.html,,,,,,
Nashville,Legislative Plaza,Davidson,TN,US,2019-05-21,more than 100,100,,100,,,Tennessee Advocates for Planned Parenthood; Above All Action Fund; ACLU; Emily's List; Indivisible; MoveOn; NARAL; Ultraviolet; Women's March,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.tennessean.com/story/news/politics/2019/05/21/stop-the-bans-rally-taking-place-nashville/3754079002/,https://www.stopabortionbans.org,,,,,
Needham,Needham Town Hall,Norfolk,MA,US,2019-05-21,dozens,20,,20,,,Progressive Needham,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://needham.wickedlocal.com/news/20190522/stand-up-fight-back-dozens-gather-in-needham-to-protest-alabama-abortion-law,,,,,,
New York,West 125th Street; Manhattan,New York,NY,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,protest,,,,,1,1,https://www.stopabortionbans.org,,,,,,
New York,"Lafayette street, Center street and Worth Street; Manhattan",New York,NY,US,2019-05-21,hundreds,200,,200,,,Planned Parenthood of NYC,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,0,0,0,0,0,1,https://www.stopabortionbans.org,https://news-photos-features.com/2019/05/23/new-yorkers-rally-to-Stop the Bans-and-preserve-reproductive-freedom/,,,,,
New York,Brooklyn; Tailfeather Bar ,Kings,NY,US,2019-05-21,,,,,,,Brooklyn Witches,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,0,1,https://www.stopabortionbans.org,,,,,,
New York,Foley Square; Manhattan,New York,NY,US,2019-05-21,hundreds,200,,200,,,ACLU; Planned Parenthood Action Fund; NARAL Pro-Choice America,civil rights; for abortion rights,1,protest,0,0,0,0,0,1,https://gothamist.com/news/photos-hundreds-rally-for-abortion-rights-in-foley-square-to-Stop the Bans,,,,,,
New York,Times Square; Manhattan,New York,NY,US,2019-05-21,hundreds,200,,200,,,Ilhan Must Go,legislative; against Ilhan Omar; for Israel,2,protest,0,0,0,0,0,1,https://www.jpost.com/American-Politics/Hundreds-of-Jews-gather-in-Times-Square-to-protest-Ilhan-Omar-590303,,,,,,
New York,Times Square; Manhattan,New York,NY,US,2019-05-21,,,,,,,general protestors,International; for palestine,1,counter protest,0,0,0,0,0,1,https://www.jpost.com/American-Politics/Hundreds-of-Jews-gather-in-Times-Square-to-protest-Ilhan-Omar-590303,,,,,,
Northampton,Main St,Hampshire,MA,US,2019-05-21,,,,,,,Indivisible Northampton/PVWM,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Oberlin,64 north Cedar Street,Lorain,OH,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.news5cleveland.com/news/state/stop-the-ban-protests-happening-across-the-country-including-cleveland,,,,,,
Oklahoma City,State Capitol,Oklahoma ,OK,US,2019-05-21,about 40,40,,40,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Foklahoman.com%2Farticle%2F5631987%2Foklahoma-abortion-rights-advocates-join-national-day-of-action&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C199d3af9036549f0d58408d6e3ed8991%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636947006688809215&sdata=uQxsSbdNL1V%2BL2a7i8L70zdh4TUD1QymsUI73P87i6g%3D&reserved=0,,,,,,
Orlando,101 E Central Blvd,Orange,FL,US,2019-05-21,,,,,,,Planned Parenthood of Southwest and Central Florida,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,rally?,,,
Oshkosh,315 N Main St,Winnebago,WI,US,2019-05-21,,,,,,,Oshkosh Tuesday Rally Group,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Oxford,Square Books steps,Lafayette ,MS,US,2019-05-21,,,,,,,Lafayette County Democratic Party,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://hottytoddy.com/2019/05/21/abortion-ban-protestors-advocate-for-womens-reproductive-health-rights-on-the-square/,,,,,,
Palo Alto,El Camino Real,Santa Clara,CA,US,2019-05-21,nearly 100,100,,100,,,Palo Alto Raging Grannies Action League; Palo Alto Women's International League for Peace and Freedom,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.stanforddaily.com/2019/05/22/local-ralliers-protest-abortion-bans/,https://www.stopabortionbans.org,,,,,
Park Ridge,Maine South,Cook,IL,US,2019-05-21,,,,,,,students,pro-choice; against abortion ban; stop abortion bans day of action,1,walkout,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Pasadena,City Hall,Los Angeles,CA,US,2019-05-21,approximately 500,500,,500,,,Planned Parenthood; ACLU; Women's March; NARAL; MoveOn; Indivisible,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.monroviaweekly.com/news/abortion-bans-prompt-significant-protests-in-pasadena-and-across-the-u-s/,https://www.stopabortionbans.org,,,,,
Philadelphia,Center City,Philadelphia,PA,US,2019-05-21,,,,,,,Planned Parenthood of Southeastern Pennsylvania,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://6abc.com/politics/stop-the-bans-rallies-held-in-philadelphia-across-us/5311001/,,,,,,
Phoenix,State Capitol,Maricope,AZ,US,2019-05-21,an estimated 200,200,,200,,,Planned Parenthood Advocates of Arizona,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.kgun9.com/news/local-news/abortion-rights-protesters-rally-at-arizona-capitol,https://www.stopabortionbans.org,,,,,
Pittsburgh,Grant Street,Allegheny,PA,US,2019-05-21,dozens,24,,24,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.wtae.com/article/advocates-protest-newly-passed-laws-restricting-abortion-in-other-states/27547153,,,,,,
Pittsfield,Park Square,Berkshire,MA,US,2019-05-21,,,,,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://spectrumlocalnews.com/nys/capital-region/news/2019/05/21/protesters-rally-in-pittsfield-to-stop-abortion-bans#,,,,,,
Port Huron,Corner of Sanborn and Pine Grove,St. Clair,MI,US,2019-05-21,,,,,,,St. Clair County Democrats,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,https://www.michiganadvance.com/blog/cecile-richards-to-headline-rally-fighting-abortion-bans/,,,,,
Portland,Congress Street & High Street,Cumberland,ME,US,2019-05-21,,,,,,,Planned Parenthood Maine Action Fund,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Portland,Terry Schrunk Plaza,Multnomah,OR,US,2019-05-21,at least 1000,1000,,1000,,,NARAL Oregon; Planned Parenthood Advocates of Oregon,civil rights; for abortion rights,1,protest,0,0,0,0,0,1,https://www.oregonlive.com/portland/2019/05/pro-abortion-rally-draws-at-least-1000-in-downtown-portland.html,https://www.stopabortionbans.org,,,,,
Providence,State House,Providence,RI,US,2019-05-21,dozens,24,,24,,,Angry Women in Rhode Island,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.abc6.com/story/40512689/prochoice-rhode-islanders-participate-in-stop-the-bans-rally,https://www.stopabortionbans.org,,,,,
Provo,,Utah,UT,US,2019-05-21,,,,,,,W\omen's March Provo Chapter,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.deseret.com/2019/5/21/20673853/hundreds-in-utah-join-nationwide-abortion-law-protests#kaylee-crump-center-cheers-during-a-rally-against-abortion-bans-as-part-of-stop-the-bans-day-of-action-at-the-capitol-in-salt-lake-city-on-tuesday-may-21-2019,,,,,,
Puyallup,4110 S Meridian,Pierce,WA,US,2019-05-21,,,,,,,Planned Parenthood Votes Northwest & Hawaii,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Raleigh,West Raleigh Women’s Health Clinic,Wake,NC,US,2019-05-21,about 300,300,,300,,,NARAL-Pro Choice NC,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.newsobserver.com/news/local/article230651344.html,https://www.stopabortionbans.org,,,,,
Raleigh,West Raleigh Women’s Health Clinic,Wake,NC,US,2019-05-21,NA,1,,1,,,general protestors,civil rights; against abortion rights; counter protest,2,counter protest,0,0,0,0,0,1,https://abc11.com/politics/stop-the-ban-rally-in-raleigh-draws-large-crowd-of-abortion-rights-supporters/5311848/,,,,,,
Rio Grande ,Intersection of routes 9 and 47,Cape May,NJ,US,2019-05-21,about 40,40,,40,,,Cape May County Indivisible,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.capemaycountyherald.com/news/government/article_54b592d2-7d96-11e9-a03a-cba1d32db556.html,https://www.stopabortionbans.org,,,,,
Roanoke,City Market,Roanoke,VA,US,2019-05-21,dozen,12,,12,,,Roanoke Indivisible,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.wsls.com/news/2019/05/21/stop-the-ban-demonstration-held-in-downtown-roanoke/,,,,,,
Rockland,outside county courthouse,Knox,ME,US,2019-05-21,NA,100,,100,,,Midcoast Invisible,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://knox.villagesoup.com/p/protestors-turn-out-to-back-abortion-rights/1815555,,,,,,
Roswell,Pioneer Plaza; 400 N Main,Chaves,NM,US,2019-05-21,about 12,12,,12,,,Roswell Indivisible,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://twitter.com/RoswellIndivis/status/1130841584121966593,https://www.rdrnews.com/2019/05/21/local-women-express-views-on-abortion/,,,,,
Roswell,Pioneer Plaza,Chaves,NM,US,2019-05-21,,,,,,,Citizens For Life,civil rights; against abortion rights; counter protest,2,counter protest,0,0,0,0,0,1,https://www.rdrnews.com/2019/05/21/local-women-express-views-on-abortion/,,,,,,
Sacramento,capitol steps,Sacramento,CA,US,2019-05-21,,,,,,,Planned Parenthood Affiliates Of California,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Sag Harbor,Sag Harbor Wharf,Suffolk,NY,US,2019-05-21,,,,,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://patch.com/new-york/northfork/carrying-hangers-group-rallies-against-abortion-bans,,,,,,
Saint Paul,75 MLK Blvd,Ramsey,MN,US,2019-05-21,,,,,,,"Women Winning; Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund",pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2019-05-21,more than 300,300,,300,,,Planned Parenthood Of Utah; Alliance For A Better Utah,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.sltrib.com/news/politics/2019/05/21/hundreds-rally-utah/,,,,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2019-05-21,NA,1,,1,,,general protestors,against abortion rights; counter protest,1,counter protest,0,0,0,0,0,1,https://apnews.com/86dfa1c3c4ae4355b26b6d9091aceb9e,,,,,,
San Clemente,208 Terramar,Orange,CA,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,protest,,,,,1,1,https://ocweekly.com/tuesday-may-21-pro-choice-rallies-in-oc/,,,,,,
San Diego,outside courthouse,San Diego,CA,US,2019-05-21,hundreds,200,,200,,,Stop The Bans; Indivisible San Diego; Planned Parenthood; Aclu; Naral,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.cbs8.com/article/news/politics/stop-the-bans-rallies-held-in-san-diego-and-across-the-country-to-protest-abortion-laws/509-0c73ed23-e4e5-4262-839a-3a7a1fd8284d,,,,,,
San Francisco,City Hall,San Francisco,CA,US,2019-05-21,hundreds,200,,200,,,Stop The Ban,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/In-wake-of-restrictive-abortion-laws-13868173.php,,,,,,
San Jose,200 East Santa Clara Street; 3090 Stevens Creek Blvd,Santa Clara,CA,US,2019-05-21,,,,,,,general protestors; Orchard City Indivisible ,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
San Luis Obispo,Superior Court,San Luis Obispo,CA,US,2019-05-21,hundreds,200,,200,,,Women's March Slo,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.sanluisobispo.com/news/local/article230635209.html,https://www.stopabortionbans.org,,,,,
Sandwich,Mill Park,Barnstable,MA,US,2019-05-21,,,,,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.capenews.net/sandwich/news/sandwich-group-joins-national-stop-the-bans-protests/article_ffed88c6-191a-5b78-8669-7e00441eb9f0.html,,,,,,
Santa Barbara,Courthouse,Santa Barbara,CA,US,2019-05-21,more than a hundred,100,,100,,,Planned Parenthood Central Coast Action Fund,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.independent.com/multimedia/santa-barbara-rallies-to-protect-legal-abortion/,https://www.stopabortionbans.org,,,,,
Santa Cruz,Town Clock,Santa Cruz,CA,US,2019-05-21,hundreds,200,,200,,,Planned Parenthood; Sister Song; Planned Parenthood; Aclu,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.santacruzsentinel.com/2019/05/21/photo-abortion-rights-advocates-gather-at-santa-cruzs-town-clock/,https://www.stopabortionbans.org,,,,,
Santa Fe,Santa Fe Plaza,Santa Fe,NM,US,2019-05-21,about 30,30,,30,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.kob.com/new-mexico-news/abortion-rights-protesters-rally-in-albuquerque-santa-fe/5361998/,https://www.stopabortionbans.org,,,,,
Santa Monica,,Los Angeles,CA,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://losangeles.cbslocal.com/2019/05/21/hundreds-in-west-hollywood-expected-to-rally-against-abortion-ban/,,,,,,
Santa Rose,Courthouse Square,Sonoma,CA,US,2019-05-21,,,,,,,Women's March Santa Rosa,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Sarasota,Planned Parenthood,Sarasota,FL,US,2019-05-21,,,,,,,general protestors,civil rights; against abortion rights,2,protest,0,0,0,0,1,1,https://www.mysuncoast.com/2019/05/21/larger-than-usual-protest-front-planned-parenthood/,,,,,,
Savannah,Johnson Square,Chatham,GA,US,2019-05-21,hundreds,200,,200,,,Aclu; NARAL; Planned Parenthood Action Fund,civil rights; for abortion rights,1,march,0,0,0,0,1,1,https://www.nbcnews.com/news/us-news/abortion-rights-activists-protest-restrictive-new-laws-across-country-n1008426,,,,,,
Seattle,outside City Hall,King,WA,US,2019-05-21,hundreds,200,,200,,,NARAL; Indivisible Eastside,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/politics/there-is-a-feeling-of-fear-hundreds-rally-in-seattle-to-oppose-restrictive-abortion-laws-recently-passed-in-other-states/,https://www.stopabortionbans.org,,,,,
Sheboygan,1201 N 8th St,Sheboygan,WI,US,2019-05-21,,,,,,,Progressive Women In Sheboygan,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Sisseton,,Roberts,SD,US,2019-05-21,,,,,,,Swo/Sisseton For Choice,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Somerset,Courthouse Lawn,Somerset,NJ,US,2019-05-21,hundreds,200,,200,,,National Organization For Women Of New Jersey; Blue Wave New Jersey; Soma Action,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.nj.com/news/2019/05/hundreds-in-nj-gather-to-protest-anti-abortion-laws.html,,,,,,
Somerville,260 Elm St,Middlesex,MA,US,2019-05-21,,,,,,,Our Bodies Ourselves Today,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Spokane,outside City Hall,Spokane,WA,US,2019-05-21,hundreds,200,,200,,,Planned Parenthood Of Greater Washington And Idaho,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.kxly.com/news/pro-choice-advocates-in-spokane-rally-against-strict-abortion-laws/1079906180,https://www.stopabortionbans.org,https://www.kxly.com/news/pro-choice-rallies-planned-for-tuesday-in-spokane-coeur-d-alene/1079726561,,,,
Springfield,Springfield Planned Parenthood,Greene,MO,US,2019-05-21,dozens,24,,24,,,Planned Parent Advocates; National Organization For Women,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.news-leader.com%2Fstory%2Fnews%2Fpolitics%2F2019%2F05%2F21%2Fabortion-bill-protest-planned-parenthood-springfield-missouri-republicans%2F3752114002%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C3b94026289134bf6d3ba08d6e3245015%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636946142445774189&sdata=ATtgSzIbFFQW1ogol3x2H6cfs3V3N7G%2Blnf%2BvtVUa68%3D&reserved=0,,,,,,
St. Louis,outside Old Courthouse,St Louis,MO,US,2019-05-21,hundreds,200,,200,,,Planned Parenthood; Aclu Of Missouri,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.kmov.com/news/hundreds-gather-in-st-louis-to-protest-missouri-abortion-bill/article_13b2a6cc-7c0a-11e9-bd68-27e5c9304ac2.html,https://www.stopabortionbans.org,,,,,
St. Louis,Planned Parenthood parking lot,St. Louis,MO,US,2019-05-21,more than 50,50,,50,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,0,1,https://www.news-leader.com/story/news/politics/2019/05/21/abortion-bill-protest-planned-parenthood-springfield-missouri-republicans/3752114002/,,,,,,
St. Paul,state capitol,Ramset,MN,US,2019-05-21,thousands,2000,,2000,,,general protestors,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://minnesota.cbslocal.com/2019/05/21/abortion-rights-supporters-rally-in-st-paul/,,,,,,
St. Petersburg,St. Petersburg Judicial Building,Pinellas,FL,US,2019-05-21,about 250,250,,250,,,Progress Florida; Pinellas Now; St. Petersburg League Of Women Voters,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.tampabay.com/breaking-news/nationwide-stop-the-bans-rally-draws-250-in-st-petersburg-20190521/,https://www.cltampa.com/news-views/local-news/article/21069749/protesters-gather-for-stop-the-ban-prochoice-rally-in-st-petersburg,https://www.stopabortionbans.org,,,,
Stroudsburg,Courthouse Square,Monroe,PA,US,2019-05-21,over three dozen,36,,36,,,NARAL Pro-Choice America,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.poconorecord.com/news/20190521/group-gathers-at-courthouse-square-supporting-pro-choice-stance-on-abortion,,,,,,
Tacoma,1717 Pacific Ave,Pierce,WA,US,2019-05-21,,,,,,,Indivisible Tacoma,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Tallahasse,Planned Parenthood,Leon,FL,US,2019-05-21,two dozen,24,,24,,,Planned Parenthood,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.wtxl.com/news/local-news/planned-parenthood-supporters-protest-abortion-bans,,,,,,
Torrance,,Los Angeles,CA,US,2019-05-21,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,0,0,0,0,1,1,https://losangeles.cbslocal.com/2019/05/21/hundreds-in-west-hollywood-expected-to-rally-against-abortion-ban/,,,,,,
Towson,Circuit Court Building,Baltimore,MD,US,2019-05-21,dozens,24,,24,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.wbaltv.com%2Farticle%2Fdemonstrators-voices-concerns-in-nationwide-protests-against-abortion-bans%2F27546774&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C199d3af9036549f0d58408d6e3ed8991%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636947006688949137&sdata=ADfEXYIOAf4c2uozPRXGhgVqHjnHn9kuSKoebHt8qw8%3D&reserved=0,,,,,,
Utica,Oneida Square,Oneida,NY,US,2019-05-21,more than 100,100,,100,,,Indivisible Mohawk Valley; Planned Parenthood Mohawk Hudson; Ywca Mohawk Valley.,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.timestelegram.com/news/20190522/utica-protester-abortion-care-is-health-care-is-human-right,,,,,,
Van Nuys,14400 Erwin St,Los Angeles,CA,US,2019-05-21,,,,,,,"The Resistance - Northridge, Indivisible",pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Virginia Beach,Town Center,Virginia Beach,VA,US,2019-05-21,count pic,30,,30,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://wtkr.com/2019/05/21/Stop the Bans-rally-scheduled-for-tonight-in-virginia-beach/,,,,,,
Washington,US Supreme Court,DC,DC,US,2019-05-21,hundreds,200,,200,,,All Above All Action Fund; NARAL; Planned Parenthood,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,https://www.euronews.com/2019/05/21/hundreds-gather-at-us-supreme-court-to-protest-state-abortion-bans-as-step-backward,,,,,
Waterloo,E 4th and Franklin,Black Hawk,IA,US,2019-05-21,,,,,,,Americans for Democratic Action Iowa,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,https://www.publicnewsservice.org/2019-05-21/reproductive-health/iowa-cities-join-stop-the-bans-protest-over-extreme-abortion-laws/a66556-1,https://www.kglonews.com/iowa-cities-join-stop-the-bans-protest-over-extreme-abortion-laws/,,,,
Wauwatosa,City Hall,Milwaukee ,WI,US,2019-05-21,over 20,20,,20,,,Persisters ,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/05/21/abortion-rights-supporters-hold-Stop the Bans-rally-wauwatosa/3758314002/,,,,,,
West Hollywood,outside City Hall,Los Angeles,CA,US,2019-05-21,dozens,24,,24,,,National Organization for Women,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://abc7.com/politics/abortion-rights-activists-rally-in-socal-and-across-the-us/5311224/,https://www.nbcnews.com/news/us-news/abortion-rights-activists-protest-restrictive-new-laws-across-country-n1008426,https://losangeles.cbslocal.com/2019/05/21/hundreds-in-west-hollywood-expected-to-rally-against-abortion-ban/,,,,
