CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6
Bedminister,outside the Trump National Golf Course ,NJ,US,2017-08-19,several dozen,24,,24,,,Indivisible New Jersey,No Hate in the Garden State,1,protest,0,0,0,0,1,1,http://www.njherald.com/article/20170819/AP/308199853,http://www.northjersey.com/story/news/politics/new-jersey/2017/08/19/protesters-trump-national-golf-club-colts-neck/580947001/,,,,,
Beverly,Beverly Common,MA,US,2017-08-19,more than 200,200,,200,,,general protestors,Rally for Love to oppose white supremacist violence ,1,rally,0,0,0,0,1,1,http://www.salemnews.com/news/state_news/boston-officials-ready-for-saturday-s-free-speech-rally-counterprotests/article_22ca4e00-82e0-11e7-8c04-d3b56b302159.html,http://www.salemnews.com/news/local_news/rally-for-love-draws-people/article_c506c36b-76d7-59bb-a14c-2a24c1c8e747.html,,,,,
Boston,Boston Common,MA,US,2017-08-19,dozens; about 50,24,,50,,,Boston Free Speech Coalition,"for free speech, for patriotism",2,rally,0,0,0,0,1,1,http://www.masslive.com/politics/index.ssf/2017/08/mayor_marty_walsh_predicts_few.html,https://www.washingtonpost.com/news/post-nation/wp/2017/08/19/thousands-expected-at-boston-free-speech-rally-and-counter-protest/?utm_term=.c2d46fd10b2d,http://www.ledgertranscript.com/Mazerall-12015522,https://www.nytimes.com/2017/08/18/us/demonstration-race-free-speech-boston-charlottesville.html,,,
Boston,Reggie Lewis Track and Athletic Center; Boston Common,MA,US,2017-08-19,"40,000; around 40,000 to 50,000",40000,,50000,,,Violence In Boston; Angie Camacho; Black Lives Matter Network; Black Lives Matter Cambridge; Black Lives Matter Boston,against white supremacy and racism,1,counter-protest,33,0,0,0,1,1,http://www.eagletribune.com/news/few-hear-words-of-free-speech-rally-as-counter-protesters/article_cd588819-a24f-51f1-8359-b69cbfe1daf3.html,https://www.washingtonpost.com/news/post-nation/wp/2017/08/19/thousands-expected-at-boston-free-speech-rally-and-counter-protest/?utm_term=.c2d46fd10b2d,https://www.boston.com/news/events/2017/08/16/7-anti-hate-rallies-and-vigils-in-the-boston-area-this-week,https://www.nytimes.com/2017/08/18/us/demonstration-race-free-speech-boston-charlottesville.html,,,
Boulder,Pearl Street,CO,US,2017-08-19,about 200,200,,200,,,Boulder chapter of Showing Up for Racial Justice,"show solidarity with the victims of last week's fatal attack on protesters who were opposing a white supremacist rally in Charlottesville, Va",1,march,0,0,0,0,1,1,http://www.coloradodaily.com/latest-stories/ci_31233302/racial-justice-demonstrators-march-through-downtown-boulder,,,,,,
Bozeman,Bogert Park,MT,US,2017-08-19,about 150,150,,150,,,Montana Hate Free Zone ,against hate and the recent demonstrations across the U.S. involving white nationalists and neo-Nazis,1,rally,0,0,0,0,1,1,http://www.bozemandailychronicle.com/news/bozeman-crowd-rallies-for-unity-following-events-in-virginia/article_e81c2334-227d-525e-9e2d-401fe020c145.html,,,,,,
Butte,outside the courthouse,MT,US,2017-08-19,about 100,100,,100,,,Butte Rising Coalition,against hate and the recent demonstrations across the U.S. involving white nationalists and neo-Nazis,1,rally,0,0,0,0,1,1,http://www.kbzk.com/story/36173870/speakers-at-butte-rally-decry-hatred-and-racism,,,,,,
Centerville,city municipal building on West Spring Valley Road,OH,US,2017-08-19,about two dozen,24,,24,,,Greater Dayton Chapter of Showing Up For Racial Justice Up For Racial,solidarity with Charlottesville,1,rally,0,0,0,0,1,1,http://wdtn.com/2017/08/19/local-racial-justice-advocates-hold-charlottesville-solidarity-rally-in-centerville/,http://www.mydaytondailynews.com/news/local/demonstrators-gather-centerville-police-keep-protesters-safe/eWJWGMQaaHeq5LVX2haxeO/,,,,,
Charlotte,Marshall Park,NC,US,2017-08-19,over 200,200,,200,,,Charlotte Uprising,peace rally and vigil in response to the demonstrations promoting white supremacy ,1,rally,0,0,0,0,1,1,http://www.wcnc.com/news/local/uptown-firstward-fourthward/over-200-rallied-against-hate-in-uptown-charlotte/465701598,,,,,,
Charlottesville,downtown mall,VA,US,2017-08-19,,,,,,,general protesters,"against racism and white supremacy, in remembrance of Charlottesville victims",1,rally,0,0,0,0,1,1,http://www.valleynewslive.com/content/news/Peace-gathering-helps-Charlottesville-heal-after-deadly-rally-441191593.html,,,,,,
Columbus,City Hall,OH,US,2017-08-19,more than 100,100,,100,,,SURJ; Black Central; Democratic Socialists of America; People's Justice Project,Protesting Christopher Columbus statue,0,protest,0,0,0,0,1,1,http://www.dispatch.com/news/20170820/demonstrators-rally-at-city-hall-to-bring-down-christopher-columbus-statue,,,,,,
Dallas,City Hall plaza; Pioneer Park,TX,US,2017-08-19,"about 2,300; 2500",2300,,2500,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,5,0,0,0,1,1,http://abcnews.go.com/US/protests-erupt-boston-california-confederate-monument-tensions-boil/story?id=49321922,http://www.fox4news.com/news/275030610-story,http://www.brownsvilleherald.com/news/texas/article_096b6010-df29-5845-ae5c-6e8e4f3d05c6.html,,,,
Dallas,City Hall plaza; Pioneer Park,TX,US,2017-08-19,,,,,,,Texas Elite III%,"in defense of Confederate monument, for President Trump",2,counter-protest,0,0,0,0,0,1,http://www.brownsvilleherald.com/news/texas/article_096b6010-df29-5845-ae5c-6e8e4f3d05c6.html,https://www.nytimes.com/2017/08/18/us/demonstration-race-free-speech-boston-charlottesville.html,,,,,
Decatur,behind the historic DeKalb County Courthouse,GA,US,2017-08-19,80 or so,80,,80,,,organizer Sara Patenaude,call for removal of confederate monument,1,rally,0,0,0,0,1,1,http://www.ajc.com/news/local/peaceful-rally-aimed-fate-decatur-monument/pN0joNYVMIS9Jq6unBbjcM/,,,,,,
Detroit,Jefferson Avenue and Randolph,MI,US,2017-08-19,dozens,24,,24,,,Detroit chapter of BYP100,call for removal of Christopher Columbus bust,1,protest,0,0,0,0,1,1,http://www.detroitnews.com/story/news/local/detroit-city/2017/08/19/christopher-columbus-bust-protest-downtown-detroit/583591001/,http://www.freep.com/story/news/local/michigan/detroit/2017/08/19/demonstration-white-supremacy-christopher-columbus/583189001/,,,,,
Escondido ,Interstate 15 overpass,CA,US,2017-08-19,more than 100,100,,100,,,Indivisible 50,Values Vigil Against Racism,1,rally,0,0,0,0,1,1,http://fox5sandiego.com/2017/08/19/group-gathers-in-escondido-to-rally-against-hate-racism/,,,,,,
Franklin,at a Confederate monument in Franklin,OH,US,2017-08-19,,,,,,,Greater Dayton Chapter of Showing Up for Racial Justice,Stand in solidarity with Charlottesville; stand against the white supremacist violence Confederate statues and monuments celebrate,1,protest,,,,,1,1,http://www.mydaytondailynews.com/news/dayton-group-plans-protest-confederate-marker-franklin/VJOZg6egtyg725CLihijDK/,,,,,,
Franklin,at a Confederate monument in Franklin,OH,US,2017-08-19,,,,,,,general protestors,oppose removal of confederate statue,2,protest,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/flag-waving-protesters-upset-confederate-monument-removed/bGzrDO55gQ8mfeWEeeTfFP/,,,,,,
Gainesville,Downtown square,GA,US,2017-08-19,estimated 150 to 200,150,,200,,,Metro Atlantic Democratic Socialist; Athens for everyone,Protesting confederate statue,1,protest,0,0,0,0,1,1,http://www.gainesvilletimes.com/section/6/article/124906/,http://www.fox5atlanta.com/news/protestors-gather-in-gainesville-over-confederate-memorial,,,,,
Graham,,NC,US,2017-08-19,,,,,,,general protestors,Protesting confederate statue,1,protest,0,0,0,,1,1,http://myfox8.com/2017/08/20/groups-supporting-opposed-to-confederate-monument-in-graham-peacefully-protest/,,,,,,
Graham,,NC,US,2017-08-19,,,,,,,general protestors,Rallying to protect confederate statue,2,rally,0,0,0,0,1,1,http://myfox8.com/2017/08/20/groups-supporting-opposed-to-confederate-monument-in-graham-peacefully-protest/,,,,,,
Grand Forks,Kannowski Park to Town Square,ND,US,2017-08-19,about 70,70,,70,,,organizer Nabil Suleiman,Love Wins: Solidarity Rally for Charlottesville,1,rally; march,0,0,0,0,1,1,http://www.thedickinsonpress.com/news/4314961-grand-forks-love-wins-rally-protests-violence-charlottesville,http://www.grandforksherald.com/news/4314960-local-love-wins-rally-protests-violence-charlottesville,,,,,
Havre,Simon Pepin Memorial Park ,MT,US,2017-08-19,,,,,,,Hill County Democratic Central Committee,Politics in the Park LGBT rally,1,rally,,,,,1,1,http://www.havredailynews.com/story/2017/08/16/local/democrats-set-lgbt-rally-in-havre-saturday-in-pepin-park/515064.html,,,,,,
Hot Springs,Hot Springs National Park,AR,US,2017-08-19,about 20; about 50,20,,50,,,Confederate Square Group,in defense of Confederate symbols,2,rally,2,0,0,0,1,1,http://www.thv11.com/news/local/dozens-turn-out-to-protest-pro-confederacy-rally-in-arkansas/465653130,http://www.thv11.com/news/local/hot-springs-confederate-rally-draws-attention-counter-demonstrators/465653130,,,,,
Hot Springs,Hot Springs National Park,AR,US,2017-08-19,dozens,24,,24,,,general protestors,"against Confederate symbols, against President Trump, against hatred",1,counter-protest,0,0,0,0,0,1,http://www.thv11.com/news/local/dozens-turn-out-to-protest-pro-confederacy-rally-in-arkansas/465653130,,,,,,
Houston,Outside Sam Houston Park,TX,US,2017-08-19,a few dozen,24,,24,,,general protestors,Pro-confederate momument,2,protest,0,0,0,0,0,1,https://www.texasobserver.org/confederate-monument-protest-draws-hundreds-houston/,http://www.yourconroenews.com/news/houston-texas/article/Protesters-to-face-off-over-Confederacy-statue-in-11943765.php,,,,,
Houston,Sam Houston Park,TX,US,2017-08-19,about 300; more than 400,300,,400,,,Black Lives Matter,Protesting confederate statue,1,protest,0,0,0,0,1,1,https://www.texasobserver.org/confederate-monument-protest-draws-hundreds-houston/,http://www.yourconroenews.com/news/houston-texas/article/Protesters-to-face-off-over-Confederacy-statue-in-11943765.php,,,,,
Huntsville,near the Confederate monument at the Madison County Courthouse steps,AL,US,2017-08-19,more than 100,100,,100,,,Tennessee Valley Progressive Alliance; SURJ - Huntsville; the North Alabama Democratic Socialists of America,against racism; against Confederate monument,1,protest,0,0,0,0,1,1,http://whnt.com/2017/08/19/demonstrators-protest-against-confederate-monument-at-madison-county-courthouse/,http://www.al.com/news/huntsville/index.ssf/2017/08/huntsville_police_separate_pro.html,,,,,
Huntsville,near the Confederate monument at the Madison County Courthouse steps,AL,US,2017-08-19,about a dozen,12,,12,,,general protestors,keep up the Confederate statue,2,protest,0,0,0,0,0,1,http://whnt.com/2017/08/19/demonstrators-protest-against-confederate-monument-at-madison-county-courthouse/,http://www.al.com/news/huntsville/index.ssf/2017/08/huntsville_police_separate_pro.html,,,,,
Iowa City,Iowa City Farmers Market ,IA,US,2017-08-19,about 10,10,,10,,,Chelsea Pfeiffer; Hannah Russell,protest a vendor's pro-white nationalist social media comments,1,protest,0,0,0,0,1,1,http://www.press-citizen.com/story/news/2017/08/19/iowa-city-farmers-market-protest-sparked-vendors-pro-white-nationalist-comments/583043001/,http://littlevillagemag.com/protest-white-nationalist-iowa-city-farmers-market/,,,,,
Jacksonville,407 W. Michigan Ave,MI,US,2017-08-19,,,,,,,Jackson Area Recovery Community ,Recovery Out Loud walk and rally,0,march,,,,,1,1,http://www.mlive.com/news/jackson/index.ssf/2017/08/those_recovering_from_drug_alc.html,,,,,,
Jersey City,outside of the Trump Bay Street high-rise ,NJ,US,2017-08-19,several dozen,24,,24,,,organizer Arlene Stein,Trump Eviction Notice' rally,1,protest,0,0,0,0,1,1,http://www.nj.com/jjournal-news/index.ssf/2017/08/protesters_hold_trump_eviction.html,,,,,,
Kansas City,J.C. Nichols Fountain,MO,US,2017-08-19,hundreds,200,,200,,,general protestors,against hate and racism,1,rally,0,0,0,0,1,1,http://www.kctv5.com/clip/13614633/anti-hate-rally-gathers-crowd-in-kc,http://www.kansascity.com/news/local/article168301487.html,,,,,
Kentwood,Division Ave.,MI,US,2017-08-19,about 40,40,,40,,,general protestors,Anti-Trump,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/grand-rapids/index.ssf/2017/08/anti-trump_protesters_gather_a.html,http://woodtv.com/2017/08/19/peaceful-rally-in-kentwood-calls-for-unity-and-peace/,,,,,
Kentwood,Division Ave.,MI,US,2017-08-19,,,,,,,Three Percenters; Michigan Militia,pro-Trump,2,protest,0,0,0,0,0,1,http://woodtv.com/2017/08/19/peaceful-rally-in-kentwood-calls-for-unity-and-peace/,,,,,,
Kittery,,ME,US,2017-08-19,about 500,500,,500,,,general protestors,Protesting racism; white supremacy,1,march,0,0,0,0,1,1,http://www.sunjournal.com/news/maine/2017/08/21/more-1000-people-rally-against-racism-portland/2185466,,,,,,
Laguna Beach,Main Beach,CA,US,2017-08-19,NA,300,,300,,,Indivisible OC 48; Indivisible OC 46; Together We Will Orange County,From Charlottesville to Laguna Beach: We Stand Together,1,protest,0,0,0,0,1,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-lb-indivisible-rally-20170816-story.html,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-lb-america-first-rally-20170820-story.html,,,,,
Lansing ,Michigan State Capitol,MI,US,2017-08-19,about 300,300,,300,,,Black Lives Matter Lansing,"Black Lives Matter, against white supremacy, against fascism, against hate, in solidarity with Charlottesville",1,rally,0,0,0,0,1,1,https://www.lansingstatejournal.com/story/news/local/2017/08/19/hundreds-lansing-michigan-rally-against-racism-white-supremacy-capitol/583190001/,,,,,,
Los Angeles,South Budlong Avenue to 1371 W. Jefferson Blvd,CA,US,2017-08-19,,,,,,,local residents,oppose new South Los Angeles oil drilling site due to health effects,0,protest,,,,,1,1,https://mynewsla.com/life/2017/08/19/whiter-wealthier-westsiders-get-more-oil-drilling-protection-south-la-demonstrators-decry-jefferson-site-health-dangers/,,,,,,
Louisville ,Cherokee Triangle,KY,US,2017-08-19,about 40,40,,40,,,Louisville Showing Up for Racial Justice,remove local confederate statue,1,march; protest,0,0,0,0,1,1,http://www.courier-journal.com/story/news/2017/08/19/controversy-around-castleman-statue-cherokee-triangle-continues-saturday-protest/581608001/,,,,,,
Lynn,outside city hall,MA,US,2017-08-19,more than six dozen,72,,72,,,Lynn United for Change; New Lynn Coalition; Essex County Community Organization,say no to racism and fascism,1,rally,0,0,0,0,1,1,https://www.itemlive.com/2017/08/19/dozens-protest-hate-lynn/,,,,,,
Memphis,Nathan Bedford Forrest statue,TN,US,2017-08-19,hundreds,200,,200,,,Black Lives Matter,demand the removal of Confederate monuments in Memphis,1,rally; march; road blockade,7,0,0,0,1,1,http://www.kplctv.com/story/36173736/sparks-fly-7-arrested-at-confederate-statue-protest-rally,http://www.commercialappeal.com/story/news/2017/08/20/rally-leaders-say-memphis-mayor-jim-strickland-not-showing-clear-leadership/584533001/,http://www.commercialappeal.com/story/news/2017/08/19/police-block-effort-cover-forrest-statue-arrest-protesters/581239001/,,,,
Milford,Draper Park,MA,US,2017-08-19,NA,5,,5,,,Citizens for Responsible Cannabis Retail Sales,support legal marijuana sales,0,demonstration,0,0,0,0,1,1,http://www.metrowestdailynews.com/news/20170820/recreational-marijuana-rallies-were-held-at-draper-park-in-milford,,,estimate from pictures,,,
Milford,Draper Park,MA,US,2017-08-19,NA,5,,5,,,Milford Community Against Recreational Marijuana Retail Establishments,ban legal marijuana sales,0,demonstration,0,0,0,0,0,1,http://www.metrowestdailynews.com/news/20170820/recreational-marijuana-rallies-were-held-at-draper-park-in-milford,,,estimate from pictures,,,
Minneapolis,,MN,US,2017-08-19,,,,,,,organizer Shannon Jones,Celebrate Our Beloved Community,1,rally,,,,,1,1,http://minnesota.cbslocal.com/2017/08/19/twin-cities-residents-call-for-unity/,,,,,,
Mountain View,Civic Center Plaza,CA,US,2017-08-19,more than 500,500,,500,,,Mountain View Tomorrow,Stand Up for Equality and Diversity Rally ,1,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/08/19/hundreds-rally-in-mountain-view-against-bigotry-hate-and-trump/,http://kron4.com/2017/08/19/equality-rally-underway-in-mountain-view/,,,,,
Muskegon  Heights,Rowan Park,MI,US,2017-08-19,NA,50,,100,,,organizer Eddie Sanders Jr.,rally in hopes of closing the racial divide ,1,rally,0,0,0,0,1,1,http://www.mlive.com/news/muskegon/index.ssf/2017/08/racial_unity_in_muskegon_count.html,,,estimate from pictures,,,
New Orleans,Congo Square to Jackson Square,LA,US,2017-08-19,thousands; more than 1000,1000,,2000,,,Take 'Em Down NOLA,Protesting violence/racism in Charlottesville,1,protest; march,0,0,0,0,1,1,http://www.wwl.com/articles/charlottsville-protest-new-orleans-saturday,http://www.wdsu.com/article/thousands-protest-at-jackson-square-demanding-all-confederate-statues-be-removed/12037253,http://www.theadvocate.com/new_orleans/news/article_57f22f40-8537-11e7-b393-ff3739758062.html,,,,
New York,Brooklyn,NY,US,2017-08-19,about 100,100,,100,,,NYPD officers,Rally in support of Colin Kaepernick,1,rally,0,0,0,0,1,1,https://www.si.com/nfl/2017/08/19/colin-kaepernick-nypd-officers-rally,http://www.springfieldnewssun.com/news/national/nypd-officers-support-colin-kaepernick-rally/JAWatZ3FjbHUakaPRtmCIO/,,,,,
New York,Google corporate offfices,NY,US,2017-08-19,more than 50,50,,50,,,general protestors,"Rally against racism, bigotry",1,protest; rally,0,0,0,0,1,1,http://www.independent.co.uk/news/world/americas/us-politics/new-york-protest-white-supremacy-nationwide-charlottesville-donald-trump-latest-a7902746.html,,,,,,
New York,Outside New York Academy of Medicine,NY,US,2017-08-19,,,,,,,Black Youth Project 100,Protesting statue of gynecologist who inhumanely experimented on black women,0,protest,0,0,0,0,1,1,http://www.huffingtonpost.com/entry/why-black-women-are-protesting-a-statue-of-this-famed-gynecologist_us_599adb63e4b0e8cc855ec8c7,,,,,,
Orange,"530 1/2, Florida Ave, Hemet",CA,US,2017-08-19,,,,,,,Democrats of Hemet-San Jacinto ,Hugs not Hoods; oppose white supremacy,1,protest,,,,,1,1,http://www.pe.com/2017/08/18/san-jacinto-valley-democrats-to-rally-against-hate/,,,,,,
Pittsburgh,Homewood Ave. to Westinghouse Pk.,PA,US,2017-08-19,more than 300,300,,300,,,general protestors,Rally for peace; protesting police violence against Black community,0,protest; march,0,0,0,0,1,1,http://triblive.com/local/allegheny/12638890-74/peace-rally-in-homewood-supplants-cancelled-alt-right-protest-at-google,,,,,,
Pittsfield,Park Square,MA,US,2017-08-19,,,,,,,Indivisible Pittsfield,oppose white supremacy,1,rally,,,,,1,1,"http://www.berkshireeagle.com/stories/pittsfield-activists-to-protest-neo-nazi-movement,517220",,,,,,
Pullman,Washington State University campus,WA,US,2017-08-19,Several hundred,200,,200,,,general protestors,"denounce racism in response to the gathering of white supremacists in Charlottesville, Va.",1,march,0,0,0,0,1,1,http://www.ifiberone.com/news/regional_news/hundreds-march-against-racism-at-wsu/article_301661b8-4283-594d-bb2e-adf20fb487d4.html,,,,,,
Rockland,Park Street,ME,US,2017-08-19,approximately 50,50,,50,,,general protestors,oppose Boston Free Speech white supremacist rally,1,protest,0,0,0,0,1,1,http://www.penbaypilot.com/article/rockland-demonstrators-stand-boston-rally-against-racism/90846,,,,,,
Salt Lake City,in front of the Wallace F. Bennett Federal Building,UT,US,2017-08-19,about two dozen,24,,24,,,Utah Anti-War Committee,oppose Trump's threats against the DPRK,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/8/20/salt-lake-city-protesters-say-no-trump-s-north-korea-war-threats,,,,,,
San Diego,Hillcrest,CA,US,2017-08-19,hundreds,200,,200,,,San Diego LGBT Community Center ,rally against hate,1,rally,0,0,0,0,1,1,http://www.cbs8.com/story/36177111/lgbt-community-social-justice-groups-rally-in-hillcrest-against-hate,,,,,,
Sarasota,Celery Fields,NY,US,2017-08-19,,,,,,,Save Our Celery Fields,Rally to save celery fields,0,protest,,,,,1,1,http://www.heraldtribune.com/news/20170816/groups-plans-saturday-protest-of-recycling-plant-near-celery-fields,,,,,,
Suffolk,city hall,VA,US,2017-08-19,about 80,80,,80,,,organizer Imari Griffin,Justice for Dre Peace Rally,1,rally,0,0,0,0,1,1,http://wavy.com/2017/08/19/prayer-rally-in-suffolk-for-charlottesville-violence-victim/,http://www.suffolknewsherald.com/2017/08/19/peace-rally-emphasizes-love/,https://pilotonline.com/news/local/despite-cancellation-over-safety-concerns-dozens-still-rally-in-support/article_07c94b5d-09e9-5ab6-93f9-8fa4f9473c8e.html,,,,
Venice,Outside Google,CA,US,2017-08-19,,,,,,,general protestors,Counter-protest the alt-right's (planned) rally to protest the firing of a Google employee,1,protest,,,,,1,1,https://www.facebook.com/events/189821488224067/?ti=cl,,,,,,
Victorville,Hesperia and Nisqualli roads,CA,US,2017-08-19,about 200,200,,200,,,Victory Outreach Church,Stop local gun violence,0,march; vigil,0,0,0,0,1,1,http://www.vvdailypress.com/news/20170819/church-leads-stop-violence-march-candlelight-vigil-in-victorville,,,,,,
Washington,in front of the White House at Lafayette Park,DC,US,2017-08-19,,,,,,,iamWE Prison Advocacy,Millions for Prisoners’ Human Rights,0,protest,,,,,1,1,http://www.iamweubuntu.com/millions-for-prisoners-human-rights.html,http://www.miamiherald.com/news/local/community/miami-dade/article167622652.html,,,,,
Winston-Salem,downtown,NC,US,2017-08-19,,,,,,,Indivisible Piedmont,condemn white supremacy; impeach Trump,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/protesters-descend-on-downtown-others-guard-confederate-statue/article_48ea6aac-64ec-58e0-8564-9af7bd45caf8.html,,,,,,
Breckenridge ,Carter Park,CO,US,2017-08-20,,,,,,,Colorado Democratic Party,campaign rally for four of the Democratic Party's expected front-runners for Colorado governor in the 2018 election,1,rally,0,0,0,0,1,1,http://www.vaildaily.com/news/democratic-candidates-for-governor-rally-early-support-in-summit-stopover/,,,,,,
Charleston,State Capitol,WV,US,2017-08-20,approximately 400,400,,400,,,Black Lives Matter; Call to Action for Racial Equality,anti-racism rally,1,rally,0,0,0,0,1,1,http://www.wsaz.com/content/news/Black-Lives-Matter-rally-planned-for-the-weekend-440953473.html,http://www.wsaz.com/content/news/Black-Lives-Matter-rally-promotes-equality-remains-peaceful-441197753.html,,,,,
Charlotte,Elevation Ballantyne church,NC,US,2017-08-20,,,,,,,general protestors,support breastfeeding,0,nurse-in,,,,,1,1,http://www.wcnc.com/news/local/ballantyne/moms-plan-breastfeeding-protest-at-church_/463279506,,,,,,
Clovis,Outside Congressman Nunes' office,CA,US,2017-08-20,dozens,24,,24,,,general protestors,Asking Nunes to vote against RAISE Act,0,protest,0,0,0,0,1,1,http://www.yourcentralvalley.com/news/dozens-protest-for-congressman-devin-nunes-to-reject-raise-act/794768200,,,,,,
Colorado Springs,City Hall,CO,US,2017-08-20,hundreds,200,,200,,, Unite Colorado Springs,Protesting violence/racism in Charlottesville,0,protest,0,0,0,0,1,1,http://www.kktv.com/content/news/Group-holds-rally--441194743.html,http://fox21news.com/2017/08/20/solidarity-with-charlottesville-rally-held-in-colorado-springs/,http://fox21news.com/2017/08/20/solidarity-with-charlottesville-rally-held-in-colorado-springs/,,,,
Denver,State Capitol,CO,US,2017-08-20,approximately 100,100,,100,,,Community for Unity,"Oppose war, hate and bigotry",1,protest,0,0,0,0,1,1,http://kdvr.com/2017/08/20/activists-holding-peace-rally-at-denver-capitol-sunday-afternoon/,http://www.fightbacknews.org/2017/8/24/denver-peace-rally-state-capitol,,,,,
Gadsden ,New Destiny Christian Church ,AL,US,2017-08-20,more than 50,50,,50,,,local churches; Love Your Neighbor; Etowah County Democratic Executive Committee,"Solidarity Gadsden; response to the chaos in Charlottesville, Virginia",1,rally,0,0,0,0,1,1,http://www.gadsdentimes.com/news/20170820/community-members-rally-speak-out-in-solidarity,,,,,,
Hampton,,VA,US,2017-08-20,NA,50,,100,,,NAACP Hampton Chapter ,drop the names of Confederate leaders from schools,1,rally,0,0,0,0,1,1,http://wtkr.com/2017/08/20/naacp-hampton-chapter-hosts-unity-rally-to-drop-the-names-of-confederate-soldiers-from-schools/,,,estimate from picture,,,
Harrisburg,Italian Lake,PA,US,2017-08-20,about 300,300,,300,,,Community Responders Network,Rally for unity,0,rally,0,0,0,0,1,1,http://www.pennlive.com/news/2017/08/harrisburg_unity_rally_organiz.html,,,,,,
Hartford,,CT,US,2017-08-20,,,,,,,Interfaith Coalition Against Racism ,unite against hate,1,rally,0,0,0,0,1,1,http://fox61.com/2017/08/19/religious-community-leaders-to-host-peace-rally-in-hartford-sunday/,,,,,,
Hillcrest,downtown,CA,US,2017-08-20,hundreds,200,,200,,,general protestors,"Rally against hate, racism, anti-semitism",0,rally,0,0,0,0,1,1,http://www.nbcsandiego.com/news/local/Hundreds-Unite-for-Anti-Hate-Rally-in-Hillcrest--441208603.html,,,,,,
Janesville,Outside Rep. Ryan's church,WI,US,2017-08-20,,,,,,,general protestors,Calling on Ryan to protect DACA,0,rally,0,0,0,0,1,1,http://www.gazettextra.com/20170820/watch_group_protests_outside_paul_ryans_church_calling_for_him_to_protect_immigrant_program,,,,,,
Kansas City,Country Club Plaza,MO,US,2017-08-20,about 500,500,,500,,,general protestors,Protestig racism; white supremacy,0,protest,0,0,0,0,1,1,http://www.kansascity.com/news/local/article168301487.html,,,,,,
Laguna Beach,Main Beach,CA,US,2017-08-20,about 20,20,,20,,,America First!,America First!; call for moratorium on immigration and opposition to amnesty,2,rally,0,1,0,0,1,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-lb-america-first-rally-20170820-story.html,http://www.latimes.com/local/lanow/la-me-ln-illegal-immigration-rally-20170818-story.html,http://www.foxnews.com/us/2017/08/24/man-linked-to-scuffle-with-trump-backer-in-california-arrested.html,,,,
Laguna Beach,Main Beach,CA,US,2017-08-20,estimated 2500,2500,,2500,,,Democratic Socialists of America: Orange County,Counter-protest; against America First! rally,1,protest,4,0,0,0,0,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-lb-america-first-rally-20170820-story.html,http://www.latimes.com/local/lanow/la-me-ln-illegal-immigration-rally-20170818-story.html,http://www.foxnews.com/us/2017/08/24/man-linked-to-scuffle-with-trump-backer-in-california-arrested.html,,,,
Lake Grove,Smith Haven Mall,NY,US,2017-08-20,,,,,,,general protestors,Protesting puppy mills,0,protest,0,0,0,0,1,1,http://www.news12.com/story/36176700/puppy-mill-protest-held-outside-smithaven-mall,,,,,,
Lakewood,City Center Park,OH,US,2017-08-20,more than 200,200,,200,,,Action Together Lakewood Area,Protesting swastikas painted on driveways,0,protest,0,0,0,0,1,1,http://www.cleveland.com/lakewood/index.ssf/2017/08/hundreds_attend_lakewood_rally.html,,,,,,
Lexington,stairs of the Hancock United Church of Christ,MA,US,2017-08-20,,,,,,,Lexington Clergy Association,Standing Together Against Racism and Violence,1,vigil,,,,,1,1,https://www.boston.com/news/events/2017/08/16/7-anti-hate-rallies-and-vigils-in-the-boston-area-this-week,,,,,,
Palm Beach,Outside Mar-a-Lago,FL,US,2017-08-20,70 or so,70,,70,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.palmbeachpost.com/news/breaking-news/just-protesters-march-mar-lago-denounce-trump-comments/SvJn5Vs3pQwOI33fOsuCSI/,,,,,,
Phoenix,Outside Phoenix Chinese Cultural Center,AZ,US,2017-08-20,hundreds,200,,200,,,general protestors,"Protesting sale, possible renovation of monument",1,protest,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/08/20/phoenix-chinese-cultural-center-hundreds-protest-sale-and-possible-renovation/584970001/,,,,,,
Plattsburgh,,NY,US,2017-08-20,NA,10,,15,,,general protestors,unity rally against white supremacy,1,rally,0,0,0,0,1,1,http://www.wcax.com/content/news/Unity-rally-in-Plattsburgh-441176073.html,,,estimate from pictures,,,
